#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_2729	25898	95	N	N	2	*	-2585,-1080,1079,2729,1079,-1078,1071,1072,1073,-1073,-1072,-1071,1078,-1079
contig_1655	25891	20	N	N	2	*	*,1655,*
contig_912	25821	55	N	N	3	*	-911,912,911
contig_2418	25781	9	N	N	1	*	*,2418,*
contig_1380	25600	25	N	N	1	*	*,1380,*
contig_1992	25481	18	N	N	1	*	*,1992,*
contig_1543	25439	27	N	N	1	*	-1542,1543,1542
contig_1213	25420	39	N	N	1	*	*,1213,*
contig_2703	25417	24	N	N	1	*	2703,*
contig_1913	25320	14	N	N	3	*	*,1913,*
contig_765	25305	44	N	N	2	*	765,*
contig_1998	25252	59	N	N	1	*	*,1998,*
contig_1892	25202	35	N	N	1	*	*,1892,*
contig_1782	25190	67	N	N	3	*	2804,1782,-2804
contig_1267	25149	89	N	N	1	*	*,1267,1314
contig_2400	25059	26	N	N	1	*	*,2400,*
contig_2524	24952	48	N	N	1	*	*,2524,*
contig_2615	24884	5	N	N	1	*	*,2615,*
contig_1977	24840	16	N	N	1	*	*,1977,*
contig_2134	24785	35	N	N	1	*	*,2134,*
contig_2425	24785	207	N	N	2	*	2610,2425,-2607
contig_2071	24752	39	N	N	1	*	*,2071,*
contig_1000	24740	22	N	N	1	*	-1318,-1317,-999,-990,-990,1000,*
contig_1600	24729	17	N	N	1	*	*,1600,*
contig_931	24708	213	N	N	1	*	-930,930,931,-1151,-1144,1145
contig_2269	24633	17	N	N	1	*	*,2269,*
contig_24	24626	88	N	N	1	*	24,-17,-15,-11
contig_1539	24621	99	N	Y	2	*	1539
contig_1424	24610	11	N	N	1	*	*,1424,*
contig_1924	24585	59	N	N	1	*	1924
contig_2322	24553	59	N	N	1	*	*,2322,*
contig_1548	24547	86	N	N	1	*	*,1548,*
contig_1891	24527	56	N	N	1	*	1889,1891,1897
contig_2401	24497	15	N	N	1	*	*,2401,*
contig_2707	24496	98	N	Y	1	214	*,2707,*
contig_1086	24324	22	N	N	1	*	-1081,1086,1899,1901,-1899
contig_1684	24244	35	N	N	1	*	-2781,1684,2782,2267,2268,-2267,-2782
contig_2072	24188	17	N	N	1	*	*,2072,*
contig_2880	24140	13	N	N	1	*	1063,2880,-1063
contig_2114	24079	20	Y	Y	1	*	2114
contig_1961	23892	43	N	N	10	*	*,1961,*
contig_1222	23834	38	N	N	2	*	*,1222,*
contig_1839	23787	50	N	N	1	*	*,1839,*
contig_1778	23751	18	N	N	1	*	*,1778,*
contig_136	23749	15	N	N	1	*	136,*
contig_2858	23733	19	N	N	1	*	*,2858,2299
contig_2499	23685	69	N	Y	6	*	*,2499
contig_2473	23558	25	N	N	1	*	*,2473,*
contig_2431	23543	20	N	N	1	*	*,2431,*
contig_2003	23399	27	N	Y	2	*	*,2003
contig_1713	23351	51	N	N	1	*	*,1713,*
contig_2129	23333	5	N	N	1	*	*,2129,*
contig_948	23317	65	N	N	1	*	*,948,*
contig_2468	23300	20	N	N	1	*	*,2468,*
contig_1448	23150	15	N	N	1	*	*,1448,*
contig_2358	23101	33	N	N	1	*	*,2358,*
contig_1626	23010	43	N	N	1	*	*,1626,*
contig_1030	22983	129	N	N	1	*	-1023,-1022,1021,1022,1023,-1023,1022,1023,-1023,-1022,1022,1023,1030,1808,1809,1810,1810,1810,-1810,-1810,-1809,-1808
contig_2907	22854	7	Y	N	1	*	2907
contig_2747	22841	42	N	N	1	*	*,2747,*
contig_2357	22707	298	N	N	3	*	2355,2865,2356,2357,-704,-704,-704,-704
contig_1887	22607	32	N	N	1	*	*,1887,*
contig_2467	22552	10	N	N	2	*	*,2467,*
contig_2436	22535	20	N	N	2	*	*,2436,*
contig_2273	22403	34	N	N	1	*	*,2273,*
contig_2809	22379	48	N	N	1	*	*,2809,*
contig_2019	22376	38	N	N	1	*	*,2019,*
contig_2749	22373	44	N	Y	1	*	*,2749
contig_1056	22349	33	N	Y	1	304	*,1056,*
contig_2493	22324	15	N	N	1	*	*,2493,*
contig_1530	22267	66	Y	N	1	*	1530
contig_2681	22263	104	N	N	26	*	*,2681,*
contig_2897	22226	12	Y	N	1	*	2897
contig_2628	22221	39	N	N	1	*	*,2628,*
contig_1679	22149	240	Y	N	2	*	1679
contig_1182	22112	37	N	N	1	*	*,1182,*
contig_1867	22105	39	N	N	1	*	*,1867,*
contig_1875	22087	18	N	N	1	*	*,1875,*
contig_2252	22072	23	N	N	1	*	*,2252,*
contig_2459	22068	15	N	N	1	*	*,2459,*
contig_1323	22057	22	N	N	1	*	*,1323,*
contig_2340	21993	11	N	N	1	*	*,2340,*
contig_1660	21954	77	N	N	1	*	*,1660,*
contig_2007	21926	28	N	Y	1	*	*,2007
contig_1254	21905	30	N	N	1	*	*,1254,*
contig_2291	21872	17	N	N	1	*	*,2291,*
contig_870	21855	53	N	N	3	*	869,-2709,870,2709,-869,-2709
contig_2318	21824	13	N	N	1	*	*,2318,*
contig_2824	21772	35	N	N	1	*	*,2824,*
contig_1846	21739	98	N	N	1	*	*,1846,*
contig_2151	21711	38	N	N	1	*	*,2151,*
contig_2552	21692	15	N	N	1	*	*,2552,*
contig_1593	21616	28	N	N	3	*	*,1593,*
contig_1712	21565	45	N	N	1	*	*,1712,*
contig_2732	21563	25	N	N	3	*	1162,1163,2732
contig_4	21538	34	N	N	3	*	*,4,*
contig_2094	21485	16	N	N	1	*	-2833,-2096,-2093,2094,2093,2096,2833
contig_2469	21476	10	N	N	2	*	*,2469,*
contig_805	21449	59	N	Y	5	*	805
contig_1055	21399	149	N	Y	1	304	*,1055,*
contig_1148	21392	55	N	N	7	*	1148,*
contig_1470	21388	112	N	Y	1	318	*,1470,*
contig_1439	21386	34	N	N	1	*	*,1439,*
contig_1978	21379	40	N	N	1	*	*,1978,*
contig_1746	21316	29	N	N	5	*	*,1746,*
contig_1325	21309	5	N	N	1	*	*,2749,1325,-2749,*
contig_2417	21303	31	N	N	3	*	*,2417,*
contig_2566	21271	192	N	Y	1	*	*,2566
contig_2251	21129	18	N	N	2	*	*,2251,*
contig_2132	21112	9	N	Y	1	340	*,2132,*
contig_2032	21097	43	N	N	1	*	*,2032,*
contig_1987	21037	9	N	N	2	*	*,1987,*
contig_2765	21036	7	N	N	1	*	*,2765,1527
contig_2517	21010	108	N	Y	1	*	2517,*
contig_2502	20971	16	N	N	1	*	*,2502,*
contig_2294	20817	44	N	N	1	*	-2807,2294,2807
contig_2525	20805	64	N	Y	1	*	2525
contig_2361	20748	15	N	N	1	*	*,2361,*
contig_1990	20680	17	N	N	1	*	*,1990,*
contig_2338	20621	66	Y	Y	1	*	2338
contig_2639	20551	9	N	N	1	*	-2640,2639,2640
contig_1217	20523	20	N	N	1	*	*,1217,*
contig_2742	20439	79	N	N	1	*	2742,*
contig_895	20421	30	N	N	1	*	895,*
contig_1921	20360	31	N	N	1	*	1921,2220
contig_1396	20337	273	N	N	1	*	1396,1400,1401,1401,1401,1402,-1402,-1401,-1401,-1400
contig_2464	20241	23	N	N	3	*	*,2464,*
contig_1368	20218	66	N	N	2	*	-1672,-1675,1368
contig_2363	20201	3	N	N	1	*	*,2363,*
contig_2863	20135	8	N	N	1	*	*,2863,-2348
contig_2385	20081	26	N	N	1	*	*,2385,*
contig_1536	19982	42	N	N	2	*	*,1536,*
contig_1954	19977	11	N	N	1	*	1950,1954,*
contig_2287	19963	24	N	N	1	*	*,2287,*
contig_1489	19938	45	N	Y	1	236	*,1489,*
contig_2386	19926	21	N	N	1	*	*,2386,*
contig_1452	19925	167	N	N	1	*	-816,-816,1452,2760,1451
contig_2745	19895	71	N	Y	1	*	2745,*
contig_1603	19888	29	N	N	1	*	*,1603,*
contig_1534	19831	26	N	N	1	*	*,1534,*
contig_1785	19780	77	N	N	1	*	*,1785,*
contig_2280	19778	22	N	N	1	*	*,2280,*
contig_1110	19776	45	N	N	1	*	*,1110,*
contig_1653	19762	19	N	N	1	*	*,1653,*
contig_2634	19704	51	N	N	2	*	2633,2634,2635,-2633
contig_2650	19701	76	N	N	2	*	*,2650,*
contig_1297	19694	23	N	N	1	*	*,1297,*
contig_2203	19644	49	N	N	1	*	*,2203,*
contig_2176	19620	21	N	N	1	*	*,2176,*
contig_2954	19588	5	Y	N	1	*	2954
contig_146	19500	40	N	N	2	*	*,146,*
contig_1738	19452	190	N	Y	1	258	*,1738,*
contig_1737	19451	42	N	Y	1	258	*,1737,*
contig_821	19438	18	N	N	1	*	*,821,822
contig_934	19436	171	N	N	1	*	-936,936,934,-1236,-1236,-1236,-1235,-1235,-1235,-1235
contig_2306	19357	20	N	N	1	*	*,2306,*
contig_1929	19280	31	N	N	1	*	*,1929,*
contig_149	19278	154	N	N	3	*	*,149,*
contig_2183	19226	31	N	N	1	*	*,2183,*
contig_1822	19223	80	N	N	3	*	*,1822,*
contig_2796	19220	200	N	N	5	*	2796,-2051,929
contig_2206	19134	191	N	Y	1	*	2206
contig_2296	19116	19	N	N	1	*	*,2296,2297
contig_1819	19109	38	N	Y	1	*	1819
contig_1939	19091	206	N	N	1	*	-2891,1939,*
contig_1725	19081	28	N	N	1	*	*,1725,*
contig_1963	19042	56	N	N	1	*	*,1963,*
contig_132	19006	873	N	N	7	*	80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,132,859,-2696,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
contig_1883	18928	54	N	N	1	*	1883,-1884,-1882,-1881
contig_2558	18928	46	N	N	1	*	*,2558,*
contig_2838	18902	15	Y	N	1	*	2838
contig_1149	18899	196	N	N	4	*	1450,-1451,-1450,-2760,1149,-1425,*
contig_2689	18862	131	N	Y	1	*	2689
contig_1287	18847	70	N	N	1	*	*,1287,*
contig_2238	18828	77	N	N	1	*	*,2238,*
contig_2321	18828	61	N	N	1	*	*,2321,*
contig_1541	18818	9	N	Y	4	*	*,1541
contig_2678	18799	112	N	N	1	*	*,2678,*
contig_2076	18739	24	N	N	1	*	*,2076,*
contig_1690	18708	10	N	N	1	*	*,1690,1691
contig_2575	18707	8	N	N	1	*	2577,-2574,2575,2574,2577
contig_1701	18634	9	N	N	1	*	-1699,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1698,1699,1701,-1404
contig_2776	18566	91	N	N	2	*	*,2776,*
contig_2655	18557	43	N	N	1	*	*,2655,*
contig_2411	18540	54	N	N	1	*	2413,2410,2411,-2410
contig_1324	18500	30	N	N	1	*	*,2748,1324,-1262,-1257
contig_909	18459	26	N	N	1	*	*,909,*
contig_1477	18438	56	N	N	1	*	-2690,-1476,1477,1476,2690
contig_2686	18429	75	N	N	1	*	*,2686,*
contig_2783	18420	101	N	N	1	*	*,2783,*
contig_1695	18393	225	N	Y	1	*	1695
contig_2572	18381	36	N	N	7	*	*,2572,*
contig_1274	18300	10	N	N	1	*	*,1274,*
contig_2627	18293	35	N	N	1	*	*,2627,*
contig_1367	18273	165	N	N	2	*	*,1367,*
contig_1766	18267	48	N	N	1	*	*,1766,*
contig_810	18251	4	N	Y	1	*	810
contig_1659	18233	112	N	N	1	*	*,1659,*
contig_2676	18229	68	N	N	1	*	*,-2675,2676,2675,*
contig_1506	18199	69	N	N	1	*	*,1506,*
contig_1610	18195	30	N	N	1	*	*,1610,*
contig_2440	18152	21	N	N	1	*	*,2440,*
contig_2466	18141	79	N	N	1	*	*,2466,*
contig_2077	18131	52	N	N	1	*	*,2077,*
contig_2256	18077	10	N	N	1	*	2852,2256,-2852
contig_2239	18057	14	N	N	3	*	*,2239,*
contig_1911	18014	9	N	N	1	*	*,1911,*
contig_2805	17970	96	N	Y	1	*	2805
contig_2884	17931	11	Y	N	2	*	2884
contig_768	17861	50	Y	N	1	*	768
contig_1532	17844	37	N	N	1	*	*,1532,*
contig_1415	17672	71	N	N	4	*	-1413,1411,1412,1415,1413,1414
contig_1824	17661	194	N	N	2	*	*,1824,*
contig_1818	17651	15	N	N	1	*	*,1818,*
contig_2325	17585	25	N	N	1	*	*,2325,*
contig_1212	17570	37	N	N	1	*	*,1212,*
contig_1820	17493	15	N	N	1	*	-1819,1820,1819
contig_809	17452	58	N	N	2	*	-807,-783,808,809
contig_45	17439	131	N	N	6	*	66,2029,45
contig_3041	17393	8	Y	N	1	*	3041
contig_1322	17356	19	N	N	1	*	*,1322,*
contig_772	17312	171	N	N	1	*	*,772,*
contig_1187	17276	21	N	N	1	*	*,1187,*
contig_2398	17261	64	N	Y	1	*	2398
contig_1256	17252	48	N	N	1	*	*,1256,*
contig_2807	17214	244	N	Y	2	*	2807
contig_2454	17210	79	N	N	1	*	*,2454,*
contig_1876	17190	63	N	N	1	*	*,1876,*
contig_2185	17180	11	N	N	1	*	*,2185,*
contig_339	17148	58	N	N	2	*	339
contig_1438	17094	11	N	N	1	*	*,1438,*
contig_1584	17068	29	N	N	1	*	*,1584,*
contig_1722	17028	23	N	N	2	*	2695,1722,-2695
contig_1557	17025	30	N	N	3	*	*,-1555,1557,1555,*
contig_1220	17014	20	N	N	1	*	*,1220,*
contig_778	16983	137	N	N	1	*	-775,-775,778,-1236,-1235,-1235,-1235,1235,1234,1235,1235,1235,1236,-1236,-1235,-1235,-1235,1235
contig_1878	16977	54	N	N	1	*	*,1878,*
contig_2335	16965	28	N	N	1	*	*,2335,*
contig_2893	16911	51	N	Y	2	*	*,2893
contig_1576	16895	112	N	N	5	*	-1575,-1569,-1569,-1569,-1569,1576,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569
contig_1111	16834	82	N	N	2	*	*,1111,1775,*
contig_2079	16827	6	Y	N	1	*	2079
contig_2184	16813	259	N	N	2	*	*,2184,*
contig_2866	16737	29	N	N	3	*	2365,2866,-2365
contig_1821	16725	119	N	Y	3	*	1821
contig_3058	16701	5	Y	N	1	*	3058
contig_1749	16676	689	N	N	6	*	1749,-1747,-1748,-922,-924,923,-923,924,922,1748,1747
contig_2534	16649	41	N	N	1	*	1821,2534,-1821
contig_1303	16604	51	Y	N	1	*	1303
contig_2052	16526	52	N	N	1	*	-929,2052,-2051,929
contig_1252	16460	36	N	Y	1	312	*,1252,*
contig_1491	16448	111	N	N	1	*	*,1491,*
contig_1094	16444	17	N	N	1	*	*,1094,*
contig_2319	16441	7	N	N	1	*	*,2319,*
contig_1941	16354	155	N	N	3	*	*,1941,*
contig_1417	16350	14	N	N	1	*	*,1417,*
contig_2124	16345	19	N	N	1	*	*,2124,*
contig_1431	16300	11	N	N	1	*	*,1431,*
contig_2131	16277	55	N	N	1	*	*,2131,*
contig_2830	16267	543	Y	N	5	*	2830
contig_2549	16186	19	N	N	1	*	*,2893,2549,-2893,*
contig_2226	16096	74	N	N	1	*	2224,2226
contig_1779	16032	67	N	N	1	*	*,1779,*
contig_1147	16001	94	N	N	13	*	*,1147,*
contig_51	15972	19	N	Y	9	*	51
contig_1344	15882	74	N	N	1	*	2751,1344,-2394,*
contig_1490	15830	54	N	Y	3	236	*,1490,*
contig_3013	15785	77	Y	N	1	*	3013
contig_1436	15778	5	N	N	1	*	*,1436,*
contig_1923	15773	58	N	N	1	*	*,1923,*
contig_2751	15726	69	N	Y	3	*	2751
contig_1294	15676	27	N	N	1	*	*,1294,*
contig_3057	15665	5	Y	N	1	*	3057
contig_463	15539	5	N	Y	1	*	463
contig_2570	15538	77	N	N	1	*	*,2570,*
contig_2576	15534	100	N	N	2	*	*,2576,*
contig_2064	15506	50	N	Y	1	*	2064
contig_1286	15481	91	N	N	1	*	*,1286,*
contig_1769	15434	167	N	Y	1	*	1769
contig_2333	15344	33	N	N	1	*	*,2333,*
contig_864	15330	64	N	N	1	*	*,864
contig_2120	15302	33	N	N	6	*	*,2120,*
contig_2605	15244	27	N	N	1	*	*,2605,*
contig_1834	15211	106	N	N	2	*	*,1834,*
contig_1372	15198	22	N	N	2	*	*,1372,*
contig_2695	15136	156	N	Y	1	*	2695
contig_578	15130	4	N	Y	2	*	578
contig_2190	15115	16	N	N	4	*	-2191,2190,2191,2192
contig_2778	15078	90	N	Y	1	328	*,2778,*
contig_1667	14981	133	N	N	2	*	*,1667,*
contig_1535	14940	57	N	N	1	*	*,1535,*
contig_1006	14904	70	N	N	4	*	*,1006,*
contig_2565	14895	97	N	N	1	*	*,2565,*
contig_1885	14838	19	N	N	3	*	-1881,1885,1881
contig_386	14798	32	N	Y	10	*	386
contig_2414	14793	56	N	N	2	*	*,2414,*
contig_2849	14722	4	N	N	1	*	*,2849,2215
contig_2518	14664	55	N	N	1	*	*,2518,*
contig_804	14642	190	N	N	7	*	788,804,*
contig_1981	14622	162	N	N	1	*	*,1981,*
contig_1714	14600	51	N	N	1	*	*,1714,*
contig_1791	14584	57	N	N	1	*	*,1791,*
contig_2212	14571	14	Y	N	1	*	2212
contig_2381	14545	26	N	N	1	*	-1539,2381,1539
contig_1627	14532	74	N	N	6	*	*,1627,*
contig_2057	14334	23	N	N	1	*	*,2057,*
contig_2896	14311	30	Y	N	1	*	2896
contig_2277	14293	36	N	N	1	*	*,2277,*
contig_932	14263	27	N	N	1	*	*,932,*
contig_1269	14258	160	N	N	1	*	*,1269,*
contig_2520	14252	16	N	N	1	*	2521,2520,-2521
contig_1140	14219	3	N	Y	1	*	1140
contig_293	14190	7	N	N	1	*	293,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
contig_2872	14157	24	N	N	1	*	2398,2872
contig_3007	14151	4	Y	N	1	*	3007
contig_1727	14103	77	N	N	1	*	*,1727,*
contig_1260	14098	35	N	N	2	*	*,1260,*
contig_1704	14094	26	N	N	1	*	*,1704,*
contig_2899	14059	25	Y	N	5	*	2899
contig_13	14000	57	N	N	1	*	*,13,*
contig_1261	13929	76	N	N	1	*	1257,1261,-2748,*
contig_2068	13908	8	N	N	2	*	-2064,-2067,2068,2067,2064
contig_2434	13902	52	N	N	1	*	*,2434,*
contig_23	13889	614	N	Y	5	*	23
contig_2794	13881	19	Y	N	1	*	2794
contig_1278	13867	78	N	N	3	*	1278,-1262,-1257
contig_1583	13827	117	N	Y	1	*	1583,*
contig_302	13780	7	N	Y	3	*	302
contig_1841	13773	40	N	Y	1	316	*,1841,*
contig_2875	13766	29	Y	N	1	*	2875
contig_782	13679	17	N	N	1	*	*,782,*
contig_1507	13604	67	N	N	3	*	*,1507,*
contig_2075	13597	11	N	N	1	*	*,2075,*
contig_3098	13556	8	Y	N	1	*	3098
contig_1581	13554	26	N	Y	1	248	*,1581,*
contig_945	13517	42	N	N	1	*	*,945,*
contig_1894	13503	50	N	N	1	*	*,1894,*
contig_1761	13436	39	N	Y	1	336	*,1761,*
contig_6	13422	138	N	N	2	*	*,6,*
contig_3019	13355	51	Y	N	1	*	3019
contig_5	13347	77	N	N	1	*	*,5,*
contig_1762	13286	159	N	Y	1	336	*,1762,*
contig_1113	13229	12	N	N	1	*	*,1113,*
contig_1647	13223	62	N	N	1	*	*,1647,*
contig_1510	13214	26	N	Y	1	240	*,1510,*
contig_2699	13167	81	N	N	1	*	2699,-2566,*
contig_1082	13157	163	N	N	1	*	-1502,-1081,1082,-1081,1084,2730,-1084,1081
contig_1842	13128	94	N	Y	1	316	*,1842,*
contig_1693	13121	19	N	N	2	*	*,1693,*
contig_2862	13090	12	Y	N	1	*	2862
contig_1991	13067	16	N	N	2	*	*,1991,*
contig_1321	13039	117	N	N	2	*	*,1321,*
contig_1634	13022	11	N	N	1	*	1634,-2665
contig_2740	13017	127	N	Y	1	312	*,2740,*
contig_2018	12997	47	N	N	1	*	*,2018,*
contig_2847	12959	47	N	N	6	*	2195,2847
contig_2685	12934	26	N	N	1	*	*,2685,*
contig_944	12933	33	N	N	1	*	*,944,*
contig_2281	12900	46	N	N	1	*	*,2281,*
contig_1246	12892	33	N	N	2	*	1245,1246,-1245
contig_2669	12832	36	N	N	1	*	2668,2669,-2668
contig_2637	12829	53	Y	N	1	*	2637
contig_1403	12826	112	N	N	1	*	*,1403,*
contig_1700	12771	24	N	N	1	*	1052,1700,2831,*
contig_1823	12712	479	N	N	3	*	*,1823,*
contig_919	12706	13	N	Y	1	222	*,919,*
contig_1731	12687	10	N	N	1	*	*,1731,*
contig_2647	12673	21	N	N	1	*	1371,2647,-1371
contig_2489	12644	76	N	N	1	*	*,2489,*
contig_1092	12630	846	N	N	7	*	*,1092,*
contig_3088	12623	9	Y	N	1	*	3088
contig_858	12623	40	N	N	1	*	*,858,*
contig_2789	12556	66	N	N	1	*	*,2789,*
contig_1063	12543	210	N	Y	1	*	1063
contig_1643	12521	31	N	N	2	*	*,1643,*
contig_2622	12483	63	N	N	1	*	*,2622,*
contig_2826	12469	26	Y	N	1	*	2826
contig_1537	12454	95	N	N	1	*	*,1537,*
contig_1853	12428	32	N	N	1	*	2807,1850,1853,-2774,*
contig_2006	12418	63	N	N	4	*	*,2006,*
contig_1910	12415	73	N	N	2	*	*,1910,*
contig_2221	12401	24	N	N	2	*	-2220,2221,2220
contig_2603	12397	82	N	N	2	*	2603
contig_1320	12383	60	N	N	1	*	*,1320,*
contig_144	12339	21	N	N	1	*	2091,2092,-2091,2091,2092,-2092,-2091,144
contig_736	12323	5	N	N	1	*	736,1583,*
contig_1288	12272	64	N	N	3	*	*,1288,*
contig_2716	12218	92	N	Y	1	222	*,2716,*
contig_2887	12212	42	Y	N	2	*	2887
contig_1499	12167	35	N	N	1	*	*,1499,*
contig_2339	12152	23	N	N	1	*	*,2339,*
contig_1112	12113	34	N	N	1	*	*,1112,*
contig_1728	12078	113	N	Y	1	256	*,1728,*
contig_1316	12066	48	N	N	1	*	2713,1316,-1656
contig_2879	12058	46	N	N	1	*	*,2879,*
contig_1972	12049	100	N	N	2	*	*,1972,*
contig_943	12033	12	N	N	1	*	*,943,*
contig_2577	12012	16	N	Y	4	*	2577
contig_2059	12005	24	N	N	4	*	*,2059,*
contig_1578	12000	199	N	Y	99	*	1578
contig_2135	11964	69	N	N	1	*	*,2135,*
contig_2663	11955	7	N	Y	1	*	2663
contig_11	11941	676	N	Y	6	*	11
contig_1574	11921	52	N	Y	26	*	1574
contig_2744	11891	6	N	N	1	*	*,2744,*
contig_2366	11843	7	N	N	1	*	-2365,2366,2365
contig_2658	11752	38	N	N	1	*	-2541,2658,-2656
contig_2620	11730	33	N	N	1	*	2064,2620,-2064
contig_1833	11723	75	N	N	10	*	*,1833,*
contig_2133	11707	43	N	Y	1	340	*,2133,*
contig_1943	11686	60	N	N	1	*	2816,1943,1944,*
contig_2105	11684	9	N	N	1	*	2104,2105,-2104
contig_2704	11645	95	Y	N	1	*	2704
contig_1952	11640	160	N	N	1	*	1950,1951,1952,1953,-1950
contig_1729	11636	17	N	Y	1	256	*,1729,*
contig_1994	11587	26	N	Y	1	262	*,1994,*
contig_2352	11584	40	N	N	1	*	*,2352,*
contig_735	11571	133	N	N	1	*	*,735,*
contig_1004	11565	79	N	Y	1	254	*,1004,*
contig_279	11558	311	N	Y	155	*	279
contig_2903	11477	135	Y	N	2	*	2903
contig_3169	11474	71	Y	N	1	*	3169
contig_1164	11392	20	N	N	2	*	1162,1163,1164,-1163,-1162
contig_1167	11319	13	N	N	1	*	*,1167,*
contig_2607	11317	129	N	Y	1	*	2607
contig_2146	11298	4	N	N	1	*	*,2146,*
contig_1253	11295	48	N	N	1	*	*,1253,*
contig_2834	11283	13	N	Y	6	*	*,2834
contig_2455	11260	8	N	Y	1	282	*,2455,*
contig_2047	11239	47	N	N	4	*	*,2047,*
contig_813	11201	73	N	N	2	*	*,813,*
contig_3010	11193	15	Y	N	1	*	3010
contig_2460	11144	90	Y	N	1	*	2460
contig_929	11095	792	N	Y	7	*	929
contig_1471	11072	80	N	N	2	*	*,1471,*
contig_2456	11059	138	N	Y	2	282	*,2456,*
contig_2531	11057	31	N	Y	1	284	*,2531,*
contig_2833	11033	557	N	Y	4	*	2833
contig_189	11017	11	N	Y	5	*	189
contig_2617	10980	57	N	N	1	*	*,2617,*
contig_914	10980	39	N	N	1	*	*,914,*
contig_2848	10911	33	Y	N	1	*	2848
contig_849	10867	40	N	N	1	*	*,849,*
contig_3021	10856	30	Y	N	1	*	3021
contig_1304	10849	79	N	N	1	*	*,1304,*
contig_1384	10834	58	N	N	3	*	1384,1583,*
contig_2508	10834	11	N	N	1	*	*,2508,*
contig_1900	10809	77	N	N	4	*	-1899,1900,1902,1902,1902,1903,1903,1904
contig_2365	10796	43	N	Y	1	*	2365
contig_2209	10790	18	N	Y	2	*	2209,*
contig_485	10753	7	N	Y	3	*	485
contig_2279	10736	16	N	N	2	*	1609,2278,2279,-2278,-1609
contig_2500	10687	9	N	N	1	*	*,2499,2500,-2499,*
contig_2687	10669	80	N	N	1	*	2687,2688
contig_1579	10666	106	N	N	6	*	-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,-1569,1579,-2398
contig_2631	10659	31	N	N	1	*	-2630,-2629,2631,2629,2630
contig_2372	10623	61	N	N	4	*	755,2372,-2370,-755
contig_1428	10615	51	N	N	1	*	*,1428,*
contig_811	10609	18	N	N	4	*	*,811,*
contig_2823	10604	141	N	N	1	*	*,2823,*
contig_2583	10599	95	N	N	1	*	*,2583,*
contig_3102	10599	9	Y	N	1	*	3102
contig_877	10575	173	N	N	17	*	*,877,-2711
contig_1623	10553	156	N	N	2	*	-1619,-1622,1623,-2644,-2643
contig_2882	10532	69	N	N	1	*	*,2882,*
contig_2926	10523	3	Y	N	1	*	2926
contig_1871	10514	128	N	Y	1	338	*,1871,*
contig_1648	10466	38	N	N	1	*	*,1648,*
contig_3016	10452	21	Y	N	1	*	3016
contig_2908	10435	6	Y	N	1	*	2908
contig_1872	10409	30	N	Y	1	338	*,1872,*
contig_1370	10402	28	N	Y	2	*	1370
contig_1382	10401	32	N	N	1	*	*,1382,*
contig_3033	10381	28	Y	N	1	*	3033
contig_2856	10377	81	Y	N	3	*	2856
contig_2098	10362	14	N	N	1	*	*,2098,*
contig_1962	10342	38	N	N	2	*	*,1962,*
contig_1379	10323	65	N	N	2	*	*,1379,*
contig_2285	10308	61	Y	N	1	*	2285
contig_757	10298	57	N	N	2	*	*,757,*
contig_2657	10232	37	N	N	1	*	-2541,2657,-2656
contig_1345	10207	57	N	N	1	*	2751,1345,2392,2392
contig_2039	10175	57	N	N	57	*	-2040,2038,2039,2040,2041,2042,2042,2042,-2042,-2042,-2042,-2042,-2041,-2040
contig_2702	10113	110	N	N	1	*	*,2702,*
contig_2788	10111	25	Y	N	1	*	2788
contig_2769	10097	28	Y	N	1	*	2769
contig_851	10059	221	N	N	2	*	*,851,*
scaffold_1697	10020	96	N	N	2	*	*,1697,2594,2596,??,-2595,2594,2596
contig_3003	10005	4	Y	N	1	*	3003
contig_866	10005	56	N	Y	1	218	*,866,*
contig_2868	9996	123	N	Y	1	*	*,2868
contig_2069	9993	21	N	Y	1	228	*,2069,*
contig_1096	9985	16	N	N	1	*	1096
contig_2914	9918	295	Y	N	3	*	2914
contig_2835	9904	34	Y	N	5	*	2835
contig_2147	9873	32	N	N	1	*	*,2147,*
contig_2162	9871	52	N	N	1	*	*,2162,*
contig_2388	9847	48	N	N	1	*	*,2388,*
contig_807	9814	127	N	Y	2	*	807
contig_2070	9759	107	N	Y	1	228	*,2070,*
contig_913	9719	33	N	N	1	*	913
contig_921	9713	63	N	Y	1	224	*,921,*
contig_756	9699	23	N	N	4	*	*,756,*
contig_2717	9698	36	N	Y	1	224	*,2717,*
