Contig ID,Assembly ID,Length,Topology,Clustering status,Viral Cluster,Cluster Name,Host_crisprdb,Host_beebacterium,Genbank accession
,BeeP-25-2013_NODE_51_length_4015_cov_18_204418,4015,Linear,Overlap (VC_355/VC_403),,nan,nan,nan,nan
,BP27_NODE_18_length_4005_cov_1_960093,4005,Linear,Clustered,346_0,Mixed,nan,nan,nan
,BP33_NODE_27_length_3992_cov_1_944200,3992,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_292_length_3991_cov_12_126725,3991,Linear,Clustered,575_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_293_length_3988_cov_10_570187,3988,Linear,Outlier,,nan,Lactobacillus,nan,nan
,BeeP-05-2013_NODE_37_length_3986_cov_5_761064,3986,Linear,Clustered,243_0,Siphoviridae,nan,nan,nan
,BP10_NODE_77_length_3986_cov_1_271928,3986,Linear,Overlap (VC_197/VC_198),,nan,nan,nan,nan
,BeeP-25-2013_NODE_53_length_3936_cov_28_064784,3936,Linear,Clustered,126_0,Myoviridae,nan,nan,nan
,BeeP-37-2013_NODE_53_length_3934_cov_15_270936,3934,Linear,Clustered,344_0,Myoviridae,nan,nan,nan
,BP3_NODE_20_length_3931_cov_2_478478,3931,Linear,Clustered,202_0,Myoviridae,Lactobacillus,Lactobacillus,nan
,BeeP-11-2013_NODE_294_length_3930_cov_4_146379,3930,Linear,Overlap (VC_268/VC_503/VC_634),,nan,nan,nan,nan
,BeeP-11-2013_NODE_295_length_3929_cov_11_536864,3929,Linear,Clustered,513_0,Myoviridae,nan,nan,nan
,BeeP-49-2013_NODE_68_length_3917_cov_6_621615,3917,Linear,Clustered,192_0,Myoviridae,nan,nan,nan
,BP44_NODE_5_length_3908_cov_0_687087,3908,Linear,Clustered,336_0,Mixed,nan,Bifidobacterium,nan
,BeeP-25-2013_NODE_55_length_3908_cov_11_718611,3908,Linear,Overlap (VC_51/VC_138/VC_139),,nan,nan,nan,nan
,BP10_NODE_82_length_3905_cov_2_049947,3905,Linear,Clustered,199_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_296_length_3903_cov_38_386566,3903,Linear,Clustered,369_0,Myoviridae,nan,nan,nan
,BP10_NODE_83_length_3885_cov_1_674283,3885,Linear,Singleton,,nan,nan,nan,nan
,BeeP-44-2013_NODE_22_length_3881_cov_6_913249,3881,Linear,Clustered,360_0,Microviridae,nan,nan,nan
,BeeP-44-2013_NODE_23_length_3880_cov_8_615041,3880,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_299_length_3879_cov_8_830089,3879,Linear,Outlier,,nan,nan,nan,nan
,BP40_NODE_13_length_3867_cov_1_835024,3867,Linear,Clustered,366_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_302_length_3867_cov_15_262269,3867,Linear,Singleton,,nan,nan,nan,nan
,BeeP-35-2013_NODE_157_length_3860_cov_5_047581,3860,Linear,Clustered,535_0,Myoviridae,nan,nan,nan
,BeeP-35-2013_NODE_158_length_3852_cov_6_687682,3852,Linear,Clustered,195_0,Myoviridae,nan,nan,nan
,BP45_NODE_13_length_3852_cov_1_042080,3852,Linear,Outlier,,nan,nan,nan,nan
,BeeP-37-2013_NODE_55_length_3850_cov_9_283859,3850,Linear,Clustered,329_0,Myoviridae,nan,nan,nan
,BP10_NODE_84_length_3848_cov_2_056077,3848,Linear,Outlier,,nan,nan,nan,nan
,BP24_NODE_21_length_3840_cov_2_635924,3840,Linear,Singleton,,nan,nan,Bifidobacterium,nan
,BeeP-11-2013_NODE_304_length_3836_cov_27_430700,3836,Linear,Clustered,418_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_305_length_3828_cov_4_772594,3828,Linear,Singleton,,nan,nan,nan,nan
,BP43_NODE_10_length_3827_cov_6_260389,3827,Linear,Clustered,140_0,Myoviridae,nan,nan,nan
,BeeP-05-2013_NODE_39_length_3826_cov_9_504935,3826,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_306_length_3826_cov_25_738063,3826,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_307_length_3826_cov_20_160843,3826,Linear,Overlap (VC_490/VC_491),,nan,Rahnella,nan,nan
,BeeP-37-2013_NODE_57_length_3823_cov_4_324346,3823,Linear,Clustered,319_0,Myoviridae,nan,nan,nan
,BP25_NODE_16_length_3821_cov_3_338649,3821,Linear,Clustered,206_0,Mixed,nan,nan,nan
,BeeP-11-2013_NODE_309_length_3817_cov_17_722995,3817,Linear,Clustered,580_0,Myoviridae,nan,nan,nan
,BeeP-37-2013_NODE_58_length_3816_cov_16_986093,3816,Linear,Singleton,,nan,nan,nan,nan
,BP19_NODE_32_length_3809_cov_5_038503,3809,Linear,Clustered,187_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_310_length_3806_cov_4_449987,3806,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_312_length_3800_cov_9_706151,3800,Linear,Overlap (VC_155/VC_156),,nan,nan,nan,nan
,BP50_NODE_22_length_3799_cov_0_646547,3799,Linear,Clustered,232_0,Podoviridae,nan,nan,nan
,BP17_NODE_7_length_3790_cov_4_110657,3790,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_313_length_3784_cov_6_431076,3784,Linear,Clustered,588_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_314_length_3780_cov_10_328922,3780,Linear,Clustered,633_0,Myoviridae,nan,nan,nan
,BP43_NODE_11_length_3778_cov_2_006016,3778,Linear,Clustered,265_0,Myoviridae,nan,nan,nan
,BeeP-44-2013_NODE_25_length_3775_cov_11_648999,3775,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_316_length_3768_cov_6_664048,3768,Linear,Outlier,,nan,nan,nan,nan
,BeeP-49-2013_NODE_73_length_3767_cov_15_442276,3767,Linear,Clustered,660_0,Myoviridae,nan,nan,nan
,BP50_NODE_23_length_3767_cov_0_644268,3767,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_318_length_3757_cov_8_966033,3757,Linear,Clustered,590_0,Myoviridae,nan,nan,nan
,BP40_NODE_14_length_3755_cov_1_211613,3755,Linear,Clustered,365_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_319_length_3753_cov_4_793254,3753,Linear,Singleton,,nan,Lactococcus,nan,nan
,BeeP-11-2013_NODE_320_length_3746_cov_10_900245,3746,Linear,Clustered,591_0,Myoviridae,nan,nan,nan
,BeeP-25-2013_NODE_61_length_3739_cov_13_780175,3739,Linear,Singleton,,nan,nan,nan,nan
,BP23_NODE_49_length_3737_cov_2_909569,3737,Linear,Outlier,,nan,Bartonella,nan,nan
,BeeP-11-2013_NODE_322_length_3737_cov_13_665027,3737,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_323_length_3736_cov_8_108773,3736,Linear,Clustered,549_0,Myoviridae,nan,nan,nan
,BP18_NODE_4_length_3733_cov_10_877353,3733,Linear,Singleton,,nan,nan,nan,nan
,BP10_NODE_88_length_3729_cov_1_147173,3729,Linear,Clustered,200_0,Siphoviridae,nan,nan,nan
,BeeP-25-2013_NODE_62_length_3724_cov_9_347135,3724,Linear,Outlier,,nan,nan,nan,nan
,BeeP-25-2013_NODE_63_length_3719_cov_22_826744,3719,Linear,Clustered,344_0,Myoviridae,nan,nan,nan
,BP50_NODE_24_length_3718_cov_2_870726,3718,Linear,Outlier,,nan,nan,nan,nan
,BeeP-49-2013_NODE_78_length_3713_cov_9_408416,3713,Linear,Clustered,53_0,Myoviridae,nan,nan,nan
,BeeP-37-2013_NODE_60_length_3712_cov_15_960935,3712,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_325_length_3705_cov_4_912348,3705,Linear,Clustered,484_0,Myoviridae,nan,nan,nan
,BeeP-25-2013_NODE_65_length_3701_cov_11_567329,3701,Linear,Clustered,141_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_326_length_3696_cov_16_290412,3696,Linear,Outlier,,nan,nan,nan,nan
,BeeP-45-2013_NODE_16_length_3696_cov_8_265819,3696,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_327_length_3695_cov_11_437811,3695,Linear,Clustered,541_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_328_length_3694_cov_17_288637,3694,Linear,Singleton,,nan,nan,nan,nan
,BP50_NODE_25_length_3692_cov_1_150658,3692,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_330_length_3680_cov_16_994449,3680,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_331_length_3680_cov_6_187344,3680,Linear,Singleton,,nan,Lactobacillus,nan,nan
,BeeP-25-2013_NODE_66_length_3677_cov_19_766389,3677,Linear,Overlap (VC_154/VC_292),,nan,nan,nan,nan
,BP18_NODE_5_length_3676_cov_8_074262,3676,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_332_length_3672_cov_31_184979,3672,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_333_length_3670_cov_6_497356,3670,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_334_length_3665_cov_8_947324,3665,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_335_length_3662_cov_21_033194,3662,Linear,Clustered,325_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_336_length_3658_cov_9_243787,3658,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_338_length_3651_cov_7_923895,3651,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_339_length_3648_cov_24_626715,3648,Linear,Clustered,534_0,Siphoviridae,nan,nan,nan
,BP19_NODE_36_length_3642_cov_9_804885,3642,Linear,Clustered,243_0,Myoviridae,nan,nan,nan
,BeeP-25-2013_NODE_68_length_3638_cov_21_551530,3638,Linear,Clustered,243_0,Myoviridae,nan,nan,nan
,BP48_NODE_17_length_3629_cov_1_165051,3629,Linear,Clustered,140_0,Mixed,nan,nan,nan
,BP33_NODE_33_length_3629_cov_1_425314,3629,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_340_length_3629_cov_10_329955,3629,Linear,Singleton,,nan,nan,nan,nan
,BP45_NODE_15_length_3626_cov_0_735235,3626,Linear,Singleton,,nan,nan,nan,nan
,BP49_NODE_39_length_3621_cov_1_270000,3621,Linear,Clustered,358_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_341_length_3617_cov_317_787288,3617,Linear,Clustered,595_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_343_length_3612_cov_10_531542,3612,Linear,Outlier,,nan,nan,nan,nan
,BP17_NODE_9_length_3609_cov_8_337156,3609,Linear,Clustered,206_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_345_length_3590_cov_5_582408,3590,Linear,Outlier,,nan,nan,nan,nan
,BP24_NODE_26_length_3589_cov_0_897636,3589,Linear,Singleton,,nan,nan,nan,nan
,BeeP-34-2013_NODE_22_length_3589_cov_3_437358,3589,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_347_length_3586_cov_7_603591,3586,Linear,Singleton,,nan,Lactobacillus,nan,nan
,BP50_NODE_28_length_3577_cov_0_659722,3577,Linear,Clustered,380_0,Podoviridae,nan,nan,nan
,BeeP-49-2013_NODE_89_length_3573_cov_8_515732,3573,Linear,Singleton,,nan,nan,nan,nan
,BP30_NODE_7_length_3568_cov_1_809109,3568,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_352_length_3566_cov_10_222413,3566,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_353_length_3564_cov_30_796960,3564,Linear,Clustered,345_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_354_length_3564_cov_15_275022,3564,Linear,Outlier,,nan,nan,nan,nan
,BP24_NODE_28_length_3561_cov_1_044767,3561,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_356_length_3558_cov_8_984200,3558,Linear,Singleton,,nan,nan,nan,nan
,BP27_NODE_19_length_3557_cov_1_442957,3557,Linear,Outlier,,nan,nan,nan,nan
,BP50_NODE_29_length_3542_cov_1_038585,3542,Linear,Outlier,,nan,nan,nan,nan
,BeeP-05-2013_NODE_47_length_3542_cov_10_371140,3542,Linear,Outlier,,nan,nan,nan,nan
,BeeP-08-2013_NODE_3_length_3541_cov_10_693995,3541,Linear,Clustered,369_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_357_length_3540_cov_14_124747,3540,Linear,Outlier,,nan,nan,nan,nan
,BP24_NODE_30_length_3537_cov_0_397834,3537,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_358_length_3532_cov_12_371056,3532,Linear,Overlap (VC_304/VC_382),,nan,nan,nan,nan
,BP34_NODE_10_length_3525_cov_0_906874,3525,Linear,Outlier,,nan,nan,Bifidobacterium,nan
,BP46_NODE_22_length_3521_cov_0_960882,3521,Linear,Clustered,388_0,Mixed,nan,nan,nan
,BeeP-11-2013_NODE_359_length_3521_cov_11_234030,3521,Linear,Singleton,,nan,nan,nan,nan
,BeeP-35-2013_NODE_191_length_3520_cov_6_557944,3520,Linear,Outlier,,nan,nan,nan,nan
,BeeP-41-2013_NODE_3_length_3510_cov_8_468686,3510,Linear,Clustered,210_0,Myoviridae,Bifidobacterium,nan,nan
,BeeP-25-2013_NODE_70_length_3508_cov_19_174293,3508,Linear,Overlap (VC_155/VC_202),,nan,nan,nan,nan
,BP19_NODE_41_length_3505_cov_3_493499,3505,Linear,Outlier,,nan,nan,nan,nan
,BP30_NODE_9_length_3503_cov_1_279420,3503,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_360_length_3500_cov_9_675139,3500,Linear,Outlier,,nan,nan,nan,nan
,BeeP-25-2013_NODE_71_length_3499_cov_9_428404,3499,Linear,Clustered,140_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_362_length_3498_cov_13_202865,3498,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_363_length_3491_cov_13_305214,3491,Linear,Overlap (VC_154/VC_197),,nan,nan,nan,nan
,BP50_NODE_31_length_3486_cov_1_022883,3486,Linear,Clustered,310_0,Podoviridae,nan,nan,nan
,BeeP-11-2013_NODE_365_length_3478_cov_4_559835,3478,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_366_length_3476_cov_9_310091,3476,Linear,Overlap (VC_197/VC_198/VC_199),,nan,nan,nan,nan
,BP35_NODE_17_length_3472_cov_2_980006,3472,Linear,Clustered,373_0,Siphoviridae,nan,nan,nan
,BeeP-37-2013_NODE_67_length_3471_cov_4_284915,3471,Linear,Clustered,154_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_367_length_3469_cov_6_404481,3469,Linear,Singleton,,nan,nan,nan,nan
,BP27_NODE_20_length_3464_cov_1_303320,3464,Linear,Clustered,199_0,Mixed,nan,nan,nan
,BP23_NODE_56_length_3461_cov_1_264970,3461,Linear,Outlier,,nan,nan,nan,nan
,BP10_NODE_95_length_3455_cov_0_774145,3455,Linear,Overlap (VC_155/VC_202),,nan,nan,nan,nan
,BeeP-35-2013_NODE_198_length_3448_cov_7_908929,3448,Linear,Outlier,,nan,nan,nan,nan
,BP12_NODE_24_length_3444_cov_1_337647,3444,Linear,Clustered,90_0,Siphoviridae,nan,nan,nan
,BP50_NODE_32_length_3444_cov_0_635570,3444,Linear,Outlier,,nan,nan,nan,nan
,BeeP-49-2013_NODE_93_length_3440_cov_5_708594,3440,Linear,Clustered,171_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_368_length_3440_cov_4_057984,3440,Linear,Outlier,,nan,nan,nan,nan
,BeeP-17-2013_NODE_33_length_3435_cov_4_653961,3435,Linear,Singleton,,nan,nan,nan,nan
,BeeP-35-2013_NODE_201_length_3435_cov_5_214413,3435,Linear,Overlap (VC_263/VC_264),,nan,nan,nan,nan
,BP3_NODE_24_length_3434_cov_4_547540,3434,Linear,Clustered,133_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_369_length_3431_cov_19_720632,3431,Linear,Clustered,97_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_370_length_3429_cov_28_701372,3429,Linear,Overlap (VC_263/VC_264/VC_316),,nan,nan,nan,nan
,BeeP-37-2013_NODE_68_length_3424_cov_10_335524,3424,Linear,Overlap (VC_53/VC_297),,nan,nan,nan,nan
,BeeP-11-2013_NODE_371_length_3422_cov_5_897160,3422,Linear,Outlier,,nan,nan,nan,nan
,BeeP-35-2013_NODE_205_length_3420_cov_14_847143,3420,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_69_length_3419_cov_6_977259,3419,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_372_length_3417_cov_7_749701,3417,Linear,Clustered,590_0,Siphoviridae,nan,nan,nan
,BeeP-35-2013_NODE_208_length_3414_cov_10_340426,3414,Linear,Clustered,135_0,Mixed,nan,nan,nan
,BeeP-35-2013_NODE_207_length_3414_cov_11_315553,3414,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_373_length_3412_cov_25_335532,3412,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_374_length_3408_cov_19_187031,3408,Linear,Overlap (VC_584/VC_618),,nan,nan,nan,nan
,BeeP-16-2013_NODE_15_length_3408_cov_6_558691,3408,Linear,Singleton,,nan,nan,nan,nan
,BeeP-25-2013_NODE_77_length_3407_cov_18_130030,3407,Linear,Clustered,140_0,Myoviridae,Lactobacillus,Lactobacillus,nan
,BeeP-11-2013_NODE_375_length_3405_cov_6_807993,3405,Linear,Overlap (VC_263/VC_264),,nan,nan,nan,nan
,BeeP-11-2013_NODE_376_length_3404_cov_5_399158,3404,Linear,Clustered,19_0,Siphoviridae,nan,nan,nan
,BeeP-49-2013_NODE_95_length_3382_cov_15_788805,3382,Linear,Clustered,643_0,Myoviridae,nan,nan,nan
,BP26_NODE_11_length_3380_cov_0_599264,3380,Linear,Overlap (VC_239/VC_240),,nan,nan,nan,nan
,BP33_NODE_38_length_3377_cov_1_387899,3377,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_378_length_3374_cov_4_729451,3374,Linear,Outlier,,nan,nan,nan,nan
,BP33_NODE_39_length_3372_cov_2_232851,3372,Linear,Clustered,364_0,Mixed,nan,nan,nan
,BeeP-45-2013_NODE_20_length_3372_cov_2_558725,3372,Linear,Clustered,393_0,Myoviridae,nan,nan,nan
,BP35_NODE_20_length_3371_cov_1_262769,3371,Linear,Clustered,374_0,Siphoviridae,nan,nan,nan
,BP10_NODE_99_length_3369_cov_0_686884,3369,Linear,Clustered,203_0,Siphoviridae,nan,nan,nan
,BeeP-35-2013_NODE_212_length_3369_cov_15_016707,3369,Linear,Clustered,166_0,Mixed,nan,nan,nan
,BeeP-35-2013_NODE_213_length_3369_cov_7_354800,3369,Linear,Clustered,414_0,Mixed,nan,nan,nan
,BeeP-11-2013_NODE_379_length_3368_cov_16_934366,3368,Linear,Outlier,,nan,nan,nan,nan
,BeeP-49-2013_NODE_97_length_3368_cov_27_305074,3368,Linear,Overlap (VC_53/VC_297),,nan,nan,nan,nan
,BeeP-11-2013_NODE_380_length_3367_cov_5_658359,3367,Linear,Singleton,,nan,Lactobacillus,nan,nan
,BeeP-35-2013_NODE_214_length_3366_cov_8_666768,3366,Linear,Outlier,,nan,nan,nan,nan
,BP24_NODE_36_length_3361_cov_0_960185,3361,Linear,Outlier,,nan,nan,nan,nan
,BP26_NODE_12_length_3357_cov_1_053770,3357,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_381_length_3350_cov_6_611366,3350,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_382_length_3349_cov_4_409230,3349,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_383_length_3346_cov_9_103090,3346,Linear,Singleton,,nan,nan,nan,nan
,BP23_NODE_58_length_3344_cov_1_197021,3344,Linear,Outlier,,nan,nan,nan,nan
,BeeP-06-2013_NODE_29_length_3334_cov_6_877188,3334,Linear,Clustered,466_0,Siphoviridae,nan,nan,nan
,BP46_NODE_25_length_3331_cov_1_619626,3331,Linear,Clustered,288_0,Mixed,nan,nan,nan
,BeeP-44-2013_NODE_32_length_3327_cov_7_245231,3327,Linear,Clustered,51_0,Microviridae,nan,nan,nan
,BeeP-11-2013_NODE_387_length_3325_cov_6_106835,3325,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_388_length_3323_cov_14_558226,3323,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_389_length_3323_cov_4_689464,3323,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_390_length_3315_cov_6_923410,3315,Linear,Clustered,521_0,Siphoviridae,nan,nan,nan
,BeeP-25-2013_NODE_83_length_3313_cov_24_834054,3313,Linear,Singleton,,nan,nan,nan,nan
,BeeP-49-2013_NODE_99_length_3311_cov_12_618738,3311,Linear,Clustered,596_0,Myoviridae,nan,nan,nan
,BeeP-Q2-2013_NODE_7_length_3310_cov_12_857408,3310,Linear,Clustered,114_0,Siphoviridae,nan,nan,nan
,BP27_NODE_23_length_3308_cov_1_118921,3308,Linear,Outlier,,nan,nan,nan,nan
,BeeP-17-2013_NODE_35_length_3300_cov_4_300341,3300,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_393_length_3298_cov_7_620304,3298,Linear,Outlier,,nan,nan,nan,nan
,BP19_NODE_49_length_3289_cov_1_557765,3289,Linear,Outlier,,nan,nan,nan,nan
,BeeP-25-2013_NODE_85_length_3289_cov_10_380448,3289,Linear,Overlap (VC_310/VC_634),,nan,nan,nan,nan
,BeeP-35-2013_NODE_228_length_3288_cov_23_598567,3288,Linear,Clustered,278_0,Siphoviridae,nan,nan,nan
,BP10_NODE_101_length_3285_cov_0_725032,3285,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_394_length_3278_cov_4_594814,3278,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_395_length_3267_cov_9_063323,3267,Linear,Outlier,,nan,nan,nan,nan
,BeeP-38-2013_NODE_17_length_3265_cov_11_427854,3265,Linear,Overlap (VC_143/VC_196),,nan,nan,nan,nan
,BeeP-16-2013_NODE_20_length_3263_cov_201_920276,3263,Linear,Clustered,296_0,Podoviridae,nan,nan,nan
,BeeP-11-2013_NODE_396_length_3261_cov_100_646671,3261,Linear,Singleton,,nan,nan,nan,nan
,BP19_NODE_50_length_3257_cov_1_054528,3257,Linear,Clustered,247_0,Podoviridae,nan,nan,nan
,BP50_NODE_36_length_3256_cov_0_802552,3256,Linear,Clustered,140_0,Podoviridae,nan,nan,nan
,BeeP-16-2013_NODE_21_length_3256_cov_250_346650,3256,Linear,Clustered,629_0,Podoviridae,nan,nan,nan
,BeeP-11-2013_NODE_397_length_3255_cov_102_383260,3255,Linear,Clustered,139_0,Siphoviridae,nan,nan,nan
,BP23_NODE_62_length_3251_cov_1_364537,3251,Linear,Clustered,310_0,Mixed,nan,nan,nan
,BP35_NODE_25_length_3250_cov_0_930329,3250,Linear,Clustered,237_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_399_length_3249_cov_3_756936,3249,Linear,Clustered,19_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_400_length_3245_cov_6_169823,3245,Linear,Clustered,10_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_401_length_3244_cov_8_162614,3244,Linear,Clustered,325_0,Siphoviridae,nan,nan,nan
,BeeP-35-2013_NODE_233_length_3238_cov_8_467890,3238,Linear,Clustered,271_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_403_length_3235_cov_6_604813,3235,Linear,Clustered,81_0,Siphoviridae,nan,nan,nan
,BeeP-37-2013_NODE_75_length_3229_cov_5_874683,3229,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_405_length_3228_cov_11_833386,3228,Linear,Clustered,399_0,Siphoviridae,nan,nan,nan
,BP23_NODE_63_length_3228_cov_4_284519,3228,Linear,Singleton,,nan,nan,nan,nan
,BP24_NODE_40_length_3228_cov_1_202124,3228,Linear,Outlier,,nan,nan,nan,nan
,BeeP-35-2013_NODE_235_length_3227_cov_5_997460,3227,Linear,Outlier,,nan,nan,nan,nan
,BP23_NODE_64_length_3224_cov_2_525943,3224,Linear,Overlap (VC_154/VC_292),,nan,nan,nan,nan
,BeeP-37-2013_NODE_76_length_3220_cov_9_435253,3220,Linear,Clustered,616_0,Myoviridae,nan,nan,nan
,BP24_NODE_41_length_3208_cov_1_381276,3208,Linear,Clustered,330_0,Mixed,nan,Bifidobacterium,nan
,BeeP-25-2013_NODE_87_length_3208_cov_12_163845,3208,Linear,Clustered,644_0,Myoviridae,nan,nan,nan
,BeeP-06-2013_NODE_36_length_3207_cov_13_949201,3207,Linear,Clustered,250_0,Siphoviridae,nan,nan,nan
,BeeP-37-2013_NODE_77_length_3205_cov_9_038043,3205,Linear,Overlap (VC_263/VC_264),,nan,nan,nan,nan
,BeeP-05-2013_NODE_61_length_3203_cov_3_885157,3203,Linear,Singleton,,nan,nan,nan,nan
,BP33_NODE_42_length_3200_cov_1_336798,3200,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_408_length_3199_cov_11_207880,3199,Linear,Clustered,475_0,Siphoviridae,nan,nan,nan
,BP31_NODE_15_length_3196_cov_1_176585,3196,Linear,Singleton,,nan,nan,nan,nan
,BeeP-11-2013_NODE_409_length_3194_cov_7_043311,3194,Linear,Clustered,488_0,Siphoviridae,nan,nan,nan
,BeeP-35-2013_NODE_239_length_3193_cov_5_683890,3193,Linear,Singleton,,nan,nan,nan,nan
,BeeP-17-2013_NODE_38_length_3191_cov_6_321773,3191,Linear,Clustered,190_0,Podoviridae,nan,nan,nan
,BeeP-11-2013_NODE_411_length_3185_cov_8_533140,3185,Linear,Singleton,,nan,nan,nan,nan
,BeeP-16-2013_NODE_22_length_3184_cov_240_087222,3184,Linear,Clustered,194_0,Podoviridae,nan,nan,nan
,BeeP-11-2013_NODE_412_length_3178_cov_5_161561,3178,Linear,Clustered,11_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_414_length_3168_cov_8_823358,3168,Linear,Clustered,133_0,Siphoviridae,nan,nan,nan
,BeeP-11-2013_NODE_415_length_3167_cov_13_751133,3167,Linear,Singleton,,nan,nan,nan,nan
,BeeP-35-2013_NODE_243_length_3166_cov_15_324377,3166,Linear,Singleton,,nan,nan,nan,nan
,BP31_NODE_16_length_3164_cov_1_324022,3164,Linear,Overlap (VC_270/VC_310),,nan,nan,nan,nan
,BeeP-25-2013_NODE_89_length_3149_cov_14_927083,3149,Linear,Clustered,462_0,Myoviridae,nan,nan,nan
,BeeP-11-2013_NODE_418_length_3147_cov_11_443322,3147,Linear,Clustered,477_0,Siphoviridae,nan,nan,nan
,BP27_NODE_25_length_3136_cov_2_776783,3136,Linear,Outlier,,nan,nan,nan,nan
,BeeP-11-2013_NODE_420_length_3133_cov_14_612238,3133,Linear,Singleton,,nan,nan,nan,nan
,BeeP-37-2013_NODE_79_length_3129_cov_6_522936,3129,Linear,Clustered,171_0,Myoviridae,Bartonella,nan,nan
,BeeP-11-2013_NODE_422_length_3121_cov_15_401774,3121,Linear,Clustered,222_0,Siphoviridae,nan,nan,nan
