,Major capsid,Minor capsid,Baseplate,Major tail,Minor tail,Portal,Tail fiber,Tail shaft,Collar,HTJ,Other,Confidence
contig_2795_phanotate_2_geneCall,0.00,0.02,0.00,0.00,0.03,0.01,0.00,0.00,0.00,0.00,9.93,1.00
contig_2795_phanotate_3_geneCall,0.00,0.03,0.00,0.01,0.00,0.11,0.09,0.00,0.03,1.07,8.65,1.00
contig_2795_phanotate_4_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2795_phanotate_5_geneCall,0.77,0.30,0.15,0.25,0.42,5.58,0.38,0.07,0.71,0.30,1.06,0.95
contig_2795_phanotate_6_geneCall,0.45,0.46,0.23,0.34,0.42,3.34,0.56,0.16,1.19,0.54,2.32,0.85
contig_2795_phanotate_7_geneCall,0.06,0.40,0.10,0.16,0.14,2.51,0.24,0.07,0.35,0.15,5.83,0.98
contig_2795_phanotate_8_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2795_phanotate_9_geneCall,0.40,0.84,1.21,0.15,0.17,2.90,0.91,0.11,0.29,1.39,1.64,0.83
contig_2795_phanotate_10_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.83,6.17,0.98
contig_2795_phanotate_11_geneCall,5.20,0.48,0.13,0.38,0.17,0.72,0.48,0.17,0.18,0.40,1.69,0.93
contig_2795_phanotate_12_geneCall,0.47,0.45,0.55,0.76,0.55,0.26,3.82,0.76,1.00,0.41,0.97,0.54
contig_2795_phanotate_13_geneCall,4.83,0.53,0.42,0.16,0.47,0.45,0.55,0.35,0.21,0.52,1.52,0.92
contig_2795_phanotate_14_geneCall,0.95,0.95,0.18,0.27,0.13,2.06,0.22,0.11,0.17,3.21,1.75,0.62
contig_2795_phanotate_15_geneCall,0.92,2.03,0.40,0.08,0.40,2.34,0.24,0.07,0.23,2.17,1.11,0.82
contig_2796_phanotate_1_geneCall,5.01,0.67,0.09,0.07,0.14,0.37,0.34,0.10,0.12,0.06,3.00,0.93
contig_2796_phanotate_2_geneCall,0.49,0.60,0.11,0.37,0.09,1.44,0.16,0.12,0.10,0.77,5.75,0.98
contig_2796_phanotate_3_geneCall,0.01,0.02,0.06,0.00,0.04,0.02,0.01,0.00,0.00,0.26,9.59,1.00
contig_2796_phanotate_4_geneCall,0.01,0.36,0.00,0.01,0.01,0.02,0.01,0.00,0.01,0.01,9.56,1.00
contig_2796_phanotate_5_geneCall,0.00,0.05,0.00,0.00,0.01,0.06,0.01,0.03,0.02,0.07,9.75,1.00
contig_2796_phanotate_6_geneCall,9.98,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
contig_2796_phanotate_7_geneCall,0.02,0.05,0.01,0.02,0.00,0.00,0.01,0.01,0.02,0.03,9.82,1.00
contig_2796_phanotate_8_geneCall,0.15,0.31,0.11,0.08,0.13,0.06,0.16,0.04,0.14,0.41,8.40,0.99
contig_2796_phanotate_9_geneCall,0.00,0.05,0.00,0.00,0.04,0.01,0.00,0.00,0.00,8.83,1.05,0.95
contig_2796_phanotate_10_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2796_phanotate_11_geneCall,0.01,0.32,0.02,0.03,0.04,0.04,0.14,0.04,0.01,0.09,9.28,1.00
contig_2796_phanotate_12_geneCall,1.63,0.73,0.08,0.36,0.13,0.13,0.17,0.07,0.20,0.14,6.34,0.98
contig_2796_phanotate_13_geneCall,1.66,1.03,0.78,0.36,0.38,0.31,0.82,0.24,0.35,0.67,3.41,0.97
contig_2796_phanotate_14_geneCall,0.02,0.16,0.02,0.03,0.10,0.02,0.09,0.01,0.01,0.15,9.40,1.00
contig_2796_phanotate_15_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,9.97,1.00
contig_2796_phanotate_16_geneCall,0.11,0.75,0.16,0.10,0.18,1.86,0.35,0.10,0.38,0.79,5.23,0.98
contig_2796_phanotate_17_geneCall,0.30,0.57,0.14,1.04,0.48,0.20,0.38,0.07,0.18,0.96,5.69,0.98
contig_2796_phanotate_18_geneCall,1.66,1.03,0.78,0.36,0.38,0.31,0.82,0.24,0.35,0.67,3.41,0.97
contig_2796_phanotate_19_geneCall,1.63,0.73,0.08,0.36,0.13,0.13,0.17,0.07,0.20,0.14,6.34,0.98
contig_2796_phanotate_20_geneCall,0.01,0.32,0.02,0.03,0.04,0.04,0.14,0.04,0.01,0.09,9.28,1.00
contig_2796_phanotate_21_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2796_phanotate_22_geneCall,0.23,0.27,0.10,0.22,0.12,0.11,0.11,0.09,0.12,4.47,4.15,0.69
contig_2796_phanotate_23_geneCall,0.05,0.07,0.06,0.05,0.07,0.14,0.10,0.05,0.09,0.06,9.26,1.00
contig_2796_phanotate_24_geneCall,0.02,0.09,0.02,0.03,0.02,0.01,0.04,0.02,0.03,0.04,9.67,1.00
contig_2796_phanotate_25_geneCall,0.37,0.39,0.14,0.17,0.12,0.15,0.17,0.11,0.14,4.02,4.22,0.97
contig_2796_phanotate_26_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2796_phanotate_27_geneCall,0.01,0.32,0.02,0.03,0.04,0.04,0.14,0.04,0.01,0.09,9.28,1.00
contig_2796_phanotate_28_geneCall,1.63,0.73,0.08,0.36,0.13,0.13,0.17,0.07,0.20,0.14,6.34,0.98
contig_2796_phanotate_29_geneCall,1.66,1.03,0.78,0.36,0.38,0.31,0.82,0.24,0.35,0.67,3.41,0.97
contig_2796_phanotate_30_geneCall,0.56,1.77,0.27,3.06,0.52,0.26,0.66,0.07,0.62,0.43,1.77,0.65
contig_2796_phanotate_31_geneCall,0.22,0.93,0.38,0.10,0.20,0.56,0.68,0.15,0.48,0.84,5.45,0.98
contig_2796_phanotate_32_geneCall,0.02,0.30,0.01,0.01,0.21,0.50,0.09,0.00,0.05,0.16,8.65,1.00
contig_2796_phanotate_33_geneCall,0.22,0.14,0.05,0.04,0.61,0.15,0.36,0.04,0.35,0.08,7.97,0.99
contig_2796_phanotate_34_geneCall,0.01,0.04,0.01,0.00,0.04,0.00,0.09,0.00,0.32,0.02,9.45,1.00
contig_2796_phanotate_35_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2796_phanotate_36_geneCall,0.01,0.17,0.09,0.01,0.05,0.06,0.25,0.03,0.06,2.42,6.85,0.98
contig_2796_phanotate_37_geneCall,0.10,0.60,0.06,0.01,0.17,0.09,0.76,0.03,0.10,0.65,7.42,0.99
contig_2796_phanotate_38_geneCall,0.00,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,0.00,8.87,1.00
contig_2796_phanotate_39_geneCall,0.24,0.51,2.97,0.10,0.22,0.60,1.58,0.08,0.25,0.70,2.76,0.77
contig_2796_phanotate_40_geneCall,0.03,0.43,0.05,0.03,0.04,0.18,0.11,0.03,0.08,0.24,8.77,1.00
contig_2796_phanotate_41_geneCall,6.50,1.45,0.17,0.06,0.20,0.30,0.17,0.07,0.10,0.08,0.89,0.96
contig_2796_phanotate_42_geneCall,0.97,0.59,0.75,0.25,0.25,1.98,0.76,0.05,1.15,0.22,3.04,0.96
contig_2796_phanotate_43_geneCall,0.09,0.14,0.14,0.12,0.24,0.39,0.28,0.07,0.25,0.32,7.97,0.99
contig_2796_phanotate_44_geneCall,0.08,0.33,0.40,0.20,1.30,1.76,1.57,0.13,0.34,0.21,3.68,0.97
contig_2801_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,9.98,1.00
contig_2801_phanotate_2_geneCall,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.58,1.00
contig_2801_phanotate_3_geneCall,0.74,0.83,0.30,0.23,0.79,0.28,0.59,0.21,0.33,0.33,5.37,0.98
contig_2801_phanotate_4_geneCall,0.22,1.69,0.19,0.10,0.45,3.24,0.27,0.13,0.13,0.12,3.46,0.97
contig_2801_phanotate_5_geneCall,0.28,0.50,0.44,0.31,0.99,0.97,1.42,0.23,0.94,0.52,3.41,0.97
contig_2801_phanotate_6_geneCall,0.36,2.41,1.83,0.11,0.10,0.25,0.29,0.20,0.17,1.26,3.01,0.96
contig_2801_phanotate_7_geneCall,0.00,0.02,0.01,0.01,0.02,0.02,0.07,0.01,0.01,0.07,9.76,1.00
contig_2810_phanotate_1_geneCall,0.12,1.56,0.62,0.18,0.35,1.08,0.76,0.18,0.22,0.43,4.50,0.98
contig_2810_phanotate_2_geneCall,0.07,0.25,0.08,0.07,0.11,1.72,0.26,0.07,0.35,0.13,6.90,0.99
contig_2810_phanotate_3_geneCall,0.02,0.39,0.02,0.25,0.44,0.74,0.05,0.01,0.01,0.04,8.01,0.99
contig_2810_phanotate_4_geneCall,0.01,0.10,0.01,0.02,0.01,0.63,0.07,0.01,0.27,0.33,8.53,0.99
contig_2810_phanotate_5_geneCall,0.21,0.80,0.33,0.21,0.43,3.78,0.94,0.11,0.34,0.24,2.60,0.87
contig_2810_phanotate_6_geneCall,0.27,0.93,0.68,0.11,0.14,2.24,0.24,0.17,0.27,1.14,3.81,0.97
contig_2810_phanotate_7_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.09,9.90,1.00
contig_2810_phanotate_8_geneCall,0.01,0.04,0.04,0.02,0.08,0.05,0.12,0.01,0.09,0.04,9.52,1.00
contig_2810_phanotate_9_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2810_phanotate_10_geneCall,0.00,0.50,0.03,0.01,0.08,0.11,0.04,0.01,0.02,0.22,8.98,1.00
contig_2810_phanotate_11_geneCall,1.52,2.61,0.78,0.27,0.30,0.32,0.48,0.31,0.14,1.99,1.27,0.08
contig_2810_phanotate_12_geneCall,0.21,1.02,0.25,0.95,0.15,0.33,0.29,0.13,0.66,0.17,5.85,0.98
contig_2815_phanotate_1_geneCall,0.02,0.53,0.02,0.16,0.02,0.00,0.02,0.00,0.01,0.00,9.20,1.00
contig_2815_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.00,0.00,0.00,9.96,1.00
contig_2815_phanotate_3_geneCall,0.03,0.14,0.07,0.02,0.15,0.07,0.10,0.03,0.07,0.82,8.50,0.99
contig_2815_phanotate_4_geneCall,0.00,0.04,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.01,9.90,1.00
contig_2815_phanotate_5_geneCall,0.03,0.11,0.04,0.01,0.02,0.03,0.12,0.04,0.40,0.07,9.11,1.00
contig_2815_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2815_phanotate_7_geneCall,0.00,1.40,0.02,0.01,0.01,0.07,0.06,0.00,0.01,0.07,8.34,0.99
contig_2815_phanotate_8_geneCall,0.00,0.02,0.00,0.00,0.04,0.06,0.22,0.01,0.33,0.01,9.31,1.00
contig_2815_phanotate_9_geneCall,0.02,0.10,0.02,0.01,0.03,2.70,0.06,0.02,0.06,0.48,6.51,0.98
contig_2815_phanotate_10_geneCall,0.04,5.06,0.08,0.02,0.08,0.11,0.53,0.07,0.05,0.05,3.91,0.16
contig_2815_phanotate_11_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2815_phanotate_12_geneCall,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.00,0.01,0.00,9.95,1.00
contig_2815_phanotate_13_geneCall,0.06,2.10,0.80,0.11,0.24,0.11,0.46,0.10,0.14,0.70,5.17,0.98
contig_2815_phanotate_14_geneCall,0.30,2.43,0.37,0.30,0.20,0.33,0.53,0.25,0.28,0.53,4.49,0.98
contig_2829_phanotate_1_geneCall,0.04,3.38,0.08,0.04,0.22,0.16,0.29,0.03,0.04,0.49,5.23,0.98
contig_2829_phanotate_2_geneCall,0.01,0.17,0.09,0.17,0.09,0.05,0.28,0.03,0.06,0.16,8.90,1.00
contig_2829_phanotate_3_geneCall,0.27,1.72,0.06,0.05,0.18,0.61,0.66,0.09,0.22,0.17,5.96,0.98
contig_2829_phanotate_4_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2829_phanotate_5_geneCall,0.03,0.55,0.01,0.05,0.03,0.03,0.03,0.02,0.01,0.04,9.20,1.00
contig_2833_phanotate_1_geneCall,0.07,0.72,0.01,0.05,0.03,0.43,0.08,0.03,0.08,0.30,8.20,0.99
contig_2833_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2833_phanotate_3_geneCall,0.56,4.72,0.19,0.19,0.22,0.78,0.36,0.16,0.29,0.29,2.24,0.14
contig_2833_phanotate_4_geneCall,0.15,0.76,0.20,0.15,0.42,0.75,0.35,0.37,0.66,1.50,4.70,0.98
contig_2833_phanotate_5_geneCall,0.36,1.82,0.52,0.41,0.44,0.60,0.72,0.25,0.38,0.49,4.02,0.97
contig_2833_phanotate_6_geneCall,0.00,0.27,0.01,0.00,0.02,0.36,0.03,0.00,0.04,0.51,8.75,1.00
contig_2833_phanotate_7_geneCall,0.14,0.36,1.18,0.61,1.74,0.30,4.08,0.44,0.42,0.18,0.56,0.56
contig_2833_phanotate_8_geneCall,0.41,0.87,1.93,0.57,1.29,0.35,1.27,0.72,0.32,0.75,1.51,0.70
contig_2833_phanotate_9_geneCall,0.07,0.14,2.67,0.09,0.58,0.12,0.99,0.60,0.17,0.56,4.01,0.97
contig_2833_phanotate_10_geneCall,0.59,0.36,0.04,0.03,0.06,0.18,0.32,0.02,0.17,0.60,7.63,0.99
contig_2833_phanotate_11_geneCall,0.12,0.55,0.05,0.22,0.16,0.10,0.77,0.03,1.49,0.26,6.25,0.98
contig_2835_phanotate_1_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2835_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,9.98,1.00
contig_2835_phanotate_3_geneCall,0.00,0.06,0.02,0.01,0.01,0.06,0.17,0.00,0.09,1.53,8.05,0.99
contig_2835_phanotate_4_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2835_phanotate_5_geneCall,0.01,0.09,0.22,0.00,0.05,0.01,0.09,0.01,0.01,4.05,5.46,0.98
contig_2835_phanotate_6_geneCall,0.01,8.80,0.01,0.01,0.03,0.33,0.07,0.01,0.01,0.07,0.65,0.38
contig_2835_phanotate_7_geneCall,0.01,7.97,0.02,0.00,0.04,0.02,0.01,0.00,0.00,0.03,1.88,0.28
contig_2835_phanotate_8_geneCall,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,9.97,1.00
contig_2835_phanotate_9_geneCall,0.01,8.80,0.01,0.01,0.03,0.33,0.07,0.01,0.01,0.07,0.65,0.38
contig_2835_phanotate_10_geneCall,0.01,0.09,0.22,0.00,0.05,0.01,0.09,0.01,0.01,4.05,5.46,0.98
contig_2835_phanotate_11_geneCall,0.11,0.28,0.13,0.09,0.10,0.14,1.42,0.02,2.03,0.05,5.63,0.98
contig_2835_phanotate_12_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.51,9.46,1.00
contig_2835_phanotate_13_geneCall,0.42,0.93,0.18,1.31,0.04,0.05,0.55,0.03,0.11,0.14,6.25,0.98
contig_2835_phanotate_14_geneCall,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,9.98,1.00
contig_2835_phanotate_15_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2835_phanotate_16_geneCall,0.00,0.06,0.01,0.00,0.08,0.26,0.02,0.01,0.03,0.05,9.47,1.00
contig_2835_phanotate_17_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2835_phanotate_18_geneCall,0.00,0.01,0.01,0.00,0.01,0.00,0.03,0.00,0.01,0.02,9.91,1.00
contig_2835_phanotate_19_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,9.81,1.00
contig_2835_phanotate_20_geneCall,0.22,0.32,0.14,0.07,0.11,0.26,1.11,0.02,2.02,0.13,5.58,0.98
contig_2835_phanotate_21_geneCall,0.01,0.09,0.22,0.00,0.05,0.01,0.09,0.01,0.01,4.05,5.46,0.98
contig_2835_phanotate_22_geneCall,0.01,8.80,0.01,0.01,0.03,0.33,0.07,0.01,0.01,0.07,0.65,0.38
contig_2835_phanotate_23_geneCall,0.08,0.17,0.09,0.01,0.02,0.17,0.64,0.02,0.07,0.04,8.69,1.00
contig_2835_phanotate_24_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,9.98,1.00
contig_2835_phanotate_25_geneCall,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,9.97,1.00
contig_2835_phanotate_26_geneCall,0.01,7.97,0.02,0.00,0.04,0.02,0.01,0.00,0.00,0.03,1.88,0.28
contig_2835_phanotate_27_geneCall,0.01,8.80,0.01,0.01,0.03,0.33,0.07,0.01,0.01,0.07,0.65,0.38
contig_2835_phanotate_28_geneCall,0.01,0.09,0.22,0.00,0.05,0.01,0.09,0.01,0.01,4.05,5.46,0.98
contig_2835_phanotate_29_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,9.89,1.00
contig_2835_phanotate_30_geneCall,0.02,0.17,0.12,0.01,0.04,0.10,0.21,0.03,0.03,0.18,9.08,1.00
contig_2835_phanotate_31_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,9.98,1.00
contig_2842_phanotate_1_geneCall,0.19,0.45,1.02,1.01,0.21,0.27,3.53,0.15,0.46,1.79,0.92,0.50
contig_2842_phanotate_2_geneCall,0.11,0.38,0.48,0.37,2.09,0.93,1.86,0.16,0.77,0.49,2.36,0.96
contig_2842_phanotate_3_geneCall,0.14,0.30,0.30,0.09,0.21,0.14,7.27,0.13,1.03,0.10,0.30,0.85
contig_2842_phanotate_4_geneCall,0.01,0.08,0.20,0.09,0.12,0.09,8.60,0.07,0.31,0.03,0.39,0.93
contig_2844_phanotate_1_geneCall,0.57,1.63,1.00,0.05,0.22,0.86,0.34,0.05,0.06,0.40,4.82,0.98
contig_2844_phanotate_2_geneCall,0.80,0.85,1.16,0.46,0.40,1.87,0.95,0.14,0.28,1.00,2.09,0.96
contig_2844_phanotate_3_geneCall,0.01,0.04,0.01,0.01,0.01,0.01,0.06,0.01,0.03,0.01,9.81,1.00
contig_2844_phanotate_4_geneCall,0.54,0.91,0.44,0.24,0.45,3.45,0.85,0.21,0.29,0.67,1.97,0.86
contig_2844_phanotate_5_geneCall,0.31,0.81,0.47,0.10,0.24,0.32,0.35,0.08,0.06,0.93,6.32,0.98
contig_2844_phanotate_6_geneCall,0.17,1.18,0.07,0.04,0.07,3.27,0.68,0.14,0.52,0.43,3.43,0.97
contig_2844_phanotate_7_geneCall,0.00,0.02,0.01,0.00,0.02,2.77,0.83,0.00,0.11,0.01,6.23,0.98
contig_2844_phanotate_8_geneCall,0.00,0.02,0.00,0.00,0.01,0.01,0.02,0.00,0.01,0.04,9.88,1.00
contig_2844_phanotate_9_geneCall,0.13,0.58,0.02,0.03,0.05,0.24,0.22,0.14,0.98,0.16,7.45,0.99
contig_2847_phanotate_1_geneCall,0.24,0.84,0.20,0.29,0.37,0.86,0.61,0.17,0.30,0.70,5.42,0.98
contig_2847_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
contig_2847_phanotate_3_geneCall,0.05,0.09,0.03,0.01,0.03,2.50,0.19,0.00,0.20,0.11,6.79,0.98
contig_2847_phanotate_4_geneCall,0.01,0.06,0.03,0.01,0.08,0.10,0.12,0.12,0.05,0.06,9.34,1.00
contig_2847_phanotate_5_geneCall,0.04,0.21,0.07,0.02,0.07,0.33,0.22,0.06,0.35,0.10,8.54,0.99
contig_2847_phanotate_6_geneCall,0.65,0.93,0.14,0.23,0.18,0.35,0.28,0.21,0.20,0.92,5.90,0.98
contig_2847_phanotate_7_geneCall,0.43,0.93,0.30,0.22,0.45,1.08,0.94,0.43,0.50,0.48,4.24,0.97
contig_2847_phanotate_8_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2847_phanotate_9_geneCall,0.02,0.34,1.50,0.04,0.17,0.18,0.15,0.06,0.08,0.34,7.12,0.99
contig_2847_phanotate_10_geneCall,0.03,0.29,0.06,0.04,0.05,0.58,0.06,0.02,0.13,1.95,6.79,0.98
contig_2847_phanotate_11_geneCall,0.07,0.41,0.09,0.09,0.09,1.12,0.24,0.09,0.28,1.08,6.45,0.98
contig_2847_phanotate_12_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,9.98,1.00
contig_2847_phanotate_13_geneCall,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,9.80,1.00
contig_2847_phanotate_14_geneCall,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.00,0.00,0.00,9.92,1.00
contig_2847_phanotate_15_geneCall,0.39,0.64,0.68,0.42,0.48,0.88,0.49,0.23,0.23,1.44,4.12,0.97
contig_2847_phanotate_16_geneCall,0.08,0.22,0.08,0.04,0.08,0.10,0.11,0.09,0.52,5.31,3.36,0.76
contig_2847_phanotate_17_geneCall,0.02,0.68,0.06,0.04,0.11,0.11,0.19,0.03,0.08,0.32,8.36,0.99
contig_2847_phanotate_18_geneCall,0.40,1.08,0.30,0.22,0.39,0.95,0.97,0.36,0.55,0.51,4.27,0.97
contig_2847_phanotate_19_geneCall,0.28,0.32,0.02,0.01,0.07,0.38,0.12,0.19,0.09,2.20,6.31,0.98
contig_2847_phanotate_20_geneCall,0.00,0.07,0.00,0.00,0.01,0.00,0.04,0.00,0.01,0.02,9.84,1.00
contig_2847_phanotate_21_geneCall,0.02,0.17,0.04,0.02,0.03,0.15,0.25,0.02,2.53,0.05,6.74,0.98
contig_2847_phanotate_22_geneCall,0.09,0.96,0.26,0.12,0.23,0.22,0.23,0.08,0.09,0.20,7.52,0.99
contig_2847_phanotate_23_geneCall,0.56,0.64,0.31,0.30,0.62,0.49,0.57,0.28,0.92,0.69,4.61,0.98
contig_2847_phanotate_24_geneCall,0.06,0.21,0.17,0.05,0.11,0.16,0.69,0.06,0.15,0.12,8.23,0.99
contig_2847_phanotate_25_geneCall,0.07,1.10,0.14,0.17,0.26,0.41,0.28,0.08,0.14,0.26,7.09,0.99
contig_2847_phanotate_26_geneCall,0.03,0.28,0.01,0.00,0.03,0.03,0.32,0.00,0.69,0.01,8.59,1.00
contig_2847_phanotate_27_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2847_phanotate_28_geneCall,0.06,0.40,0.14,0.09,0.22,0.62,0.38,0.08,0.22,0.17,7.61,0.99
contig_2847_phanotate_29_geneCall,0.01,0.06,0.01,0.01,0.03,0.52,0.07,0.01,0.03,0.03,9.22,1.00
contig_2848_phanotate_1_geneCall,0.01,0.10,0.02,0.01,0.02,0.15,0.04,0.01,0.04,0.02,9.60,1.00
contig_2848_phanotate_2_geneCall,1.07,0.98,0.48,0.28,0.90,0.85,1.50,0.21,2.46,0.35,0.92,0.55
contig_2848_phanotate_3_geneCall,1.25,0.62,1.08,0.28,0.84,0.27,1.68,0.21,0.54,0.34,2.90,0.96
contig_2848_phanotate_4_geneCall,0.74,0.48,0.71,0.54,0.98,1.11,0.64,0.26,0.48,1.00,3.06,0.97
contig_2848_phanotate_5_geneCall,0.00,0.40,0.00,0.27,0.02,0.00,0.02,0.00,0.14,0.00,9.13,1.00
contig_2848_phanotate_6_geneCall,0.07,0.68,0.07,0.03,0.24,0.71,0.32,0.05,0.23,0.54,7.08,0.99
contig_2848_phanotate_7_geneCall,0.03,0.41,0.09,0.07,0.22,0.13,0.32,0.04,0.05,0.15,8.50,0.99
contig_2848_phanotate_8_geneCall,0.78,0.29,0.08,0.80,0.01,0.03,0.04,0.01,0.02,0.03,7.93,0.99
contig_2848_phanotate_9_geneCall,0.01,0.15,0.08,0.02,2.38,0.12,0.22,0.01,0.11,0.15,6.75,0.98
contig_2848_phanotate_10_geneCall,0.05,0.51,0.15,0.05,0.13,0.59,0.23,0.04,0.13,0.07,8.04,0.99
contig_2848_phanotate_11_geneCall,1.07,0.98,0.48,0.28,0.90,0.85,1.50,0.21,2.46,0.35,0.92,0.55
contig_2848_phanotate_12_geneCall,1.25,0.62,1.08,0.28,0.84,0.27,1.68,0.21,0.54,0.34,2.90,0.96
contig_2848_phanotate_13_geneCall,0.74,0.48,0.71,0.54,0.98,1.11,0.64,0.26,0.48,1.00,3.06,0.97
contig_2848_phanotate_14_geneCall,0.00,0.40,0.00,0.27,0.02,0.00,0.02,0.00,0.14,0.00,9.13,1.00
contig_2848_phanotate_15_geneCall,0.07,0.68,0.07,0.03,0.24,0.71,0.32,0.05,0.23,0.54,7.08,0.99
contig_2848_phanotate_16_geneCall,0.03,0.41,0.09,0.07,0.22,0.13,0.32,0.04,0.05,0.15,8.50,0.99
contig_2848_phanotate_17_geneCall,0.70,0.57,0.04,0.12,0.09,0.03,0.07,0.03,0.07,0.02,8.26,0.99
contig_2848_phanotate_18_geneCall,0.00,0.20,0.02,0.01,0.10,0.06,0.06,0.01,0.04,0.03,9.49,1.00
contig_2856_phanotate_1_geneCall,2.17,3.67,0.48,0.14,0.36,0.80,0.65,0.10,0.22,0.19,1.21,0.11
contig_2856_phanotate_2_geneCall,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,9.97,1.00
contig_2856_phanotate_3_geneCall,0.03,0.07,0.04,0.20,2.02,0.04,0.28,0.02,0.04,0.64,6.64,0.98
contig_2856_phanotate_4_geneCall,0.15,0.30,0.06,0.21,0.40,1.35,0.88,0.07,0.68,1.36,4.55,0.98
contig_2856_phanotate_5_geneCall,0.14,0.44,1.31,5.19,0.23,0.25,0.39,0.23,0.25,0.62,0.95,0.83
contig_2856_phanotate_6_geneCall,0.21,0.36,0.06,0.07,0.08,4.38,0.15,0.01,0.11,0.38,4.18,0.90
contig_2856_phanotate_7_geneCall,0.76,1.76,0.02,0.12,0.08,0.07,0.09,0.05,0.13,0.27,6.66,0.98
contig_2856_phanotate_8_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,9.98,1.00
contig_2856_phanotate_9_geneCall,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
contig_2856_phanotate_10_geneCall,0.76,1.76,0.02,0.12,0.08,0.07,0.09,0.05,0.13,0.27,6.66,0.98
contig_2856_phanotate_11_geneCall,0.21,0.36,0.06,0.07,0.08,4.38,0.15,0.01,0.11,0.38,4.18,0.90
contig_2856_phanotate_12_geneCall,0.14,0.44,1.31,5.19,0.23,0.25,0.39,0.23,0.25,0.62,0.95,0.83
contig_2856_phanotate_13_geneCall,0.15,0.30,0.06,0.21,0.40,1.35,0.88,0.07,0.68,1.36,4.55,0.98
