,Major capsid,Minor capsid,Baseplate,Major tail,Minor tail,Portal,Tail fiber,Tail shaft,Collar,HTJ,Other,Confidence
circular_pair_3535_phanotate_40_geneCall,0.01,0.06,0.01,0.00,0.02,0.06,0.01,0.02,0.01,0.02,9.77,1.00
circular_pair_3535_phanotate_41_geneCall,0.17,0.71,0.78,0.13,0.41,0.42,0.47,0.55,0.35,3.60,2.40,0.64
circular_pair_3535_phanotate_42_geneCall,0.04,0.07,0.55,0.06,0.24,0.38,0.38,0.05,1.08,1.21,5.96,0.98
circular_pair_3535_phanotate_43_geneCall,0.01,0.11,0.03,0.01,0.04,0.03,0.05,0.01,0.01,0.07,9.64,1.00
circular_pair_3535_phanotate_44_geneCall,0.17,0.71,0.78,0.13,0.41,0.42,0.47,0.55,0.35,3.60,2.40,0.64
circular_pair_3535_phanotate_45_geneCall,0.01,0.06,0.01,0.00,0.02,0.07,0.02,0.02,0.02,0.03,9.75,1.00
circular_pair_3535_phanotate_46_geneCall,0.01,0.06,0.01,0.00,0.02,0.06,0.01,0.02,0.01,0.02,9.77,1.00
circular_pair_3535_phanotate_47_geneCall,0.17,0.71,0.78,0.13,0.41,0.42,0.47,0.55,0.35,3.60,2.40,0.64
circular_pair_3535_phanotate_48_geneCall,0.01,0.11,0.03,0.01,0.04,0.03,0.05,0.01,0.01,0.07,9.64,1.00
circular_pair_3535_phanotate_49_geneCall,0.00,0.02,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,9.96,1.00
circular_pair_3535_phanotate_50_geneCall,0.17,0.71,0.78,0.13,0.41,0.42,0.47,0.55,0.35,3.60,2.40,0.64
circular_pair_3535_phanotate_51_geneCall,0.01,0.06,0.01,0.00,0.02,0.07,0.02,0.02,0.02,0.03,9.75,1.00
circular_pair_3549_phanotate_1_geneCall,0.00,0.07,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.01,9.89,1.00
circular_pair_3549_phanotate_2_geneCall,0.04,0.10,0.02,0.02,0.02,0.03,0.09,0.02,0.24,0.14,9.27,1.00
circular_pair_3549_phanotate_3_geneCall,0.00,0.06,0.02,0.00,0.00,0.01,0.02,0.00,0.00,0.01,9.87,1.00
circular_pair_3549_phanotate_4_geneCall,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.00,9.97,1.00
circular_pair_3549_phanotate_5_geneCall,0.09,0.54,0.09,0.15,0.10,1.28,0.21,0.09,0.20,0.57,6.66,0.98
circular_pair_3549_phanotate_6_geneCall,0.32,1.03,2.04,0.21,0.36,0.50,0.95,0.17,0.52,2.46,1.43,0.57
circular_pair_3549_phanotate_7_geneCall,0.03,0.44,0.04,0.04,0.01,0.05,0.08,0.01,0.03,0.02,9.24,1.00
circular_pair_3549_phanotate_8_geneCall,0.04,0.39,0.05,0.03,0.12,0.27,0.39,0.05,0.16,0.09,8.41,0.99
circular_pair_3549_phanotate_9_geneCall,0.02,0.20,0.04,0.01,0.03,0.03,0.10,0.01,0.06,0.85,8.65,1.00
circular_pair_3549_phanotate_10_geneCall,0.18,0.97,0.19,0.16,0.27,0.43,0.47,0.20,0.23,0.23,6.68,0.98
circular_pair_3549_phanotate_11_geneCall,0.06,0.39,0.10,0.12,0.08,0.21,0.21,0.11,0.30,0.28,8.15,0.99
circular_pair_3549_phanotate_12_geneCall,0.00,0.07,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.01,9.89,1.00
circular_pair_3549_phanotate_13_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3549_phanotate_14_geneCall,0.32,1.03,2.04,0.21,0.36,0.50,0.95,0.17,0.52,2.46,1.43,0.57
circular_pair_3549_phanotate_15_geneCall,0.03,0.44,0.04,0.04,0.01,0.05,0.08,0.01,0.03,0.02,9.24,1.00
circular_pair_3549_phanotate_16_geneCall,0.38,0.30,0.22,2.65,0.22,0.31,0.20,0.06,0.30,0.94,4.42,0.98
circular_pair_3549_phanotate_17_geneCall,0.14,0.12,0.28,0.07,0.42,0.11,0.31,0.30,0.11,0.22,7.92,0.99
circular_pair_3549_phanotate_18_geneCall,1.88,0.16,0.15,0.07,0.02,0.57,0.06,0.05,0.06,0.94,6.05,0.98
circular_pair_3549_phanotate_19_geneCall,0.39,0.88,0.11,0.05,0.03,0.13,0.08,0.01,0.09,0.53,7.70,0.99
circular_pair_3549_phanotate_20_geneCall,0.00,0.01,0.00,0.13,0.01,0.03,0.02,0.00,0.03,0.13,9.63,1.00
circular_pair_3549_phanotate_21_geneCall,0.03,0.44,0.04,0.04,0.01,0.05,0.08,0.01,0.03,0.02,9.24,1.00
circular_pair_3549_phanotate_22_geneCall,0.32,1.03,2.04,0.21,0.36,0.50,0.95,0.17,0.52,2.46,1.43,0.57
circular_pair_3549_phanotate_23_geneCall,0.09,0.54,0.09,0.15,0.10,1.28,0.21,0.09,0.20,0.57,6.66,0.98
circular_pair_3551_phanotate_1_geneCall,0.43,0.97,0.21,0.38,0.48,0.46,0.92,0.27,0.71,0.50,4.67,0.98
circular_pair_3551_phanotate_2_geneCall,0.15,0.72,1.22,0.10,0.16,0.23,0.19,0.10,0.06,0.31,6.77,0.98
circular_pair_3551_phanotate_3_geneCall,0.01,0.02,0.04,0.05,0.01,0.01,0.01,0.02,0.03,0.50,9.31,1.00
circular_pair_3551_phanotate_4_geneCall,0.00,0.67,0.02,0.00,0.16,0.32,0.01,0.00,0.00,0.03,8.78,1.00
circular_pair_3551_phanotate_5_geneCall,0.06,0.23,0.71,0.21,0.16,0.74,0.25,0.08,0.31,0.35,6.90,0.99
circular_pair_3551_phanotate_6_geneCall,0.46,0.88,0.18,0.45,0.47,0.43,0.95,0.25,0.89,0.46,4.57,0.98
circular_pair_3551_phanotate_7_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3596_phanotate_1_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_2_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_3_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_4_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_5_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_6_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_7_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_8_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_9_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_10_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_11_geneCall,0.01,0.04,0.04,0.00,0.01,0.01,0.39,0.00,0.02,0.51,8.97,1.00
circular_pair_3596_phanotate_12_geneCall,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.01,9.94,1.00
circular_pair_3596_phanotate_13_geneCall,0.17,0.12,0.12,0.02,0.14,0.62,0.10,0.05,0.20,0.11,8.37,0.99
circular_pair_3596_phanotate_14_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_15_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_16_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_17_geneCall,0.00,0.02,0.04,0.00,0.02,0.05,0.06,0.01,0.02,0.09,9.69,1.00
circular_pair_3596_phanotate_18_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3596_phanotate_19_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3596_phanotate_20_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3596_phanotate_21_geneCall,0.01,0.05,0.04,0.02,0.10,0.04,0.05,0.02,0.07,0.11,9.50,1.00
circular_pair_3596_phanotate_22_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.06,0.00,9.91,1.00
circular_pair_3596_phanotate_23_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3596_phanotate_24_geneCall,0.00,0.17,0.02,0.00,0.02,0.00,0.02,0.00,0.00,0.01,9.75,1.00
circular_pair_3596_phanotate_25_geneCall,0.03,0.09,0.44,0.03,0.20,0.22,0.46,0.15,0.11,0.15,8.12,0.99
circular_pair_3596_phanotate_26_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3596_phanotate_27_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3596_phanotate_28_geneCall,0.00,0.01,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.01,9.91,1.00
circular_pair_3596_phanotate_29_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3596_phanotate_30_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_3596_phanotate_31_geneCall,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.00,0.00,9.97,1.00
circular_pair_3596_phanotate_32_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_3596_phanotate_33_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,9.99,1.00
circular_pair_3596_phanotate_34_geneCall,0.00,0.00,0.00,0.03,0.15,0.00,0.00,0.00,0.00,0.00,9.81,1.00
circular_pair_3596_phanotate_35_geneCall,0.00,0.00,0.00,0.27,0.05,0.00,0.00,0.00,0.06,0.00,9.61,1.00
circular_pair_3596_phanotate_36_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3596_phanotate_37_geneCall,0.02,0.04,0.01,0.00,0.01,0.03,0.01,0.00,0.06,0.08,9.74,1.00
circular_pair_3596_phanotate_38_geneCall,0.00,0.01,0.01,0.01,0.00,0.00,0.05,0.00,0.01,0.00,9.89,1.00
circular_pair_3596_phanotate_39_geneCall,0.07,0.11,0.07,0.00,0.04,0.45,0.09,0.02,0.10,0.03,9.01,1.00
circular_pair_3596_phanotate_40_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_41_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_42_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_43_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_44_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_45_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_46_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.01,0.01,9.94,1.00
circular_pair_3596_phanotate_47_geneCall,0.00,0.01,0.00,0.00,0.00,0.04,0.02,0.00,0.02,0.02,9.89,1.00
circular_pair_3596_phanotate_48_geneCall,0.16,0.12,0.10,0.02,0.10,0.61,0.09,0.04,0.17,0.19,8.40,0.99
circular_pair_3596_phanotate_49_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_50_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_51_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_52_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_53_geneCall,0.12,0.06,0.09,0.01,0.06,0.38,0.04,0.04,0.11,0.11,8.99,1.00
circular_pair_3596_phanotate_54_geneCall,0.03,0.02,0.00,0.00,0.01,0.19,0.00,0.00,0.00,0.05,9.69,1.00
circular_pair_3658_phanotate_1_geneCall,0.53,0.09,4.13,0.05,0.33,0.05,0.02,0.03,0.00,1.14,3.62,0.82
circular_pair_3658_phanotate_2_geneCall,0.00,0.04,0.00,0.00,0.00,0.00,0.01,0.03,0.00,0.72,9.19,1.00
circular_pair_3658_phanotate_3_geneCall,0.01,0.04,0.04,0.00,2.39,0.04,0.17,0.03,0.00,0.04,7.24,0.99
circular_pair_3658_phanotate_4_geneCall,0.00,0.09,0.00,0.00,0.05,0.00,0.02,0.00,0.01,0.05,9.77,1.00
circular_pair_3658_phanotate_5_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3658_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_3658_phanotate_7_geneCall,0.09,0.44,0.68,0.92,0.37,1.20,1.14,0.48,0.26,0.16,4.24,0.97
circular_pair_3658_phanotate_8_geneCall,0.12,0.27,0.04,0.03,0.33,0.13,0.65,0.06,0.87,0.05,7.44,0.99
circular_pair_3658_phanotate_9_geneCall,0.00,0.03,0.01,0.00,0.03,0.01,0.01,0.00,0.00,0.51,9.39,1.00
circular_pair_3658_phanotate_10_geneCall,0.06,0.40,0.08,0.04,0.08,0.19,0.88,0.08,1.15,0.25,6.80,0.98
circular_pair_3658_phanotate_11_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3658_phanotate_12_geneCall,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,1.26,8.72,1.00
circular_pair_3658_phanotate_13_geneCall,0.01,0.25,0.17,0.02,0.05,0.25,0.37,0.02,0.26,1.20,7.39,0.99
circular_pair_3658_phanotate_14_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_3658_phanotate_15_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_3658_phanotate_16_geneCall,0.01,0.26,0.05,0.02,0.04,0.07,0.08,0.03,0.06,0.32,9.04,1.00
circular_pair_3658_phanotate_17_geneCall,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.11,0.00,9.88,1.00
circular_pair_3658_phanotate_18_geneCall,0.07,0.56,0.10,0.07,0.06,0.17,0.12,0.04,0.09,0.50,8.23,0.99
circular_pair_3658_phanotate_19_geneCall,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.87,1.00
circular_pair_3658_phanotate_20_geneCall,0.00,0.03,0.14,0.00,0.00,0.11,0.01,0.00,0.01,0.05,9.65,1.00
circular_pair_3658_phanotate_21_geneCall,0.00,0.03,0.00,0.01,0.04,0.02,0.02,0.00,0.03,0.02,9.84,1.00
circular_pair_3658_phanotate_22_geneCall,0.01,0.05,0.01,0.01,0.08,0.07,0.05,0.01,0.18,0.03,9.51,1.00
circular_pair_3658_phanotate_23_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3658_phanotate_24_geneCall,0.00,0.15,0.08,0.16,0.09,0.59,0.10,0.02,0.04,3.36,5.41,0.98
circular_pair_3658_phanotate_25_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3658_phanotate_26_geneCall,0.08,0.04,0.36,1.35,0.97,0.02,0.05,0.09,0.04,2.01,4.99,0.98
circular_pair_3658_phanotate_27_geneCall,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.72,1.00
circular_pair_3658_phanotate_28_geneCall,0.01,0.08,0.04,0.00,0.02,0.60,0.56,0.01,0.02,0.03,8.62,1.00
circular_pair_3658_phanotate_29_geneCall,0.01,0.11,0.04,0.02,0.12,0.04,0.12,0.06,0.63,0.10,8.76,1.00
circular_pair_3658_phanotate_30_geneCall,0.01,0.07,0.01,0.01,0.14,0.02,0.11,0.01,0.07,0.05,9.50,1.00
circular_pair_3658_phanotate_31_geneCall,0.01,0.17,0.05,0.01,0.06,0.11,0.08,0.01,0.06,0.03,9.40,1.00
circular_pair_3658_phanotate_32_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.98,1.00
circular_pair_3658_phanotate_33_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3658_phanotate_34_geneCall,0.03,0.20,0.04,0.03,0.12,0.30,0.18,0.33,0.14,0.24,8.39,0.99
circular_pair_3658_phanotate_35_geneCall,0.00,0.02,0.01,0.00,0.02,0.01,0.01,0.00,0.03,7.95,1.95,0.91
circular_pair_3658_phanotate_36_geneCall,0.01,0.12,0.10,0.01,0.12,0.30,0.11,0.01,0.04,0.08,9.09,1.00
circular_pair_3658_phanotate_37_geneCall,0.24,0.56,0.24,0.04,0.09,0.08,0.20,0.09,0.09,1.71,6.66,0.98
circular_pair_3658_phanotate_38_geneCall,0.00,0.02,0.00,0.00,0.01,0.51,0.02,0.00,0.01,0.04,9.38,1.00
circular_pair_3658_phanotate_39_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3658_phanotate_40_geneCall,0.00,0.05,0.00,0.00,0.01,0.04,0.08,0.05,0.42,0.00,9.33,1.00
circular_pair_3658_phanotate_41_geneCall,0.00,0.05,0.01,0.01,0.03,0.02,0.04,0.00,0.01,0.32,9.51,1.00
circular_pair_3658_phanotate_42_geneCall,0.02,0.05,0.05,0.01,0.05,0.05,0.04,0.02,0.02,0.06,9.63,1.00
circular_pair_3658_phanotate_43_geneCall,0.00,0.03,0.01,0.00,0.01,1.41,0.04,0.01,0.15,0.02,8.32,0.99
circular_pair_3658_phanotate_44_geneCall,0.06,2.85,0.76,0.01,0.04,0.10,0.10,0.01,0.17,0.74,5.17,0.98
circular_pair_3658_phanotate_45_geneCall,0.00,0.01,0.00,0.00,0.01,0.03,0.01,0.00,0.00,0.01,9.94,1.00
circular_pair_3658_phanotate_46_geneCall,0.00,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.01,0.01,9.94,1.00
circular_pair_3658_phanotate_47_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3658_phanotate_48_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3719_phanotate_1_geneCall,0.00,0.02,0.00,0.00,0.00,0.35,0.01,0.00,0.01,0.06,9.55,1.00
circular_pair_3719_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3719_phanotate_3_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3719_phanotate_4_geneCall,0.00,0.03,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.04,9.90,1.00
circular_pair_3719_phanotate_5_geneCall,0.01,0.06,0.01,0.01,0.04,0.73,0.04,0.01,0.06,0.16,8.87,1.00
circular_pair_3719_phanotate_6_geneCall,0.05,3.65,0.04,0.02,0.05,0.24,0.14,0.03,0.06,0.30,5.42,0.98
circular_pair_3719_phanotate_7_geneCall,0.04,0.13,0.02,0.02,0.11,0.07,0.10,0.03,0.17,0.09,9.21,1.00
circular_pair_3719_phanotate_8_geneCall,0.04,0.59,0.05,0.10,0.23,0.24,0.17,0.03,0.04,1.40,7.12,0.99
circular_pair_3719_phanotate_9_geneCall,0.00,0.04,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.34,9.59,1.00
circular_pair_3719_phanotate_10_geneCall,0.00,0.19,0.04,0.01,0.03,0.09,0.15,0.04,0.03,0.05,9.36,1.00
circular_pair_3719_phanotate_11_geneCall,0.13,0.36,0.09,0.25,0.41,0.77,0.49,0.14,0.29,0.56,6.51,0.98
circular_pair_3719_phanotate_12_geneCall,0.00,5.33,0.00,0.00,0.01,0.01,0.04,0.00,0.00,0.05,4.54,0.17
circular_pair_3719_phanotate_13_geneCall,0.01,0.06,0.01,0.01,0.04,0.73,0.04,0.01,0.06,0.16,8.87,1.00
circular_pair_3719_phanotate_14_geneCall,0.00,0.03,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.04,9.90,1.00
circular_pair_3719_phanotate_15_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3719_phanotate_16_geneCall,0.00,0.01,0.04,0.00,0.01,0.00,0.00,0.00,0.00,0.05,9.89,1.00
circular_pair_3719_phanotate_17_geneCall,0.14,0.02,0.02,0.01,0.04,0.02,0.14,0.01,0.13,0.73,8.76,1.00
circular_pair_3719_phanotate_18_geneCall,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_3719_phanotate_19_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99,1.00
circular_pair_3719_phanotate_20_geneCall,0.01,0.06,0.01,0.01,0.04,0.73,0.04,0.01,0.06,0.16,8.87,1.00
circular_pair_3719_phanotate_21_geneCall,0.02,4.57,0.01,0.00,0.02,0.07,0.08,0.00,0.02,0.22,5.00,0.98
circular_pair_3730_phanotate_1_geneCall,0.02,0.08,0.04,0.02,0.02,0.03,0.08,0.02,0.05,1.34,8.30,0.99
circular_pair_3730_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_3730_phanotate_3_geneCall,0.04,1.10,0.26,0.06,0.06,0.40,0.48,0.03,0.35,0.23,7.00,0.99
circular_pair_3730_phanotate_4_geneCall,0.00,0.25,0.02,0.01,0.02,0.08,0.03,0.01,0.00,0.03,9.55,1.00
circular_pair_3730_phanotate_5_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,1.26,0.00,0.00,0.00,8.72,1.00
circular_pair_3730_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3730_phanotate_7_geneCall,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.01,9.96,1.00
circular_pair_3730_phanotate_8_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3730_phanotate_9_geneCall,0.06,0.14,0.12,0.03,1.77,0.03,0.07,0.01,0.06,0.39,7.32,0.99
circular_pair_3730_phanotate_10_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,9.97,1.00
circular_pair_3730_phanotate_11_geneCall,0.01,0.05,0.08,0.01,0.02,0.01,0.44,0.04,0.20,0.01,9.13,1.00
circular_pair_3730_phanotate_12_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.36,1.63,0.93
circular_pair_3730_phanotate_13_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_3730_phanotate_14_geneCall,0.00,0.06,0.02,0.00,0.01,0.06,0.03,0.00,0.01,0.01,9.80,1.00
circular_pair_3730_phanotate_15_geneCall,0.07,0.20,0.27,0.08,0.45,0.49,0.61,0.05,0.51,0.39,6.88,0.99
circular_pair_3730_phanotate_16_geneCall,0.00,0.03,0.02,0.02,0.01,0.01,0.16,0.00,0.30,0.01,9.44,1.00
circular_pair_3730_phanotate_17_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3730_phanotate_18_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00
circular_pair_3730_phanotate_19_geneCall,0.16,0.21,0.13,0.15,0.01,0.06,0.10,0.04,0.42,0.15,8.56,1.00
circular_pair_3730_phanotate_20_geneCall,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,9.99,1.00
circular_pair_3730_phanotate_21_geneCall,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.97,1.00
circular_pair_3730_phanotate_22_geneCall,0.00,0.09,0.00,0.00,0.00,0.01,0.02,0.00,0.00,0.01,9.86,1.00
circular_pair_3730_phanotate_23_geneCall,0.00,0.44,0.01,0.00,0.03,0.18,0.02,0.00,0.00,0.03,9.29,1.00
circular_pair_3772_phanotate_1_geneCall,0.00,0.01,0.00,0.00,0.00,0.01,0.03,0.00,0.01,0.00,9.94,1.00
circular_pair_3772_phanotate_2_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_3772_phanotate_3_geneCall,0.00,0.04,0.00,0.00,0.00,0.02,0.01,0.00,0.03,0.02,9.87,1.00
circular_pair_3772_phanotate_4_geneCall,0.19,0.51,1.17,0.22,0.72,0.58,1.48,0.22,0.49,0.88,3.54,0.97
circular_pair_3772_phanotate_5_geneCall,0.00,0.01,0.01,0.00,0.01,0.02,0.03,0.00,0.01,0.01,9.90,1.00
circular_pair_3772_phanotate_6_geneCall,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,9.99,1.00
circular_pair_3772_phanotate_7_geneCall,0.00,0.04,0.00,0.00,0.00,0.02,0.01,0.00,0.03,0.02,9.87,1.00
circular_pair_3772_phanotate_8_geneCall,0.19,0.51,1.17,0.22,0.72,0.58,1.48,0.22,0.49,0.88,3.54,0.97
circular_pair_3789_phanotate_1_geneCall,0.04,0.22,0.03,0.33,0.06,0.05,0.04,0.02,0.04,2.82,6.36,0.98
circular_pair_3789_phanotate_2_geneCall,0.00,1.34,0.03,0.00,0.01,0.94,0.00,0.00,0.00,1.93,5.75,0.98
circular_pair_3789_phanotate_3_geneCall,0.05,0.25,0.04,0.04,0.07,0.15,0.15,0.04,0.07,2.64,6.49,0.98
circular_pair_3789_phanotate_4_geneCall,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,9.91,1.00
circular_pair_3789_phanotate_5_geneCall,0.05,0.15,0.01,3.04,0.38,0.02,0.03,0.01,0.04,0.17,6.11,0.98
