contig	protLen	protHits
contig_1147	197	Phage protein
contig_1147	509	putative HNH endonuclease Not in a subsystem 1211641.3 Caulobacter phage CcrKarma, complete genome. protein, fig|1567475.3.peg.76 HNH domain protein, fig|6666666.3871.peg.86 Phage protein, fig|6666666.73748.peg.26 possible endonuclease Not in a subsystem 6666666.73748 uncultured Mediterranean phage uvMED-CGR-U-MedDCM-OCT-S28-C3 protein, fig|1162290.3.peg.72 hypothetical protein, fig|1458670.3.peg.30 putative endonuclease Not in a subsystem 1458670.3 Microbacterium phage vB_MoxS-ISF9, complete genome. protein
contig_1147	188	fig|1168594.3.peg.65 Sporulation regulatory protein, fig|1536603.3.peg.60 hypothetical protein, fig|6666666.3842.peg.58 Phage protein, fig|1036616.3.peg.56 Phage protein, fig|1327777.3.peg.55 WhiB Not in a subsystem 1327777.3 Mycobacterium phage SiSi, complete genome. protein
contig_1147	818	fig|469660.2.peg.33 Phage-associated recombinase Phage_integration_and_excision 469660.2 Podoviridae Thalassomonas phage BA3 protein, fig|1461743.3.peg.18 ERF family protein, fig|1188795.3.peg.36 hypothetical protein, fig|504346.2.peg.48 Phage-associated recombinase Phage_integration_and_excision 504346.2 Siphoviridae Pseudomonas phage PAJU2 protein, fig|31535.1.peg.53 Recombinase protein
contig_1147	320	Putative exonuclease Not in a subsystem 1449437.4 Pseudomonas phage vB_PaeP_Tr60_Ab31. protein, putative Yqaj-like alkaline DNA exonuclease Not in a subsystem 1527515.3 Idiomarinaceae phage Phi1M2-2, complete genome. protein, Phage internal protein, putative tail fiber Not in a subsystem 1399915.3 Pectobacterium phage PM1, complete genome. protein, endonuclease Paracoccus phage Shpa | Paracoccus | phage | Shpa protein, exonuclease (endogenous virus protein, putative internal core protein, putative tail fiber Pectobacterium phage PM1 | tail | fiber | Pectobacterium | phage | PM1 protein, fig|1449437.4.peg.37 Putative exonuclease Not in a subsystem 1449437.4 Pseudomonas phage vB_PaeP_Tr60_Ab31. protein, fig|1527515.3.peg.59 putative Yqaj-like alkaline DNA exonuclease Not in a subsystem 1527515.3 Idiomarinaceae phage Phi1M2-2, complete genome. protein, fig|1176423.3.peg.50 Phage protein, fig|6666666.73568.peg.18 putative phage-type endonuclease (TIGR03033 protein, fig|1127514.3.peg.17 Phage exonuclease (EC 3.1.11.3 protein
contig_1147	206	putative Yqaj-like alkaline DNA exonuclease Not in a subsystem 1527515.3 Idiomarinaceae phage Phi1M2-2, complete genome. protein, exonuclease (endogenous virus protein, putative Yqaj-like alkaline DNA exonuclease Idiomarinaceae phage Phi1M2-2 | Yqaj-like | alkaline | DNA | exonuclease | Idiomarinaceae | phage | Phi1M2-2 protein, fig|1449437.4.peg.37 Putative exonuclease Not in a subsystem 1449437.4 Pseudomonas phage vB_PaeP_Tr60_Ab31. protein, fig|1176423.3.peg.50 Phage protein, fig|1188795.3.peg.35 hypothetical protein, fig|6666666.73569.peg.22 putative phage-type endonuclease (TIGR03033 protein, fig|1109713.3.peg.57 Phage exonuclease involved in integration and recombination ACLAME_Phage_recombination_and_repair 1109713.3 Rhodococcus phage REQ2 protein
contig_1147	473	Single-strand binding protein, single-strand DNA binding protein, Single-stranded DNA-binding protein, single-stranded DNA-binding protein, ssDNA-binding protein, single-stranded DNA-binding-like protein, fig|1541883.3.peg.1 single-strand DNA binding protein, fig|669875.3.peg.58 Single-stranded DNA-binding protein, fig|6666666.74508.peg.41 Single-strand binding protein, fig|424716.2.peg.41 Single stranded DNA-binding protein, fig|1500713.3.peg.60 single-stranded DNA-binding protein
contig_1147	407	fig|432201.3.peg.50 NinB protein, fig|432200.3.peg.43 NinB protein, fig|1147154.3.peg.50 NinB protein, fig|221029.1.peg.30 Phage NinB DNA recombination ACLAME_Phage_Nin_genes| Phage_nin_genes_-_N-independent_survival 221029.1 Salmonella typhimurium bacteriophage ST104 protein, fig|539221.6.peg.41 Phage NinB DNA recombination ACLAME_Phage_Nin_genes| Phage_nin_genes_-_N-independent_survival 539221.6 Enterobacteria phage CUS-3 protein
contig_1147	248	fig|6666666.73584.peg.44 hypothetical protein
contig_1147	173	fig|1401669.3.peg.32 hypothetical protein
contig_1147	386	restriction endonuclease-like Paracoccus phage Shpa | endonuclease-like | Paracoccus | phage | Shpa protein, fig|55884.1.peg.53 Phage holin ACLAME_Phage_lysis_modules| Phage_entry_and_exit| Phage_lysis_modules 55884.1 Shigella flexneri bacteriophage V protein, fig|10732.3.peg.1 putative HNH endonuclease Not in a subsystem 10732.3 Streptomyces phage R4, complete genome. protein, fig|1129146.3.peg.96 phage holin, putative Not in a subsystem 1129146.3 Pseudomonas phage vB_PaeS_PMG1 protein, fig|1340829.4.peg.67 HNH endonuclease domain protein, fig|563769.2.peg.51 Phage holin| Putative DNase ACLAME_Phage_lysis_modules| ACLAME_Phage_lysis_modules| Phage_entry_and_exit| Phage_lysis_modules 563769.2 unclassified Lambda-like viruses Stx2-converting phage 1717 protein
contig_1147	1118	fig|1537091.3.peg.55 putative collagen-like protein
contig_1147	632	fig|279006.3.peg.16 Phage protein, fig|857312.3.peg.108 Phage protein, fig|1566993.3.peg.96 hypothetical protein
contig_1147	194	fig|1204535.3.peg.10 tail sheath Not in a subsystem 1204535.3 Clostridium phage phiMMP04, complete genome. protein, fig|372457.2.peg.10 Phage tail assembly CBSS-Phage_terminase_neighborhood| Phage_tail_ protein
contig_1147	1019	fig|467481.2.peg.72 Phage integrase, site-specific tyrosine recombinase ACLAME_Phage_integration| Phage_integrases 467481.2 Siphoviridae Azospirillum phage Cd protein, fig|1131316.3.peg.34 Phage integrase ACLAME_Phage_integration| Phage_integrases| Phage_integration_and_excision 1131316.3 Rhodobacter phage RcapNL protein, fig|466051.2.peg.5 Phage integrase, site-specific tyrosine recombinase ACLAME_Phage_integration| Phage_integrases 466051.2 Siphoviridae Thermus phage P23-45 protein, fig|466052.2.peg.5 Phage integrase, site-specific tyrosine recombinase ACLAME_Phage_integration| Phage_integrases 466052.2 Siphoviridae Thermus phage P74-26 protein, fig|1032892.3.peg.32 Phage integrase ACLAME_Phage_integration| Phage_integrases| Phage_integration_and_excision 1032892.3 Mycobacterium phage HelDan protein
contig_1147	92	internal virion protein, Phage protein, DNA translocation protein
contig_1147	191	NA
contig_1147	284	fig|1503929.3.peg.31 hypothetical protein, fig|1221835.3.peg.50 hypothetical protein
contig_1156	248	hypothetical protein, fig|1141138.3.peg.58 hypothetical protein, fig|722418.3.peg.153 putative membrane protein, fig|1307804.3.peg.60 DnaJ domain-containing protein, fig|329381.8.peg.57 Phage protein, fig|1527524.6.peg.58 hypothetical protein
contig_1156	902	fig|1247.120.peg.23 Phage terminase small subunit Not in a subsystem 1247.120 Oenococcus phage phiS13, complete genome. protein, fig|1247.121.peg.24 Phage terminase small subunit Not in a subsystem 1247.121 Oenococcus phage phiS11, complete genome. protein, fig|1247.119.peg.22 terminase small subunit Not in a subsystem 1247.119 Oenococcus phage phi9805, complete genome. protein, fig|139870.2.peg.23 Phage terminase, small subunit ACLAME_Phage_head| Phage_packaging_machinery| T4-like_phage_core_ protein, fig|547228.3.peg.48 hypothetical protein
contig_1156	182	Phage large terminase small subunit Not in a subsystem 1247.120 Oenococcus phage phiS13, complete genome. protein, Phage terminase large subunit Not in a subsystem 1247.121 Oenococcus phage phiS11, complete genome. protein, terminase large subunit Not in a subsystem 1247.119 Oenococcus phage phi9805, complete genome. protein, hypothetical protein, Phage large terminase small subunit Oenococcus phage phiS13 | large | terminase | small | subunit | Oenococcus | phage | phiS13 protein, Phage terminase large subunit Oenococcus phage phiS11 | terminase | large | subunit | Oenococcus | phage | phiS11 protein, terminase large subunit Oenococcus phage phi9805 | large | subunit | Oenococcus | phage | phi9805 protein, fig|1247.120.peg.24 Phage large terminase small subunit Not in a subsystem 1247.120 Oenococcus phage phiS13, complete genome. protein, fig|1247.121.peg.25 Phage terminase large subunit Not in a subsystem 1247.121 Oenococcus phage phiS11, complete genome. protein, fig|1247.119.peg.23 terminase large subunit Not in a subsystem 1247.119 Oenococcus phage phi9805, complete genome. protein, fig|139870.2.peg.24 Phage terminase, large subunit ACLAME_Phage_head| Phage_packaging_machinery| T4-like_phage_core_ protein, fig|749413.3.peg.2 Phage terminase, large subunit ACLAME_Phage_head| Phage_packaging_machinery| T4-like_phage_core_ protein
contig_1156	1106	Phage large terminase small subunit Not in a subsystem 1247.120 Oenococcus phage phiS13, complete genome. protein, Phage terminase large subunit Not in a subsystem 1247.121 Oenococcus phage phiS11, complete genome. protein, terminase large subunit Not in a subsystem 1247.119 Oenococcus phage phi9805, complete genome. protein, Phage terminase, large subunit ACLAME_Phage_head Phage_packaging_machinery T4-like_phage_core_ protein, Phage large terminase small subunit Oenococcus phage phiS13 | large | terminase | small | subunit | Oenococcus | phage | phiS13 protein, Phage terminase large subunit Oenococcus phage phiS11 | terminase | large | subunit | Oenococcus | phage | phiS11 protein, terminase large subunit Oenococcus phage phi9805 | large | subunit | Oenococcus | phage | phi9805 protein, fig|1247.121.peg.25 Phage terminase large subunit Not in a subsystem 1247.121 Oenococcus phage phiS11, complete genome. protein, fig|1247.120.peg.24 Phage large terminase small subunit Not in a subsystem 1247.120 Oenococcus phage phiS13, complete genome. protein, fig|1247.119.peg.23 terminase large subunit Not in a subsystem 1247.119 Oenococcus phage phi9805, complete genome. protein, fig|139870.2.peg.24 Phage terminase, large subunit ACLAME_Phage_head| Phage_packaging_machinery| T4-like_phage_core_ protein, fig|749413.3.peg.2 Phage terminase, large subunit ACLAME_Phage_head| Phage_packaging_machinery| T4-like_phage_core_ protein
contig_1156	269	Phage protein, hypothetical protein, fig|139872.2.peg.28 Phage protein, fig|764561.3.peg.3 Phage portal protein, fig|35241.1.peg.31 Phage portal protein
contig_1156	413	fig|114416.1.peg.38 Phage portal protein
contig_1156	1289	fig|198542.1.peg.29 Phage portal protein
contig_1156	1106	Phage large terminase small subunit Not in a subsystem 1247.120 Oenococcus phage phiS13, complete genome. protein, Phage terminase large subunit Not in a subsystem 1247.121 Oenococcus phage phiS11, complete genome. protein, terminase large subunit Not in a subsystem 1247.119 Oenococcus phage phi9805, complete genome. protein, Phage terminase, large subunit ACLAME_Phage_head Phage_packaging_machinery T4-like_phage_core_ protein, Phage large terminase small subunit Oenococcus phage phiS13 | large | terminase | small | subunit | Oenococcus | phage | phiS13 protein, Phage terminase large subunit Oenococcus phage phiS11 | terminase | large | subunit | Oenococcus | phage | phiS11 protein, terminase large subunit Oenococcus phage phi9805 | large | subunit | Oenococcus | phage | phi9805 protein, fig|1247.121.peg.25 Phage terminase large subunit Not in a subsystem 1247.121 Oenococcus phage phiS11, complete genome. protein, fig|1247.120.peg.24 Phage large terminase small subunit Not in a subsystem 1247.120 Oenococcus phage phiS13, complete genome. protein, fig|1247.119.peg.23 terminase large subunit Not in a subsystem 1247.119 Oenococcus phage phi9805, complete genome. protein, fig|139870.2.peg.24 Phage terminase, large subunit ACLAME_Phage_head| Phage_packaging_machinery| T4-like_phage_core_ protein, fig|749413.3.peg.2 Phage terminase, large subunit ACLAME_Phage_head| Phage_packaging_machinery| T4-like_phage_core_ protein
contig_1156	182	Phage large terminase small subunit Not in a subsystem 1247.120 Oenococcus phage phiS13, complete genome. protein, Phage terminase large subunit Not in a subsystem 1247.121 Oenococcus phage phiS11, complete genome. protein, terminase large subunit Not in a subsystem 1247.119 Oenococcus phage phi9805, complete genome. protein, hypothetical protein, Phage large terminase small subunit Oenococcus phage phiS13 | large | terminase | small | subunit | Oenococcus | phage | phiS13 protein, Phage terminase large subunit Oenococcus phage phiS11 | terminase | large | subunit | Oenococcus | phage | phiS11 protein, terminase large subunit Oenococcus phage phi9805 | large | subunit | Oenococcus | phage | phi9805 protein, fig|1247.120.peg.24 Phage large terminase small subunit Not in a subsystem 1247.120 Oenococcus phage phiS13, complete genome. protein, fig|1247.121.peg.25 Phage terminase large subunit Not in a subsystem 1247.121 Oenococcus phage phiS11, complete genome. protein, fig|1247.119.peg.23 terminase large subunit Not in a subsystem 1247.119 Oenococcus phage phi9805, complete genome. protein, fig|139870.2.peg.24 Phage terminase, large subunit ACLAME_Phage_head| Phage_packaging_machinery| T4-like_phage_core_ protein, fig|749413.3.peg.2 Phage terminase, large subunit ACLAME_Phage_head| Phage_packaging_machinery| T4-like_phage_core_ protein
contig_1156	902	fig|1247.120.peg.23 Phage terminase small subunit Not in a subsystem 1247.120 Oenococcus phage phiS13, complete genome. protein, fig|1247.121.peg.24 Phage terminase small subunit Not in a subsystem 1247.121 Oenococcus phage phiS11, complete genome. protein, fig|1247.119.peg.22 terminase small subunit Not in a subsystem 1247.119 Oenococcus phage phi9805, complete genome. protein, fig|139870.2.peg.23 Phage terminase, small subunit ACLAME_Phage_head| Phage_packaging_machinery| T4-like_phage_core_ protein, fig|547228.3.peg.48 hypothetical protein
contig_1156	266	hypothetical protein, fig|1141138.3.peg.58 hypothetical protein, fig|722418.3.peg.153 putative membrane protein, fig|1307804.3.peg.60 DnaJ domain-containing protein, fig|329381.8.peg.57 Phage protein, fig|1527524.6.peg.58 hypothetical protein
contig_1156	632	fig|363555.2.peg.31 Phage protein
contig_1156	116	NA
contig_1156	272	DUF2829 domain containing protein, Phage replication initiation protein
contig_1156	386	fig|673834.3.peg.39 transcriptional regulator, ArpU family Not in a subsystem 673834.3 Enterococcus phage phiFL1C protein, fig|673833.3.peg.34 transcriptional regulator, ArpU family Not in a subsystem 673833.3 Enterococcus phage phiFL1B protein, fig|673832.2.peg.34 Transcriptional regulator ArpU or LmaC associated with virulence in Listeria ACLAME_Phage_regulation_of_gene_expression 673832.2 Enterococcus phage phiFL1A protein, fig|673836.3.peg.34 transcriptional regulator, ArpU family Not in a subsystem 673836.3 Enterococcus phage phiFL2B protein, fig|673835.2.peg.33 Transcriptional regulator ArpU or LmaC associated with virulence in Listeria ACLAME_Phage_regulation_of_gene_expression 673835.2 Enterococcus phage phiFL2A protein
contig_1156	95	NA
contig_1156	500	DNA ligase Escherichia phage PBECO 4 | ligase | Escherichia | phage | PBECO | 4 protein, fig|578234.2.peg.37 Phage protein, fig|1555208.3.peg.26 hypothetical protein, fig|6666666.73933.peg.35 hypothetical protein, fig|1552735.3.peg.43 HNH endonuclease Not in a subsystem 1552735.3 Lactobacillus phage Ldl1, complete genome. protein, fig|6666666.74641.peg.75 hypothetical protein
contig_1156	512	putative methyltransferase Not in a subsystem 1458856.3 Listeria phage LP-101, complete genome. protein, Phage DNA methyltransferase protein
contig_1156	347	Protein of Unknown Function Not in a subsystem 6666666.43277 Cellulophaga phage phi19:3 protein, Phage protein, hypothetical protein, YopX protein, fig|320840.3.peg.67 Phage protein
contig_1156	530	fig|423476.2.peg.18 Phage protein
contig_1156	275	Phage protein, hypothetical protein, fig|889876.4.peg.45 Phage protein, fig|749413.3.peg.83 Phage protein
contig_1156	473	Phage DNA methyltransferase protein
contig_1156	923	Type II, 5-methyl-cytosine DNA methyltransferase ACLAME_Phage_DNA_methyltransferase Phage_DNA_methyltransferases 559189.2 Myoviridae Clostridium phage phiCD27 protein, Type II, 5-methyl-cytosine DNA methyltransferase protein
contig_1156	131	NA
contig_1156	578	fig|1006972.4.peg.47 Phage protein
contig_1156	509	fig|977801.3.peg.13 Phage protein, fig|1136731.3.peg.80 hypothetical protein
contig_1156	122	NA
contig_1156	215	fig|445685.6.peg.9 Phage protein, fig|6666666.73872.peg.23 DnaA-like protein, fig|1132026.3.peg.21 Phage tail length tape measure protein
contig_1156	440	NA
contig_1156	263	NA
contig_1156	278	hypothetical protein, fig|6666666.74605.peg.23 hypothetical protein
contig_1156	287	hypothetical protein, fig|372457.2.peg.39 Phage protein
contig_1156	314	fig|1079894.3.peg.7 Phage protein, fig|198110.2.peg.407 Phage protein, fig|445696.6.peg.150 Phage protein, fig|1445726.3.peg.7 hypothetical protein, fig|1056830.3.peg.7 Phage protein
contig_1156	257	HU_IHF DNA binding domain protein, DNA binding protein, DNA-binding protein, fig|1204516.3.peg.307 Phage capsid scaffolding protein
contig_1156	410	fig|330397.2.peg.57 Phage Holliday junction resolvase Phage_integration_and_excision| Recombination_and_repair_in_phages_and_prophages 330397.2 Siphoviridae Listeria phage B054 protein, fig|146269.2.peg.39 Phage Holliday junction resolvase Phage_integration_and_excision| Recombination_and_repair_in_phages_and_prophages 146269.2 Siphoviridae Lactobacillus phage Lc-Nu protein, fig|764561.3.peg.46 Phage Holliday junction resolvase Phage_integration_and_excision| Recombination_and_repair_in_phages_and_prophages 764561.3 Brochothrix phage NF5 protein, fig|764562.3.peg.54 Phage Holliday junction resolvase Phage_integration_and_excision| Recombination_and_repair_in_phages_and_prophages 764562.3 Brochothrix phage BL3 protein, fig|372457.2.peg.36 Phage Holliday junction resolvase Phage_integration_and_excision| Recombination_and_repair_in_phages_and_prophages 372457.2 Siphoviridae Streptococcus phage M102 protein
contig_1156	848	fig|354260.3.peg.13 Helicase loader DnaI r1t-like_streptococcal_phages 354260.3 Lactococcus phage 4268 protein, fig|151537.1.peg.15 Helicase loader DnaI r1t-like_streptococcal_phages 151537.1 Bacteriophage bIL309 protein, fig|578234.2.peg.35 Helicase loader DnaI r1t-like_streptococcal_phages 578234.2 Siphoviridae Lactobacillus phage Lv-1 protein, fig|1229751.3.peg.14 putative helicase Not in a subsystem 1229751.3 Lactococcus phage BM13, complete genome. protein, fig|43685.1.peg.12 Helicase loader DnaI| DNA replication protein
contig_1156	197	NA
contig_1156	794	fig|447909.2.peg.44 Phage replication initiation protein
contig_1156	722	hypothetical protein, fig|947980.3.peg.47 Prophage Lp1 protein, fig|12402.1.peg.22 Phage protein
contig_1156	893	DNA repair protein, fig|40521.1.peg.52 Phage recombinational DNA repair protein
contig_1156	359	fig|444862.6.peg.183 Phage protein, fig|6666666.73651.peg.38 hypothetical protein, fig|268747.4.peg.163 Phage protein
contig_1156	248	hypothetical protein, fig|6666666.73663.peg.31 modification methylase MunI Not in a subsystem 6666666.73663 uncultured Mediterranean phage uvMED-CGR-U-MedDCM-OCT-S33-C36 protein, fig|1430444.3.peg.206 hypothetical protein, fig|227470.1.peg.106 Phage protein
contig_1156	461	fig|1500713.3.peg.19 hypothetical protein, fig|10685.2.peg.23 Phage protein, fig|6666666.73587.peg.4 hypothetical protein, fig|1357423.3.peg.274 hypothetical protein
contig_1156	152	NA
contig_1156	107	NA
contig_1156	98	NA
contig_1156	215	fig|1126885.3.peg.57 Helix-turn-helix motif Not in a subsystem 1126885.3 Thermoanaerobacterium phage THSA-485A protein, fig|1406786.3.peg.28 DNA binding protein, fig|1406789.3.peg.28 transcriptional repressor Not in a subsystem 1406789.3 Bacillus phage Pony, complete genome. protein, fig|1126885.3.peg.54 immunity repressor Not in a subsystem 1126885.3 Thermoanaerobacterium phage THSA-485A protein, fig|1296662.3.peg.52 transcriptional regulator Not in a subsystem 1296662.3 Brevibacillus phage Davies, complete genome. protein
contig_1156	332	fig|1296662.3.peg.56 hypothetical protein, fig|1126885.3.peg.57 Helix-turn-helix motif Not in a subsystem 1126885.3 Thermoanaerobacterium phage THSA-485A protein, fig|354260.3.peg.8 Phage protein, fig|438780.3.peg.36 Phage protein, fig|345922.2.peg.18 Phage transcriptional regulator ACLAME_Phage_regulation_of_gene_expression 345922.2 Siphoviridae Bacillus phage Fah protein
contig_1156	629	fig|10243.1.peg.178 CPXV174 protein, fig|1204524.3.peg.67 hypothetical protein, fig|6666666.74569.peg.9 hypothetical protein, fig|331278.3.peg.24 Phage protein, fig|1211643.3.peg.266 putative pleckstrin domain protein
contig_1156	182	fig|320848.3.peg.39 Phage protein
contig_1156	653	Transcriptional repressor protein
contig_1156	191	putative lysozyme Ralstonia phage RSJ2 | lysozyme | Ralstonia | phage | RSJ2 protein, putative lysozyme Ralstonia phage RSJ5 | lysozyme | Ralstonia | phage | RSJ5 protein, hypothetical protein, fig|424716.2.peg.8 Phage protein, fig|1500386.5.peg.86 hypothetical protein
contig_1156	89	fig|180816.1.peg.84 Phage protein
contig_1156	248	fig|1084719.3.peg.583 Phage protein
contig_1156	689	fig|51369.1.peg.23 Phage cI repressor protein
contig_1156	290	fig|285013.2.peg.21 Phage protein, fig|198538.1.peg.33 Phage major capsid protein
contig_1156	905	fig|977801.3.peg.2 Chromosome (plasmid protein, fig|864178.3.peg.32 Chromosome (plasmid protein, fig|1204535.3.peg.29 ParA-like protein, fig|947980.3.peg.31 Chromosome (plasmid protein, fig|1032362.3.peg.30 Chromosome (plasmid protein
contig_1156	92	Phage holin protein
contig_1156	203	NA
contig_1156	125	putative baseplate Enterococcus phage EFDG1 | baseplate | Enterococcus | phage | EFDG1 protein
contig_1156	98	Phage protein, fig|673839.2.peg.20 Phage protein
contig_1156	122	NA
contig_1156	104	NA
contig_1156	1025	Phage lysin, 1,4-beta-N-acetylmuramidase (EC 3.2.1.17 protein, endolysin Lactobacillus phage iLp84 | Lactobacillus | phage | iLp84 protein, putative lysin protein, LYS Lactococcus phage TP901-1 | Lactococcus | phage | TP901-1 protein, lysin Lactococcus phage ul36.k1 | Lactococcus | phage | ul36.k1 protein, putative lysin Lactococcus phage ul36 | lysin | Lactococcus | phage | ul36 protein, fig|279281.3.peg.21 Phage lysin, 1,4-beta-N-acetylmuramidase (EC 3.2.1.17 protein, fig|35345.1.peg.53 Phage lysin, 1,4-beta-N-acetylmuramidase (EC 3.2.1.17 protein, fig|114416.1.peg.58 Phage lysin, 1,4-beta-N-acetylmuramidase (EC 3.2.1.17 protein, fig|374525.2.peg.59 Phage lysin, 1,4-beta-N-acetylmuramidase (EC 3.2.1.17 protein, fig|35241.1.peg.55 Phage endolysin Phage_entry_and_exit| Phage_lysis_modules 35241.1 Bacteriophage Tuc2009 protein
contig_1156	221	fig|181007.3.peg.22 Phage holin ACLAME_Phage_lysis_modules| Phage_entry_and_exit| Phage_lysis_modules 181007.3 Bacteriophage PSA protein, fig|1458856.3.peg.20 holin Not in a subsystem 1458856.3 Listeria phage LP-101, complete genome. protein, fig|1403390.3.peg.24 holin Not in a subsystem 1403390.3 Staphylococcus phage phiRS7, complete genome. protein, fig|1204540.4.peg.19 putative holin class II Not in a subsystem 1204540.4 Enterococcus phage EfaCPT1, complete genome. protein, fig|1416012.3.peg.24 holin class II Not in a subsystem 1416012.3 Enterococcus phage IME_EF3, complete genome. protein
contig_1156	305	fig|1173745.3.peg.96 hypothetical protein, fig|1173747.3.peg.52 hypothetical protein, fig|1458857.3.peg.100 hypothetical protein, fig|1225800.3.peg.4 hypothetical protein, fig|496874.2.peg.17 Phage protein
contig_1156	215	fig|1235559.3.peg.2 tail assembly protein, fig|444859.6.peg.163 Phage protein
contig_1156	761	fig|12417.1.peg.56 Phage protein, fig|578234.2.peg.13 Phage capsid scaffolding protein, fig|55511.2.peg.24 Phage protein, fig|1225794.3.peg.18 minor tail protein, fig|438780.3.peg.21 Phage protein
contig_1156	191	fig|6666666.73704.peg.12 DUF972-like domain containing protein, fig|6666666.73987.peg.46 DUF972-like domain containing protein, fig|6666666.74659.peg.53 DUF972-like domain containing protein, fig|448384.2.peg.129 Phage tail fiber assembly protein, fig|6666666.74438.peg.4 hypothetical protein
contig_1156	2093	fig|35241.1.peg.48 Phage endopeptidase protein
contig_1156	791	fig|35345.1.peg.46 Phage tail fiber protein
contig_1156	3770	fig|764561.3.peg.15 Phage tail length tape measure protein, fig|1108070.4.peg.58 Phage tape measure Not in a subsystem 1108070.4 Pediococcus phage clP1 protein, fig|1225794.3.peg.15 tape measure protein, fig|114416.1.peg.50 Phage tail length tape measure protein
contig_1156	332	Phage protein
contig_1156	338	fig|764561.3.peg.13 Phage protein, fig|1486428.3.peg.46 hypothetical protein, fig|663241.2.peg.17 Phage protein, fig|35241.1.peg.44 Phage protein
contig_1156	128	short tail fiber protein
contig_1156	137	Phage protein, gp17 Streptomyces phage phiSASD1 | Streptomyces | phage | phiSASD1 protein
contig_1156	338	fig|764561.3.peg.13 Phage protein, fig|1486428.3.peg.46 hypothetical protein, fig|663241.2.peg.17 Phage protein, fig|35241.1.peg.44 Phage protein
contig_1156	332	Phage protein
contig_1156	1904	tail tape measure protein, tape measure protein, fig|764561.3.peg.15 Phage tail length tape measure protein, fig|627087.2.peg.8 Phage tail length tape measure protein, fig|1204540.4.peg.14 putative tail tape measure protein, fig|1161930.3.peg.20 putative tape measure protein, fig|1262519.3.peg.21 phage tail tape measure protein
contig_1156	1733	fig|1108070.4.peg.58 Phage tape measure Not in a subsystem 1108070.4 Pediococcus phage clP1 protein, fig|1225794.3.peg.15 tape measure protein, fig|374526.2.peg.46 Phage tail length tape measure protein
contig_1156	485	fig|35345.1.peg.46 Phage tail fiber protein
contig_1156	119	hypothetical protein, fig|6666666.73644.peg.18 hypothetical protein
contig_1156	155	NA
contig_1156	113	portal protein, fig|1538804.3.peg.29 hypothetical protein
contig_1176	842	fig|313629.2.peg.7 Phage DNA replication protein
contig_1176	143	NA
contig_1176	194	gp140 Brochothrix phage A9 | Brochothrix | phage | A9 protein, fig|741942.3.peg.41 hypothetical protein
contig_1176	1547	fig|145579.1.peg.1 Phage major capsid protein, fig|10857.2.peg.1 Phage major capsid protein, fig|105154.1.peg.1 Phage major capsid protein, fig|225067.3.peg.1 Phage major capsid protein, fig|313629.2.peg.1 Phage major capsid protein
contig_1176	686	fig|105154.1.peg.4 Phage minor capsid protein, fig|117575.1.peg.2 Phage minor capsid protein, fig|90963.1.peg.3 Phage minor capsid protein, fig|225067.3.peg.4 Phage minor capsid protein, fig|313629.2.peg.4 Phage minor capsid protein
contig_1176	89	NA
contig_1176	227	Phage protein, gp21 Mycobacterium phage LittleE | Mycobacterium | phage | LittleE protein, gp21 Mycobacterium phage Courthouse | Mycobacterium | phage | Courthouse protein, glycosyltransferase Mycobacterium phage Ariel | Mycobacterium | phage | Ariel protein, glucosyltransferase domain protein, gp23 Mycobacterium phage Omega | Mycobacterium | phage | Omega protein, fig|1327763.4.peg.88 RNA ligase Not in a subsystem 1327763.4 Mycobacterium phage Breezona, complete genome. protein, fig|1340836.3.peg.88 RNA ligase Not in a subsystem 1340836.3 Mycobacterium phage Crossroads, complete genome. protein, fig|1034125.4.peg.87 Phage protein, fig|1086751.3.peg.86 Phage protein
contig_1176	113	hypothetical protein, putative structural protein
contig_1176	119	Phage protein, Phage tail length tape measure protein
contig_1176	128	fig|6666666.73730.peg.46 hypothetical protein, fig|1566993.3.peg.58 hypothetical protein
contig_1178	206	fig|1527519.3.peg.157 hypothetical protein, fig|1087482.3.peg.62 hypothetical protein, fig|1445860.3.peg.61 hypothetical protein, fig|384848.2.peg.13 Phage protein, fig|1472912.3.peg.144 hypothetical protein
contig_1178	200	fig|59241.3.peg.24 Phage protein, fig|1527512.3.peg.62 hypothetical protein, fig|1036615.3.peg.55 Phage protein, fig|563123.2.peg.59 Phage protein, fig|6666666.19977.peg.56 Phage protein
contig_1178	419	fig|294631.3.peg.36 Phage protein, fig|1084719.3.peg.471 Phage protein, fig|745088.3.peg.2 Phage protein, fig|1204514.3.peg.314 Phage protein, fig|75320.1.peg.322 Phage protein
contig_1178	590	NA
contig_1178	575	fig|927392.3.peg.7 Phage protein, fig|1229753.4.peg.24 hypothetical protein
contig_1178	143	DNA methylase Streptomyces phage TP1604 | methylase | Streptomyces | phage | TP1604 protein, DNA methylase Streptomyces phage Maih | methylase | Streptomyces | phage | Maih protein
contig_1178	554	fig|1204516.3.peg.415 Phage protein
contig_1178	671	fig|1382932.3.peg.29 hypothetical protein, fig|1486662.3.peg.25 hypothetical protein, fig|114416.1.peg.55 Phage capsid scaffolding protein
contig_1178	626	fig|365048.2.peg.34 Phage protein, fig|396034.2.peg.35 PE-PGRS virulence associated protein
