scaffold	length	cov	circ	repeat.	mult	alt_grp	graph_path	prediction	type	Quality	COMPLETENESS.score.	SPECIFIC_KEYWORD	TOTAL_PROTEIN_NUM	PHAGE_HIT_PROTEIN_NUM	ATT_SITE_SHOWUP	MOST_COMMON_PHAGE_NAME.hit_genes_count.	engel_match_per	matt_match_len	engel_match_len	matt_match	engel_match	matt_match_per	match	deepvir	metaphinder	PPRmeta	vibrant	virfinder	virsorter	virsorter_virome	vibrant_virome	phaster
contig_1522	4238	278	N	Y	2	244	1522	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	4184	NA	MN855822	NA	97.419	matthijnssen	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
contig_1524	1529	49	N	N	3	*	*,1524,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.915	701.5	590	MN855822	JAAOBB010000098.1	84.2425	both	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_1526	4530	350	N	N	3	*	*,1526,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	84.966	348	1368.5	MN855822	JAAOBB010000097.1	94.54	both	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
contig_1534	19831	26	N	N	1	*	*,1534,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_1535	14940	57	N	N	1	*	*,1535,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_1539	24621	99	N	Y	2	*	1539	virus	lytic	low quality draft	questionable(80)	tail,plate,head,capsid	40	34	no	PHAGE_Haemop_Aaphi23_NC_004827(14),PHAGE_Aggreg_S1249_NC_013597(13),PHAGE_Cronob_phiES15_NC_018454(7),PHAGE_Salmon_BP63_NC_031250(6),PHAGE_Escher_HK639_NC_016158(5),PHAGE_Psychr_pOW20_A_NC_020841(2),PHAGE_Pseudo_YMC11/02/R656_NC_028657(2),PHAGE_Escher_YD_2008.s_NC_027383(2),PHAGE_Escher_Envy_NC_031081(2),PHAGE_Pseudo_PS_1_NC_029066(2),PHAGE_Caulob_karma_NC_019410(1),PHAGE_Entero_DE3_NC_042057(1),PHAGE_Staphy_PVL_NC_002321(1),PHAGE_Escher_JMPW1_NC_041874(1),PHAGE_Burkho_BcepGomr_NC_009447(1),PHAGE_Escher_PA2_NC_028449(1),PHAGE_Mannhe_vB_MhS_1152AP2_NC_028956(1),PHAGE_Entero_mEp235_NC_019708(1),PHAGE_Lactob_phiadh_NC_000896(1),PHAGE_Strept_SM1_NC_004996(1),PHAGE_Sodali_SO1_NC_013600(1),PHAGE_Endosy_APSE_1_NC_000935(1),PHAGE_Entero_HK629_NC_019711(1),PHAGE_Caulob_magneto_NC_019407(1),PHAGE_Entero_SSL2009a_NC_012223(1),PHAGE_Shigel_vB_SsoS_ISF002_NC_041995(1),PHAGE_Entero_JenK1_NC_029021(1),PHAGE_Xantho_Xp15_NC_007024(1),PHAGE_Entero_IME10_NC_019501(1),PHAGE_Salmon_SPN3UB_NC_019545(1),PHAGE_Edward_eiAU_NC_042029(1),PHAGE_Entero_JenP2_NC_028997(1),PHAGE_Entero_JL1_NC_019419(1),PHAGE_Rhizob_RHEph04_NC_041908(1),PHAGE_Entero_Sf101_NC_027398(1),PHAGE_Vibrio_pYD38_B_NC_021561(1),PHAGE_Bacill_1_NC_009737(1),PHAGE_Entero_vB_EcoS_ACG_M12_NC_019404(1),PHAGE_Entero_vB_EcoS_NBD2_NC_031050(1),PHAGE_Shigel_SfII_NC_021857(1),PHAGE_Caulob_phiCbK_NC_019405(1),PHAGE_Salmon_SJ46_NC_031129(1),PHAGE_Bacter_APSE_2_NC_011551(1),PHAGE_Ralsto_RSA1_NC_009382(1),PHAGE_Entero_T1_NC_005833(1),PHAGE_Entero_HK446_NC_019714(1),PHAGE_Escher_SRT8_NC_042043(1),PHAGE_Escher_RCS47_NC_042128(1),PHAGE_Lactob_jlb1_NC_024206(1),PHAGE_Entero_mEp390_NC_019721(1),PHAGE_Liberi_SC2_NC_019550(1),PHAGE_Dinoro_vB_DshS_R5C_NC_041921(1),PHAGE_Vibrio_VBM1_NC_020850(1),PHAGE_Haemop_HP2_NC_003315(1),PHAGE_Entero_VT2phi_272_NC_028656(1),PHAGE_Lactob_iA2_NC_028830(1),PHAGE_Acinet_YMC11/11/R3177_NC_041866(1),PHAGE_Acinet_Bphi_B1251_NC_019541(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Lactob_iLp84_NC_028783(1),PHAGE_Salmon_SEN34_NC_028699(1),PHAGE_Gordon_McGonagall_NC_030912(1),PHAGE_Entero_P1_NC_005856(1),PHAGE_Liston_phiHSIC_NC_006953(1),PHAGE_Strept_PH15_NC_010945(1),PHAGE_Lactob_PLE3_NC_031125(1),PHAGE_Rhizob_RHEph06_NC_027296(1),PHAGE_Entero_UAB_Phi20_NC_031019(1),PHAGE_Burkho_Bcep176_NC_007497(1),PHAGE_Shigel_Shfl1_NC_015456(1),PHAGE_Geobac_GBSV1_NC_008376(1)	77.3263333333333	5322	2114.33333333333	MN855975	JAAOBB010000140.1	92.108	both	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
contig_154	29854	8	N	N	1	*	154,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_1540	9510	29	N	N	1	*	*,1540,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	76.485	1594.4	1314	MN856102	JAAOBB010000140.1	93.5582	both	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
contig_1546	28742	18	N	N	1	*	*,1546,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_1549	2873	111	N	N	2	*	*,1549,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE
contig_1553	2637	647	N	Y	6	*	1553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_1562	4678	58	N	Y	2	*	1562,*	virus	lytic	low quality draft	incomplete(50)	head,tail	9	8	no	PHAGE_Lactob_phiadh_NC_000896(6),PHAGE_Strept_Sfi19_NC_000871(3),PHAGE_Strept_DT1_NC_002072(3),PHAGE_Strept_7201_NC_002185(3),PHAGE_Lactob_Lv_1_NC_011801(3),PHAGE_Lactob_Lc_Nu_NC_007501(2),PHAGE_Lactob_phiAT3_NC_005893(2),PHAGE_Strept_YMC_2011_NC_018285(1),PHAGE_Lactoc_lato_NC_004746(1),PHAGE_Strept_Sfi21_NC_000872(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Strept_Abc2_NC_013645(1),PHAGE_Lactoc_bIL286_NC_002667(1),PHAGE_Lactoc_BK5_T_NC_002796(1)	NA	3421	NA	MN856101	NA	86.641	matthijnssen	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
contig_1567	7012	14	N	Y	1	320	*,1567,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_157	9426	12	N	N	1	*	-85,85,85,-85,-84,85,85,157,2494	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	93.0765555555556	917.444444444444	612.555555555556	MN855671	JAAOBB010000022.1	90.8866666666667	both	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_1584	17068	29	N	N	1	*	*,1584,*	organism	NA	NA	incomplete(20)	virion	10	7	no	PHAGE_Bacill_G_NC_023719(2),PHAGE_Pseudo_PaMx11_NC_028770(1),PHAGE_Erwini_vB_EamM_RisingSun_NC_042018(1),PHAGE_Ralsto_RP12_NC_041911(1),PHAGE_Vibrio_Ceto_NC_042094(1),PHAGE_Sinorh_phiN3_NC_028945(1),PHAGE_Pseudo_nickie_NC_042091(1),PHAGE_Agroba_Atu_ph07_NC_042013(1),PHAGE_Vibrio_12A10_NC_029067(1),PHAGE_Vibrio_pVp_1_NC_019529(1),PHAGE_Rhizob_RHEph10_NC_034248(1),PHAGE_Erwini_PhiEaH1_NC_023610(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Temper_phiNIH1.1_NC_003157(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Pelagi_HTVC008M_NC_020484(1),PHAGE_Erwini_vB_EamM_EarlPhillipIV_NC_031007(1)	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
contig_1586	424065	137	N	N	1	*	*,1586	organism,organism,organism	lytic	low quality draft	incomplete(30)	plate,head	9	6	no	PHAGE_Pseudo_F116_NC_006552(1),PHAGE_Synech_S_SSM7_NC_015287(1),PHAGE_Mycoba_Littlee_NC_042322(1),PHAGE_Strept_20617_NC_023503(1),PHAGE_Bacill_SP_15_NC_031245(1),PHAGE_Stenot_S1_NC_011589(1),PHAGE_Caulob_Cr30_NC_025422(1),PHAGE_Mycoba_Ariel_NC_028876(1),PHAGE_Synech_ACG_2014f_NC_026927(1),PHAGE_Mycoba_MiaZeal_NC_028953(1),PHAGE_Stenot_Smp131_NC_023588(1),PHAGE_Mycoba_Courthouse_NC_023690(1),PHAGE_Prochl_P_TIM68_NC_028955(1),PHAGE_Mycoba_Omega_NC_004688(1),PHAGE_Bacill_SPbeta_NC_001884(1),PHAGE_Cyanop_P_RSM6_NC_020855(1),PHAGE_Synech_S_SM2_NC_015279(1)	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
contig_159	44058	19	N	N	3	*	159,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	92.73	703	564	MN855738	JAAOBB010000022.1	92.176	both	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
contig_1593	21616	28	N	N	3	*	*,1593,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_1600	24729	17	N	N	1	*	*,1600,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_1602	3971	76	N	Y	1	*	1602	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	83.944	NA	465.333333333333	NA	JAAOBB010000140.1	NA	engel	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_1605	32331	87	N	N	1	*	-1916,1916,1605,1606,1608,1607	virus	lysogenic	high quality draft	questionable(80)	tail,capsid,head,integrase	30	19	no	PHAGE_Mesorh_phagevB_MloP_Lo5R7ANS_NC_025431(10),PHAGE_Pelagi_HTVC019P_NC_020483(7),PHAGE_Ralsto_RSB2_NC_023736(5),PHAGE_Pelagi_HTVC011P_NC_020482(5),PHAGE_Vibrio_VP4_NC_007149(4),PHAGE_Vibrio_N4_NC_013651(3),PHAGE_Brucel_BiPBO1_NC_031264(3),PHAGE_Escher_P483_NC_028822(2),PHAGE_Morgan_MmP1_NC_011085(2),PHAGE_Delfti_IME_DE1_NC_028702(2),PHAGE_Vibrio_ICP3_NC_015159(2),PHAGE_Acinet_vB_AbaS_TRS1_NC_031098(1),PHAGE_Entero_BA14_NC_011040(1),PHAGE_Morgan_vB_MmoP_MP2_NC_031115(1),PHAGE_Pseudo_PMG1_NC_016765(1),PHAGE_Azospi_Cd_NC_010355(1),PHAGE_Synech_S_RIP2_NC_020838(1),PHAGE_Cyanop_KBS_P_1A_NC_020865(1),PHAGE_Cyanop_NATL1A_7_NC_016658(1),PHAGE_Yersin_Yepe2_NC_011038(1),PHAGE_Synech_S_CBP3_NC_025461(1),PHAGE_Strept_phiCAM_NC_041856(1),PHAGE_Erwini_FE44_NC_022744(1),PHAGE_Prochl_P_SSP3_NC_020874(1),PHAGE_Cyanop_P_SSP2_NC_016656(1),PHAGE_Pseudo_YMC11/02/R656_NC_028657(1),PHAGE_Escher_LM33_P1_NC_031937(1),PHAGE_Salmon_SEN4_NC_029015(1),PHAGE_Yersin_Yep_phi_NC_023715(1),PHAGE_Escher_P694_NC_028863(1),PHAGE_Cyanop_PSS2_NC_013021(1),PHAGE_Strept_Danzina_NC_041860(1),PHAGE_Strept_Zemlya_NC_021339(1),PHAGE_Synech_S_CBP42_NC_029031(1),PHAGE_Strept_BillNye_NC_042105(1),PHAGE_Salmon_SEN5_NC_028701(1),PHAGE_Podovi_Lau218_NC_024329(1),PHAGE_Entero_285P_NC_015249(1),PHAGE_Salmon_118970_sal3_NC_031940(1),PHAGE_Pseudo_D3_NC_002484(1),PHAGE_Pseudo_PPPL_1_NC_028661(1),PHAGE_Prochl_P_SSP7_NC_006882(1),PHAGE_Citrob_CR44b_NC_023576(1)	89.9775	1248	3214	MN856098	JAAOBB010000149.1	89.984	both	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
contig_1610	18195	30	N	N	1	*	*,1610,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_162	3798	13	N	Y	3	*	162	organism	lysogenic	low quality draft	NA	NA	NA	NA	NA	NA	NA	708	NA	MN855708	NA	92.655	matthijnssen	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_1623	10553	156	N	N	2	*	-1619,-1622,1623,-2644,-2643	virus	lytic	low quality draft	incomplete(30)	tail,plate	16	8	no	PHAGE_Bacill_phiAGATE_NC_020081(2),PHAGE_Lactob_Lj965_NC_005355(1),PHAGE_Bacill_Grass_NC_022771(1),PHAGE_Bacill_Shbh1_NC_030925(1),PHAGE_Strept_phiARI0004_NC_031920(1),PHAGE_Burkho_phi52237_NC_007145(1),PHAGE_Strept_Dp_1_NC_015274(1),PHAGE_Lactob_LP65_NC_006565(1),PHAGE_Methan_psiM2_NC_001902(1),PHAGE_Strept_phiARI0031_NC_031910(1),PHAGE_Temper_phiNIH1.1_NC_003157(1),PHAGE_Clostr_phiCT19406B_NC_030947(1),PHAGE_Bacill_BCD7_NC_019515(1),PHAGE_Bacill_AR9_NC_031039(1),PHAGE_Bacill_Moonbeam_NC_027374(1),PHAGE_Clostr_phiCTC2B_NC_030951(1),PHAGE_Lactob_LfeSau_NC_029068(1),PHAGE_Bacill_Eldridge_NC_030920(1),PHAGE_Lactob_J_1_NC_022756(1),PHAGE_Clostr_phiCT19406C_NC_029006(1),PHAGE_Bacill_Bp8p_C_NC_029121(1),PHAGE_Strept_315.4_NC_004587(1),PHAGE_Methan_psiM100_NC_002628(1),PHAGE_Strept_phiARI0468_4_NC_031915(1),PHAGE_Serrat_BF_NC_041917(1),PHAGE_Bacill_SP_10_NC_019487(1),PHAGE_Entero_phiEf11_NC_013696(1),PHAGE_Crocei_P2559S_NC_018276(1),PHAGE_Yersin_fHe_Yen9_04_NC_042116(1),PHAGE_Bacill_PBS1_NC_043027(1),PHAGE_Lactob_Sha1_NC_019489(1),PHAGE_Lactob_PL_1_NC_022757(1),PHAGE_Strept_phiARI0468_1_NC_031929(1),PHAGE_Burkho_phiE202_NC_009234(1),PHAGE_Bacill_SIOphi_NC_042133(1)	94.762	1941.2	210	MN855961	JAAOBB010000017.1	90.3654	both	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE
contig_1627	14532	74	N	N	6	*	*,1627,*	NA	NA	NA	incomplete(30)	tail,capsid	8	6	no	PHAGE_Entero_vB_Efae230P_4_NC_025467(2),PHAGE_Lactoc_WP_2_NC_024149(2),PHAGE_Strept_C1_NC_004814(2),PHAGE_Entero_vB_IME195_NC_028693(2),PHAGE_Staphy_SAP_2_NC_009875(1),PHAGE_Lactoc_KSY1_NC_009817(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Lister_LMTA_34_NC_042048(1),PHAGE_Lister_LP_048_NC_024359(1),PHAGE_Lister_P100_NC_007610(1),PHAGE_Entero_EF62phi_NC_017732(1),PHAGE_Lactoc_r1t_NC_004302(1),PHAGE_Staphy_66_NC_007046(1),PHAGE_Lister_LMSP_25_NC_024360(1),PHAGE_Staphy_SLPW_NC_031008(1),PHAGE_Staphy_GRCS_NC_023550(1),PHAGE_Lactoc_WRP3_NC_027341(1)	85.598	3119.5	3644.33333333333	MN855619	JAAOBB010000042.1	95.66525	both	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE
contig_163	1686	81	N	Y	9	*	163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	862	NA	MN855710	NA	91.4725	matthijnssen	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_1634	13022	11	N	N	1	*	1634,-2665	organism	lysogenic	low quality draft	incomplete(30)	plate,integrase	6	6	yes	PHAGE_Cronob_phiES15_NC_018454(2),PHAGE_Strept_Sfi19_NC_000871(1),PHAGE_Bacill_Bobb_NC_024792(1),PHAGE_Gordon_Bantam_NC_031074(1),PHAGE_Escher_JMPW1_NC_041874(1),PHAGE_Erwini_phiEt88_NC_015295(1),PHAGE_Aeromo_vB_AsaM_56_NC_019527(1),PHAGE_Bacill_Bp8p_C_NC_029121(1),PHAGE_Haemop_HP2_NC_003315(1),PHAGE_Pseudo_MD8_NC_031091(1),PHAGE_Shigel_vB_SsoS_ISF002_NC_041995(1),PHAGE_Salmon_Fels_1_NC_010391(1),PHAGE_Salmon_vB_SosS_Oslo_NC_018279(1),PHAGE_Mycoba_Dorothy_NC_041855(1),PHAGE_Lactob_LfeInf_NC_029058(1),PHAGE_Mycoba_Inventum_NC_026596(1),PHAGE_Bordet_BPP_1_NC_005357(1),PHAGE_Aeromo_pIS4_A_NC_042037(1),PHAGE_Sinorh_phiLM21_NC_029046(1),PHAGE_Bacill_phiAGATE_NC_020081(1),PHAGE_Escher_ADB_2_NC_019725(1),PHAGE_Vibrio_pYD38_A_NC_021534(1),PHAGE_Thalas_BA3_NC_009990(1)	89.08	924.5	989	MN855728	JAAOBB010000158.1	89.6005	both	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
contig_1637	4539	125	N	N	1	*	1637,-1636,-1635,1636	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	223	NA	MN856019	NA	94.619	matthijnssen	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
contig_1640	8662	849	N	N	8	*	1639,-1638,1638,1639,1640,2787	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	81.356	453	354	MN856024	JAAOBB010000140.1	89.404	both	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_1643	12521	31	N	N	2	*	*,1643,*	virus	lytic	medium quality draft	NA	NA	NA	NA	NA	NA	82.938	890.5	211	MN856024	JAAOBB010000031.1	96.088	both	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
contig_1647	13223	62	N	N	1	*	*,1647,*	virus	lytic	low quality draft	incomplete(30)	tail,lysin	22	15	no	PHAGE_Lactob_KC5a_NC_007924(8),PHAGE_Lactob_jlb1_NC_024206(7),PHAGE_Lactob_phiAQ113_NC_019782(7),PHAGE_Lactob_Lj771_NC_010179(7),PHAGE_Strept_EJ_1_NC_005294(3),PHAGE_Lactob_Lv_1_NC_011801(3),PHAGE_Lactob_phiadh_NC_000896(2),PHAGE_Lactob_Lj965_NC_005355(1),PHAGE_Lactoc_KSY1_NC_009817(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Lactoc_r1t_NC_004302(1),PHAGE_Lactob_phiJB_NC_022775(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Lactoc_WRP3_NC_027341(1)	82.831	3762	2056	MN855864	JAAOBB010000150.1	85.673	both	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
contig_1648	10466	38	N	N	1	*	*,1648,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	85.8633333333333	1994	2671	MN855701	JAAOBB010000150.1	89.92	both	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE
contig_1650	7532	3	N	Y	1	*	1650	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_1651	2764	45	N	Y	1	*	1651	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_1655	25891	20	N	N	2	*	*,1655,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_1674	2443	40	N	N	1	*	-1675,1674	virus	lytic,lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
contig_1677	3796	19	N	N	1	*	1677	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	470	NA	MN855825	NA	88.2025	matthijnssen	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
contig_1680	2566	69	N	Y	1	332	*,1680,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_1681	1645	10	N	Y	1	332	*,1681,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_1682	7977	16	N	Y	1	252	*,1682,*	organism	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_1683	6374	79	N	Y	1	252	*,1683,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_1684	24244	35	N	N	1	*	-2781,1684,2782,2267,2268,-2267,-2782	organism	NA	NA	questionable(80)	plate	21	15	no	PHAGE_Bacill_SP_10_NC_019487(2),PHAGE_Bacill_SIOphi_NC_042133(2),PHAGE_Bacill_phiNIT1_NC_021856(1),PHAGE_Bacill_Grass_NC_022771(1),PHAGE_Rhodoc_REQ2_NC_016652(1),PHAGE_Gordon_Gsput1_NC_030932(1),PHAGE_Rhodoc_RGL3_NC_016650(1),PHAGE_Bacill_SP_15_NC_031245(1),PHAGE_Mycoba_Bongo_NC_041970(1),PHAGE_Staphy_SPbeta_like_NC_029119(1),PHAGE_Bacill_Shanette_NC_028983(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Gordon_OneUp_NC_030917(1),PHAGE_Entero_phiEF24C_NC_009904(1),PHAGE_Mycoba_PegLeg_NC_021299(1),PHAGE_Bacill_JL_NC_028982(1),PHAGE_Bacill_Mgbh1_NC_041879(1),PHAGE_Brevib_Sundance_NC_028749(1),PHAGE_Mycoba_Myrna_NC_011273(1),PHAGE_Mycoba_Adler_NC_023591(1),PHAGE_Bacill_G_NC_023719(1),PHAGE_Bacill_SPG24_NC_030903(1),PHAGE_Bacill_CP_51_NC_025423(1),PHAGE_Lactoc_WRP3_NC_027341(1)	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
contig_1687	3057	8	N	Y	1	324	*,1687,*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
contig_1689	40696	22	N	N	1	*	*,1689,*	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_1690	18708	10	N	N	1	*	*,1690,1691	virus	lytic	low quality draft	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	none	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
contig_1695	18393	225	N	Y	1	*	1695	virus	lytic	low quality draft	incomplete(30)	tail	27	15	no	PHAGE_Lactob_phiadh_NC_000896(8),PHAGE_Lactob_Lv_1_NC_011801(4),PHAGE_Strept_Abc2_NC_013645(2),PHAGE_Lactoc_lato_NC_004746(1),PHAGE_Oenoco_phiS13_NC_023560(1),PHAGE_Paenib_Harrison_NC_028746(1),PHAGE_Strept_Sfi21_NC_000872(1),PHAGE_Lactob_JCL1032_NC_019456(1),PHAGE_Bacill_TsarBomba_NC_028890(1),PHAGE_Oenoco_phi9805_NC_023559(1),PHAGE_Strept_SpSL1_NC_027396(1),PHAGE_Temper_phiNIH1.1_NC_003157(1),PHAGE_Lactob_LF1_NC_019486(1),PHAGE_Lactoc_bIL286_NC_002667(1),PHAGE_Lactoc_BK5_T_NC_002796(1),PHAGE_Paenib_Shelly_NC_041909(1),PHAGE_Oenoco_phiS11_NC_023571(1),PHAGE_Lactoc_WRP3_NC_027341(1),PHAGE_Clostr_phiCD119_NC_007917(1),PHAGE_Strept_Sfi19_NC_000871(1),PHAGE_Rhodov_RS1_NC_020866(1),PHAGE_Strept_DT1_NC_002072(1),PHAGE_Salmon_vB_SemP_Emek_NC_018275(1),PHAGE_Lactoc_949_NC_015263(1),PHAGE_Strept_phiARI0923_NC_030946(1),PHAGE_Strept_315.4_NC_004587(1),PHAGE_Lactoc_phiL47_NC_023574(1),PHAGE_Lactob_LBR48_NC_027990(1),PHAGE_Lactob_A2_NC_004112(1),PHAGE_Bacter_Lily_NC_028841(1),PHAGE_Strept_P9_NC_009819(1),PHAGE_Lactoc_r1t_NC_004302(1),PHAGE_Paenib_Xenia_NC_028837(1),PHAGE_Lactob_Ldl1_NC_026609(1),PHAGE_Strept_7201_NC_002185(1)	84.699	6419	549	MN856101	JAAOBB010000150.1	84.5605	both	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE
