V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,host
contig_138,BAAP001_0004_c01_1946329_1947227_SPACER1947093,100,31,0,0,7214,7244,31,1,5.08e-09,60.3,Bartonella apis BBC244
contig_138,BAAP001_0004_c01_1946329_1947227_SPACER1946762,100,30,0,0,17966,17995,1,30,1.93e-08,58.4,Bartonella apis BBC244
contig_138,BAAP001_0004_c01_1946329_1947227_SPACER1946762,100,30,0,0,20702,20731,30,1,1.93e-08,58.4,Bartonella apis BBC244
contig_1403,LAME003_0001_d01_CNTG00003_169058_170479_SPACER169820,100,29,0,0,3178,3206,1,29,1.89e-08,56.4,Lactobacillus melliventris ESL0259
contig_1404,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER257520,100,30,0,0,1639,1668,1,30,2.4e-09,58.4,Lactobacillus kullabergensis ESL0261
contig_1404,LAKU001_0002_c01_326400_328349_SPACER328218,100,30,0,0,4362,4391,30,1,2.4e-09,58.4,Lactobacillus kullabergensis Lb_186
contig_1431,LAME003_0004_d01_CNTG00003_259009_260100_SPACER259771,100,30,0,0,14630,14659,1,30,6.34e-09,58.4,Lactobacillus melliventris ESL0393
contig_1432,LAME003_0004_d01_CNTG00003_259009_260100_SPACER259771,100,30,0,0,23971,24000,30,1,1.43e-08,58.4,Lactobacillus melliventris ESL0393
contig_149,LAME003_0004_d01_CNTG00003_259009_260100_SPACER259639,100,30,0,0,14251,14280,1,30,7.49e-09,58.4,Lactobacillus melliventris ESL0393
contig_1502,GIAP001_0016_d01_CNTG00005_375032_375179_SPACER375120,100,32,0,0,1100,1131,1,32,1.3e-10,62.2,Gilliamella apicola Ga_177
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256662,100,30,0,0,65742,65771,30,1,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256662,100,30,0,0,35471,35500,1,30,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256662,100,30,0,0,18021,18050,30,1,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256662,100,30,0,0,58068,58097,1,30,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256596,100,30,0,0,70044,70073,30,1,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256596,100,30,0,0,47118,47147,30,1,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256596,100,30,0,0,53781,53810,1,30,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256530,100,30,0,0,65742,65771,30,1,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256530,100,30,0,0,35471,35500,1,30,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256530,100,30,0,0,18021,18050,30,1,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256530,100,30,0,0,58068,58097,1,30,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256464,100,30,0,0,70044,70073,30,1,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256464,100,30,0,0,47118,47147,30,1,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256464,100,30,0,0,53781,53810,1,30,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256398,100,30,0,0,65742,65771,30,1,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256398,100,30,0,0,35471,35500,1,30,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256398,100,30,0,0,18021,18050,30,1,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256398,100,30,0,0,58068,58097,1,30,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256332,100,30,0,0,70044,70073,30,1,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256332,100,30,0,0,47118,47147,30,1,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256332,100,30,0,0,53781,53810,1,30,2.54e-08,58.4,Lactobacillus kullabergensis ESL0261
contig_1517,LAAP002_0002_d01_CNTG00002_167441_168069_SPACER167806,100,29,0,0,20735,20763,1,29,9.64e-08,56.4,Lactobacillus apis ESL0263
contig_1517,LAAP002_0002_d01_CNTG00002_167441_168069_SPACER167806,100,29,0,0,27494,27522,1,29,9.64e-08,56.4,Lactobacillus apis ESL0263
contig_1517,LAAP002_0002_d01_CNTG00002_167441_168069_SPACER167806,100,29,0,0,32758,32786,29,1,9.64e-08,56.4,Lactobacillus apis ESL0263
contig_1517,LAAP002_0002_d01_CNTG00002_167441_168069_SPACER167806,100,29,0,0,26002,26030,29,1,9.64e-08,56.4,Lactobacillus apis ESL0263
contig_1518,LASP001_0004_d01_CNTG00004_31573_33060_SPACER32995,100,30,0,0,9855,9884,1,30,1.22e-08,58.4,Lactobacillus sp. wkB10
contig_1518,LAME003_0004_d01_CNTG00003_259009_260100_SPACER259507,100,30,0,0,28359,28388,30,1,1.22e-08,58.4,Lactobacillus melliventris ESL0393
contig_1522,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256662,100,30,0,0,380,409,1,30,1.76e-09,58.4,Lactobacillus kullabergensis ESL0261
contig_1522,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256530,100,30,0,0,380,409,1,30,1.76e-09,58.4,Lactobacillus kullabergensis ESL0261
contig_1522,LAKU001_0001_d01_CNTG00002_256164_258718_SPACER256398,100,30,0,0,380,409,1,30,1.76e-09,58.4,Lactobacillus kullabergensis ESL0261
contig_1539,GIAP001_0066_d01_CNTG00006_144421_145168_SPACER144929,100,32,0,0,12494,12525,1,32,6.2e-10,62.2,Gilliamella apicola G1_S23
contig_1539,GIAP001_0076_d01_CNTG00003_153834_154221_SPACER153922,100,32,0,0,20584,20615,1,32,6.2e-10,62.2,Gilliamella apicola A-4-12_S26
contig_1539,GIAP001_0076_d01_CNTG00003_153834_154221_SPACER153862,100,32,0,0,9124,9155,1,32,6.2e-10,62.2,Gilliamella apicola A-4-12_S26
contig_1539,GIAP001_0076_d01_CNTG00003_153834_154221_SPACER153862,100,32,0,0,12687,12718,32,1,6.2e-10,62.2,Gilliamella apicola A-4-12_S26
contig_1539,GIAP001_0076_d01_CNTG00003_199957_200524_SPACER200045,100,32,0,0,23655,23686,32,1,6.2e-10,62.2,Gilliamella apicola A-4-12_S26
contig_1539,GIAP001_0029_d01_CNTG00017_2629_2957_SPACER2718,100,31,0,0,20584,20614,1,31,2.35e-09,60.3,Gilliamella apicola NO4_S12
contig_1539,GIAP001_0029_d01_CNTG00017_2629_2957_SPACER2658,100,31,0,0,9124,9154,1,31,2.35e-09,60.3,Gilliamella apicola NO4_S12
contig_1539,GIAP001_0029_d01_CNTG00017_2629_2957_SPACER2658,100,31,0,0,12688,12718,31,1,2.35e-09,60.3,Gilliamella apicola NO4_S12
contig_1539,GIAP001_0055_d01_CNTG00012_59638_59966_SPACER59907,100,31,0,0,12688,12718,1,31,2.35e-09,60.3,Gilliamella apicola NO14_S27
contig_1539,GIAP001_0055_d01_CNTG00012_59638_59966_SPACER59907,100,31,0,0,9124,9154,31,1,2.35e-09,60.3,Gilliamella apicola NO14_S27
contig_1539,GIAP001_0043_d01_CNTG00008_76616_76944_SPACER76705,100,31,0,0,20584,20614,1,31,2.35e-09,60.3,Gilliamella apicola NO1_S2
contig_1539,GIAP001_0043_d01_CNTG00008_76616_76944_SPACER76645,100,31,0,0,9124,9154,1,31,2.35e-09,60.3,Gilliamella apicola NO1_S2
contig_1539,GIAP001_0043_d01_CNTG00008_76616_76944_SPACER76645,100,31,0,0,12688,12718,31,1,2.35e-09,60.3,Gilliamella apicola NO1_S2
contig_1539,GIAP001_0068_d01_CNTG00005_158091_158419_SPACER158180,100,31,0,0,20584,20614,1,31,2.35e-09,60.3,Gilliamella apicola NO16_S37
contig_1539,GIAP001_0068_d01_CNTG00005_158091_158419_SPACER158120,100,31,0,0,9124,9154,1,31,2.35e-09,60.3,Gilliamella apicola NO16_S37
contig_1539,GIAP001_0068_d01_CNTG00005_158091_158419_SPACER158120,100,31,0,0,12688,12718,31,1,2.35e-09,60.3,Gilliamella apicola NO16_S37
contig_1539,GIAP001_0088_d01_CNTG00004_63002_63330_SPACER63271,100,31,0,0,12688,12718,1,31,2.35e-09,60.3,Gilliamella apicola NO3_S7
contig_1539,GIAP001_0088_d01_CNTG00004_63002_63330_SPACER63271,100,31,0,0,9124,9154,31,1,2.35e-09,60.3,Gilliamella apicola NO3_S7
contig_1539,GIAP001_0002_d01_CNTG00002_127405_127733_SPACER127674,100,31,0,0,12688,12718,1,31,2.35e-09,60.3,Gilliamella apicola NO15_S32
contig_1539,GIAP001_0002_d01_CNTG00002_127405_127733_SPACER127674,100,31,0,0,9124,9154,31,1,2.35e-09,60.3,Gilliamella apicola NO15_S32
contig_1539,GIAP001_0027_d01_CNTG00001_244813_245141_SPACER244902,100,31,0,0,20584,20614,1,31,2.35e-09,60.3,Gilliamella apicola NO12_S17
contig_1539,GIAP001_0027_d01_CNTG00001_244813_245141_SPACER244842,100,31,0,0,9124,9154,1,31,2.35e-09,60.3,Gilliamella apicola NO12_S17
contig_1539,GIAP001_0027_d01_CNTG00001_244813_245141_SPACER244842,100,31,0,0,12688,12718,31,1,2.35e-09,60.3,Gilliamella apicola NO12_S17
contig_1539,GIAP001_0069_d01_CNTG00001_60873_61201_SPACER61142,100,31,0,0,12688,12718,1,31,2.35e-09,60.3,Gilliamella apicola NO13_S22
contig_1539,GIAP001_0069_d01_CNTG00001_60873_61201_SPACER61142,100,31,0,0,9124,9154,31,1,2.35e-09,60.3,Gilliamella apicola NO13_S22
contig_1539,GIAP001_0055_d01_CNTG00012_59638_59966_SPACER59847,100,31,0,0,20584,20614,31,1,2.35e-09,60.3,Gilliamella apicola NO14_S27
contig_1539,GIAP001_0088_d01_CNTG00004_63002_63330_SPACER63211,100,31,0,0,20584,20614,31,1,2.35e-09,60.3,Gilliamella apicola NO3_S7
contig_1539,GIAP001_0002_d01_CNTG00002_127405_127733_SPACER127614,100,31,0,0,20584,20614,31,1,2.35e-09,60.3,Gilliamella apicola NO15_S32
contig_1539,GIAP001_0069_d01_CNTG00001_60873_61201_SPACER61082,100,31,0,0,20584,20614,31,1,2.35e-09,60.3,Gilliamella apicola NO13_S22
contig_1539,GIAP001_0021_d01_CNTG00006_30591_34710_SPACER31780,100,29,0,0,11153,11181,1,29,3.38e-08,56.4,Gilliamella apicola Ga_182
contig_1605,BAAP001_0002_d01_CNTG00007_338135_339691_SPACER338699,100,31,0,0,21327,21357,1,31,3.09e-09,60.3,Bartonella apis PEB0149
contig_1634,GIAP001_0051_d01_CNTG00007_80248_80887_SPACER80521,100,32,0,0,882,913,32,1,3.52e-10,62.2,Gilliamella apicola A8_S4
contig_1634,GIAP001_0084_d01_CNTG00006_68834_69473_SPACER69107,100,32,0,0,882,913,32,1,3.52e-10,62.2,Gilliamella apicola A9_S9
contig_1634,GIAP001_0030_d01_CNTG00004_66797_67740_SPACER67253,100,32,0,0,5286,5317,1,32,3.52e-10,62.2,Gilliamella apicola Ga_169
contig_1634,GIAP001_0030_d01_CNTG00004_66797_67740_SPACER67253,100,32,0,0,6390,6421,32,1,3.52e-10,62.2,Gilliamella apicola Ga_169
contig_1637,GIAP001_0016_d01_CNTG00005_375032_375179_SPACER375060,100,32,0,0,2838,2869,1,32,1.31e-10,62.2,Gilliamella apicola Ga_177
contig_1700,LAME003_0001_d01_CNTG00003_169058_170479_SPACER169160,100,30,0,0,9284,9313,30,1,4.96e-09,58.4,Lactobacillus melliventris ESL0259
contig_1701,LAKU001_0002_c01_326400_328349_SPACER328218,100,30,0,0,16030,16059,1,30,7.24e-09,58.4,Lactobacillus kullabergensis Lb_186
contig_1746,GIAP001_0014_d01_CNTG00012_49438_49588_SPACER49466,100,34,0,0,9404,9437,34,1,4.01e-11,66.1,Gilliamella apicola AW-TSA2_S12
contig_1746,GIAP001_0014_d01_CNTG00012_49438_49588_SPACER49466,100,34,0,0,17832,17865,1,34,4.01e-11,66.1,Gilliamella apicola AW-TSA2_S12
contig_1746,GIAP001_0049_d01_CNTG00008_49438_49588_SPACER49466,100,34,0,0,9404,9437,34,1,4.01e-11,66.1,Gilliamella apicola TSA1_S3
contig_1746,GIAP001_0049_d01_CNTG00008_49438_49588_SPACER49466,100,34,0,0,17832,17865,1,34,4.01e-11,66.1,Gilliamella apicola TSA1_S3
contig_1746,GIAP001_0038_d01_CNTG00007_49438_49588_SPACER49466,100,34,0,0,9404,9437,34,1,4.01e-11,66.1,Gilliamella apicola TSA3_S8
contig_1746,GIAP001_0038_d01_CNTG00007_49438_49588_SPACER49466,100,34,0,0,17832,17865,1,34,4.01e-11,66.1,Gilliamella apicola TSA3_S8
contig_1746,GIAP001_0024_d01_CNTG00007_49438_49588_SPACER49466,100,34,0,0,9404,9437,34,1,4.01e-11,66.1,Gilliamella apicola TSA4_S13
contig_1746,GIAP001_0024_d01_CNTG00007_49438_49588_SPACER49466,100,34,0,0,17832,17865,1,34,4.01e-11,66.1,Gilliamella apicola TSA4_S13
contig_1746,GIAP001_0029_d01_CNTG00020_7027_7238_SPACER7116,100,33,0,0,8856,8888,2,34,1.52e-10,64.1,Gilliamella apicola NO4_S12
contig_1746,GIAP001_0068_d01_CNTG00012_6932_7143_SPACER7021,100,33,0,0,8856,8888,2,34,1.52e-10,64.1,Gilliamella apicola NO16_S37
contig_1746,GIAP001_0088_d01_CNTG00010_6932_7143_SPACER7021,100,33,0,0,8856,8888,2,34,1.52e-10,64.1,Gilliamella apicola NO3_S7
contig_1746,GIAP001_0085_d01_CNTG00009_59019_59293_SPACER59109,100,33,0,0,18165,18197,33,1,1.52e-10,64.1,Gilliamella apicola P62G
contig_1746,GIAP001_0055_d01_CNTG00005_7114_7325_SPACER7203,100,33,0,0,8856,8888,2,34,1.52e-10,64.1,Gilliamella apicola NO14_S27
contig_1746,GIAP001_0027_d01_CNTG00001_6932_7143_SPACER7021,100,33,0,0,8856,8888,2,34,1.52e-10,64.1,Gilliamella apicola NO12_S17
contig_1746,GIAP001_0043_d01_CNTG00010_80133_80345_SPACER80223,100,32,0,0,8856,8887,32,1,5.77e-10,62.2,Gilliamella apicola NO1_S2
contig_1746,GIAP001_0002_d01_CNTG00009_80423_80635_SPACER80513,100,32,0,0,8856,8887,32,1,5.77e-10,62.2,Gilliamella apicola NO15_S32
contig_1746,GIAP001_0060_d01_CNTG00007_140809_141136_SPACER141077,100,32,0,0,14765,14796,32,1,5.77e-10,62.2,Gilliamella apicola G3_S3
contig_1746,GIAP001_0060_d01_CNTG00007_140809_141136_SPACER141077,100,32,0,0,12471,12502,1,32,5.77e-10,62.2,Gilliamella apicola G3_S3
contig_1746,GIAP001_0076_d01_CNTG00006_73169_73625_SPACER73504,100,32,0,0,17686,17717,32,1,5.77e-10,62.2,Gilliamella apicola A-4-12_S26
contig_1746,GIAP001_0076_d01_CNTG00006_73169_73625_SPACER73504,100,32,0,0,9552,9583,1,32,5.77e-10,62.2,Gilliamella apicola A-4-12_S26
contig_1746,GIAP001_0076_d01_CNTG00006_73169_73625_SPACER73259,100,32,0,0,8856,8887,2,33,5.77e-10,62.2,Gilliamella apicola A-4-12_S26
contig_1746,GIAP001_0016_d01_CNTG00005_87588_89449_SPACER88899,100,32,0,0,14132,14163,32,1,5.77e-10,62.2,Gilliamella apicola Ga_177
contig_1746,GIAP001_0016_d01_CNTG00005_87588_89449_SPACER88899,100,32,0,0,13104,13135,1,32,5.77e-10,62.2,Gilliamella apicola Ga_177
contig_1746,GIAP001_0066_d01_CNTG00004_14220_14607_SPACER14308,100,32,0,0,12471,12502,32,1,5.77e-10,62.2,Gilliamella apicola G1_S23
contig_1746,GIAP001_0066_d01_CNTG00004_14220_14607_SPACER14308,100,32,0,0,14765,14796,1,32,5.77e-10,62.2,Gilliamella apicola G1_S23
contig_1746,GIAP001_0069_d01_CNTG00001_298871_299083_SPACER298961,100,32,0,0,8856,8887,32,1,5.77e-10,62.2,Gilliamella apicola NO13_S22
contig_1746,GIAP001_0010_d01_CNTG00001_37832_39385_SPACER39081,100,32,0,0,17281,17312,1,32,5.77e-10,62.2,Gilliamella apicola G4_S4
contig_1746,GIAP001_0039_d01_CNTG00011_3575_3903_SPACER3664,100,31,0,0,17437,17467,1,31,2.19e-09,60.3,Gilliamella apicola A7_S18
contig_1746,GIAP001_0010_d01_CNTG00001_37832_39385_SPACER37983,100,31,0,0,9814,9844,2,32,2.19e-09,60.3,Gilliamella apicola G4_S4
contig_1749,BAAP001_0004_c01_1940484_1941314_SPACER1940983,100,31,0,0,2127,2157,1,31,1.71e-09,60.3,Bartonella apis BBC244
contig_1782,GIAP001_0076_d01_CNTG00024_11049_12757_SPACER11197,100,32,0,0,15394,15425,1,32,6.34e-10,62.2,Gilliamella apicola A-4-12_S26
contig_1782,GIAP001_0076_d01_CNTG00024_11049_12757_SPACER11197,100,32,0,0,8567,8598,32,1,6.34e-10,62.2,Gilliamella apicola A-4-12_S26
contig_1782,GIAP001_0057_d01_CNTG00008_68280_68553_SPACER68370,100,32,0,0,24715,24746,1,32,6.34e-10,62.2,Gilliamella apicola 28_S38
contig_1782,GIAP001_0006_d01_CNTG00005_350981_351488_SPACER351369,100,32,0,0,8567,8598,1,32,6.34e-10,62.2,Gilliamella apicola Ga_172
contig_1782,GIAP001_0006_d01_CNTG00005_350981_351488_SPACER351369,100,32,0,0,15394,15425,32,1,6.34e-10,62.2,Gilliamella apicola Ga_172
contig_1782,GIAP001_0061_c01_2725607_2726062_SPACER2726002,100,32,0,0,12777,12808,1,32,6.34e-10,62.2,Gilliamella apicola strain wkB7
contig_1782,GIAP001_0061_c01_2725607_2726062_SPACER2726002,100,32,0,0,11184,11215,32,1,6.34e-10,62.2,Gilliamella apicola strain wkB7
contig_1782,GIAP001_0084_d01_CNTG00091_165_1108_SPACER499,100,29,0,0,4889,4917,32,4,3.46e-08,56.4,Gilliamella apicola A9_S9
contig_1782,GIAP001_0091_d01_CNTG00016_9370_10496_SPACER10131,100,29,0,0,4889,4917,1,29,3.46e-08,56.4,Gilliamella apicola A-9-12_S11
contig_1782,GIAP001_0091_d01_CNTG00016_9370_10496_SPACER9521,100,29,0,0,4889,4917,1,29,3.46e-08,56.4,Gilliamella apicola A-9-12_S11
contig_1782,GIAP001_0017_d01_CNTG00013_9370_10496_SPACER10131,100,29,0,0,4889,4917,1,29,3.46e-08,56.4,Gilliamella apicola A-1-24_S9
contig_1782,GIAP001_0017_d01_CNTG00013_9370_10496_SPACER9521,100,29,0,0,4889,4917,1,29,3.46e-08,56.4,Gilliamella apicola A-1-24_S9
contig_1782,GIAP001_0041_d01_CNTG00012_9362_10488_SPACER10123,100,29,0,0,4889,4917,1,29,3.46e-08,56.4,Gilliamella apicola A-7-12_S13
contig_1782,GIAP001_0041_d01_CNTG00012_9362_10488_SPACER9513,100,29,0,0,4889,4917,1,29,3.46e-08,56.4,Gilliamella apicola A-7-12_S13
contig_1782,GIAP001_0051_d01_CNTG00008_9429_10372_SPACER10007,100,29,0,0,4889,4917,1,29,3.46e-08,56.4,Gilliamella apicola A8_S4
contig_1782,GIAP001_0052_d01_CNTG00006_9370_10496_SPACER10131,100,29,0,0,4889,4917,1,29,3.46e-08,56.4,Gilliamella apicola A-2-24_S10
contig_1782,GIAP001_0052_d01_CNTG00006_9370_10496_SPACER9521,100,29,0,0,4889,4917,1,29,3.46e-08,56.4,Gilliamella apicola A-2-24_S10
contig_1782,GIAP001_0009_d01_CNTG00006_2952_4078_SPACER3713,100,29,0,0,4889,4917,1,29,3.46e-08,56.4,Gilliamella apicola AW13_S29
contig_1782,GIAP001_0009_d01_CNTG00006_2952_4078_SPACER3103,100,29,0,0,4889,4917,1,29,3.46e-08,56.4,Gilliamella apicola AW13_S29
contig_1788,GIAP001_0081_d01_CNTG00010_727928_730277_SPACER729972,100,33,0,0,1559,1591,1,33,1.8e-10,64.1,Gilliamella apicola Ga_178
contig_1788,GIAP001_0081_d01_CNTG00010_102062_103252_SPACER102886,100,32,0,0,13708,13739,32,1,6.81e-10,62.2,Gilliamella apicola Ga_178
contig_1788,GIAP001_0039_d01_CNTG00011_3575_3903_SPACER3844,100,31,0,0,25544,25574,31,1,2.58e-09,60.3,Gilliamella apicola A7_S18
contig_1788,GIAP001_0039_d01_CNTG00011_3575_3903_SPACER3844,100,31,0,0,18037,18067,1,31,2.58e-09,60.3,Gilliamella apicola A7_S18
contig_1788,GIAP001_0010_d01_CNTG00010_63610_64126_SPACER63944,100,31,0,0,4704,4734,32,2,2.58e-09,60.3,Gilliamella apicola G4_S4
contig_1788,GIAP001_0007_d01_CNTG00002_96696_98343_SPACER97624,100,31,0,0,13929,13959,1,31,2.58e-09,60.3,Gilliamella apicola Nev5_1
contig_1791,GIAP001_0076_d01_CNTG00003_199957_200524_SPACER200045,100,32,0,0,927,958,1,32,3.94e-10,62.2,Gilliamella apicola A-4-12_S26
contig_1791,GIAP001_0081_d01_CNTG00010_102062_103252_SPACER102886,100,32,0,0,13208,13239,32,1,3.94e-10,62.2,Gilliamella apicola Ga_178
contig_1791,GIAP001_0081_d01_CNTG00010_102062_103252_SPACER102886,100,32,0,0,10648,10679,32,1,3.94e-10,62.2,Gilliamella apicola Ga_178
contig_1791,GIAP001_0081_d01_CNTG00010_102062_103252_SPACER102886,100,32,0,0,7913,7944,32,1,3.94e-10,62.2,Gilliamella apicola Ga_178
contig_1791,GIAP001_0076_d01_CNTG00003_153834_154221_SPACER153922,100,32,0,0,3997,4028,32,1,3.94e-10,62.2,Gilliamella apicola A-4-12_S26
contig_1791,GIAP001_0055_d01_CNTG00012_59638_59966_SPACER59847,100,31,0,0,3998,4028,1,31,1.5e-09,60.3,Gilliamella apicola NO14_S27
contig_1791,GIAP001_0088_d01_CNTG00004_63002_63330_SPACER63211,100,31,0,0,3998,4028,1,31,1.5e-09,60.3,Gilliamella apicola NO3_S7
contig_1791,GIAP001_0002_d01_CNTG00002_127405_127733_SPACER127614,100,31,0,0,3998,4028,1,31,1.5e-09,60.3,Gilliamella apicola NO15_S32
contig_1791,GIAP001_0007_d01_CNTG00002_96696_98343_SPACER97624,100,31,0,0,8134,8164,1,31,1.5e-09,60.3,Gilliamella apicola Nev5_1
contig_1791,GIAP001_0007_d01_CNTG00002_96696_98343_SPACER97624,100,31,0,0,10869,10899,1,31,1.5e-09,60.3,Gilliamella apicola Nev5_1
contig_1791,GIAP001_0007_d01_CNTG00002_96696_98343_SPACER97624,100,31,0,0,13429,13459,1,31,1.5e-09,60.3,Gilliamella apicola Nev5_1
contig_1791,GIAP001_0069_d01_CNTG00001_60873_61201_SPACER61082,100,31,0,0,3998,4028,1,31,1.5e-09,60.3,Gilliamella apicola NO13_S22
contig_1791,GIAP001_0029_d01_CNTG00017_2629_2957_SPACER2718,100,31,0,0,3998,4028,31,1,1.5e-09,60.3,Gilliamella apicola NO4_S12
contig_1791,GIAP001_0043_d01_CNTG00008_76616_76944_SPACER76705,100,31,0,0,3998,4028,31,1,1.5e-09,60.3,Gilliamella apicola NO1_S2
contig_1791,GIAP001_0068_d01_CNTG00005_158091_158419_SPACER158180,100,31,0,0,3998,4028,31,1,1.5e-09,60.3,Gilliamella apicola NO16_S37
contig_1791,GIAP001_0027_d01_CNTG00001_244813_245141_SPACER244902,100,31,0,0,3998,4028,31,1,1.5e-09,60.3,Gilliamella apicola NO12_S17
contig_1821,GIAP001_0076_d01_CNTG00013_55314_55464_SPACER55403,100,33,0,0,475,507,1,33,1.19e-10,64.1,Gilliamella apicola A-4-12_S26
contig_1821,GIAP001_0066_d01_CNTG00008_111994_112633_SPACER112023,100,32,0,0,13663,13694,32,1,4.52e-10,62.2,Gilliamella apicola G1_S23
contig_1821,GIAP001_0060_d01_CNTG00003_104616_105255_SPACER105195,100,32,0,0,13663,13694,1,32,4.52e-10,62.2,Gilliamella apicola G3_S3
contig_1821,GIAP001_0059_c01_1946842_1947176_SPACER1947115,100,32,0,0,14447,14478,1,32,4.52e-10,62.2,Gilliamella apicola wkB1b
contig_1821,GIAP001_0085_d01_CNTG00006_73203_73414_SPACER73232,100,31,0,0,9008,9038,32,2,1.71e-09,60.3,Gilliamella apicola P62G
contig_1821,GIAP001_0085_d01_CNTG00006_73203_73414_SPACER73232,100,31,0,0,9679,9709,2,32,1.71e-09,60.3,Gilliamella apicola P62G
contig_1822,GIAP001_0014_d01_CNTG00012_67619_68259_SPACER67954,100,32,0,0,4325,4356,32,1,5.2e-10,62.2,Gilliamella apicola AW-TSA2_S12
contig_1822,GIAP001_0014_d01_CNTG00012_67619_68259_SPACER67954,100,32,0,0,16372,16403,1,32,5.2e-10,62.2,Gilliamella apicola AW-TSA2_S12
contig_1822,GIAP001_0049_d01_CNTG00008_67619_68259_SPACER67954,100,32,0,0,4325,4356,32,1,5.2e-10,62.2,Gilliamella apicola TSA1_S3
contig_1822,GIAP001_0049_d01_CNTG00008_67619_68259_SPACER67954,100,32,0,0,16372,16403,1,32,5.2e-10,62.2,Gilliamella apicola TSA1_S3
contig_1822,GIAP001_0038_d01_CNTG00007_67619_68259_SPACER67954,100,32,0,0,4325,4356,32,1,5.2e-10,62.2,Gilliamella apicola TSA3_S8
contig_1822,GIAP001_0038_d01_CNTG00007_67619_68259_SPACER67954,100,32,0,0,16372,16403,1,32,5.2e-10,62.2,Gilliamella apicola TSA3_S8
contig_1822,GIAP001_0024_d01_CNTG00007_67619_68259_SPACER67954,100,32,0,0,4325,4356,32,1,5.2e-10,62.2,Gilliamella apicola TSA4_S13
contig_1822,GIAP001_0024_d01_CNTG00007_67619_68259_SPACER67954,100,32,0,0,16372,16403,1,32,5.2e-10,62.2,Gilliamella apicola TSA4_S13
contig_1822,GIAP001_0016_d01_CNTG00005_87588_89449_SPACER88594,100,32,0,0,5023,5054,32,1,5.2e-10,62.2,Gilliamella apicola Ga_177
contig_1822,GIAP001_0016_d01_CNTG00005_87588_89449_SPACER88594,100,32,0,0,15665,15696,1,32,5.2e-10,62.2,Gilliamella apicola Ga_177
contig_1822,GIAP001_0039_d01_CNTG00001_234650_235654_SPACER235045,100,32,0,0,16372,16403,32,1,5.2e-10,62.2,Gilliamella apicola A7_S18
contig_1822,GIAP001_0039_d01_CNTG00001_234650_235654_SPACER235045,100,32,0,0,4325,4356,1,32,5.2e-10,62.2,Gilliamella apicola A7_S18
contig_1822,GIAP001_0029_d01_CNTG00037_12385_13574_SPACER13453,100,29,0,0,5230,5258,32,4,2.83e-08,56.4,Gilliamella apicola NO4_S12
