comp,mean_ident,mean_sim,cluster
MN855751-MN855781,0.678,0.789,52_0
comp,mean_ident,mean_sim,cluster
contig_2381-JAAOBB010000140.1,0.669,0.7305,65_0
contig_2381-MN855655,0.806111111111111,0.857222222222222,65_0
contig_2381-MN856021,0.390833333333333,0.563333333333333,65_0
contig_2381-MN856071,0.647647058823529,0.761764705882353,65_0
contig_2381-MN856102,0.850909090909091,0.861363636363636,65_0
contig_2381-scaffold_828,0.725714285714286,0.800952380952381,65_0
JAAOBB010000140.1-MN855655,0.81125,0.85125,65_0
JAAOBB010000140.1-MN856021,0.38,0.54375,65_0
JAAOBB010000140.1-MN856071,0.634285714285714,0.740714285714286,65_0
JAAOBB010000140.1-MN856102,0.745294117647059,0.814705882352941,65_0
JAAOBB010000140.1-scaffold_828,0.7264,0.7808,65_0
MN855655-MN856021,0.401666666666667,0.573333333333333,65_0
MN855655-MN856071,0.68625,0.79875,65_0
MN855655-MN856102,0.83625,0.89125,65_0
MN855655-scaffold_828,0.84,0.895,65_0
MN856021-MN856071,0.37375,0.54,65_0
MN856021-MN856102,0.375555555555556,0.543333333333333,65_0
MN856021-scaffold_828,0.371,0.528,65_0
MN856071-MN856102,0.656666666666667,0.77,65_0
MN856071-scaffold_828,0.666153846153846,0.781538461538462,65_0
MN856102-scaffold_828,0.688333333333333,0.757916666666667,65_0
comp,mean_ident,mean_sim,cluster
contig_830-JAAOBB010000172.1,0.456,0.598666666666667,7_0
contig_830-MN855956,0.916363636363636,0.924545454545455,7_0
JAAOBB010000172.1-MN855956,0.466,0.608,7_0
comp,mean_ident,mean_sim,cluster
contig_1403-contig_1647,0.565,0.635555555555556,78_0
contig_1403-contig_1919,0.445,0.568,78_0
contig_1403-contig_2055,0.60421052631579,0.684210526315789,78_0
contig_1403-contig_2102,0.617021276595745,0.707872340425532,78_0
contig_1403-contig_2104,0.666,0.73,78_0
contig_1403-contig_2105,0.591904761904762,0.640952380952381,78_0
contig_1403-JAAOBB010000171.1,0.3475,0.485,78_0
contig_1403-MN855613,0.672,0.764,78_0
contig_1403-MN855634,0.700833333333333,0.771666666666667,78_0
contig_1403-MN855648,0.398333333333333,0.558333333333333,78_0
contig_1403-MN855845,0.584,0.696,78_0
contig_1403-MN856068,0.731111111111111,0.79,78_0
contig_1403-MN856076,0.594,0.664,78_0
contig_1403-MN856104,0.3925,0.55,78_0
contig_1647-contig_1919,0.422,0.558,78_0
contig_1647-contig_2055,0.601923076923077,0.666538461538462,78_0
contig_1647-contig_2102,0.558,0.633454545454545,78_0
contig_1647-contig_2104,0.601111111111111,0.672222222222222,78_0
contig_1647-contig_2105,0.643684210526316,0.704736842105263,78_0
contig_1647-JAAOBB010000171.1,0.3375,0.4675,78_0
contig_1647-MN855613,0.712857142857143,0.801428571428571,78_0
contig_1647-MN855634,0.552222222222222,0.63,78_0
contig_1647-MN855648,0.5125,0.62,78_0
contig_1647-MN855845,0.682222222222222,0.741111111111111,78_0
contig_1647-MN856068,0.614615384615385,0.686153846153846,78_0
contig_1647-MN856076,0.617,0.689,78_0
contig_1647-MN856104,0.447777777777778,0.547777777777778,78_0
contig_1919-contig_2055,0.421,0.579,78_0
contig_1919-contig_2102,0.41,0.537647058823529,78_0
contig_1919-contig_2104,0.5,0.59,78_0
contig_1919-contig_2105,0.4225,0.5175,78_0
contig_1919-JAAOBB010000171.1,0.756666666666667,0.823333333333333,78_0
contig_1919-MN855613,0.4,0.515,78_0
contig_1919-MN855634,0.4225,0.5825,78_0
contig_1919-MN855648,0.6525,0.75,78_0
contig_1919-MN855845,0.32,0.475,78_0
contig_1919-MN856068,0.444,0.582,78_0
contig_1919-MN856076,0.36,0.496666666666667,78_0
contig_1919-MN856104,0.666,0.772,78_0
contig_2055-contig_2102,0.612363636363636,0.700545454545455,78_0
contig_2055-contig_2104,0.586363636363636,0.665454545454545,78_0
contig_2055-contig_2105,0.67625,0.730416666666667,78_0
contig_2055-JAAOBB010000171.1,0.461666666666667,0.61,78_0
contig_2055-MN855613,0.693,0.776,78_0
contig_2055-MN855634,0.627272727272727,0.710909090909091,78_0
contig_2055-MN855648,0.412727272727273,0.545454545454545,78_0
contig_2055-MN855845,0.5625,0.65625,78_0
contig_2055-MN856068,0.712307692307692,0.785384615384615,78_0
contig_2055-MN856076,0.711818181818182,0.78,78_0
contig_2055-MN856104,0.426666666666667,0.578666666666667,78_0
contig_2102-contig_2104,0.6290625,0.66046875,78_0
contig_2102-contig_2105,0.584623655913978,0.620967741935484,78_0
contig_2102-JAAOBB010000171.1,0.3625,0.491666666666667,78_0
contig_2102-MN855613,0.747647058823529,0.795294117647059,78_0
contig_2102-MN855634,0.586666666666667,0.684814814814815,78_0
contig_2102-MN855648,0.463809523809524,0.568809523809524,78_0
contig_2102-MN855845,0.563,0.63175,78_0
contig_2102-MN856068,0.68551724137931,0.758965517241379,78_0
contig_2102-MN856076,0.686470588235294,0.767058823529412,78_0
contig_2102-MN856104,0.42,0.5221875,78_0
contig_2104-contig_2105,0.646111111111111,0.657777777777778,78_0
contig_2104-MN855613,0.716666666666667,0.741666666666667,78_0
contig_2104-MN855634,0.544,0.624,78_0
contig_2104-MN855648,0.492,0.608,78_0
contig_2104-MN855845,0.69,0.746,78_0
contig_2104-MN856068,0.648333333333333,0.718333333333333,78_0
contig_2104-MN856076,0.625,0.665,78_0
contig_2104-MN856104,0.46,0.63,78_0
contig_2105-JAAOBB010000171.1,0.36,0.51,78_0
contig_2105-MN855613,0.691428571428571,0.720714285714286,78_0
contig_2105-MN855634,0.694285714285714,0.754285714285714,78_0
contig_2105-MN855648,0.388,0.503,78_0
contig_2105-MN855845,0.648333333333333,0.705,78_0
contig_2105-MN856068,0.6475,0.708333333333333,78_0
contig_2105-MN856076,0.717,0.76,78_0
contig_2105-MN856104,0.39,0.485714285714286,78_0
JAAOBB010000171.1-MN855613,0.376666666666667,0.51,78_0
JAAOBB010000171.1-MN855634,0.366666666666667,0.52,78_0
JAAOBB010000171.1-MN855648,0.565,0.6625,78_0
JAAOBB010000171.1-MN855845,0.335,0.45,78_0
JAAOBB010000171.1-MN856068,0.34,0.45,78_0
JAAOBB010000171.1-MN856076,0.336666666666667,0.456666666666667,78_0
JAAOBB010000171.1-MN856104,0.684285714285714,0.748571428571429,78_0
MN855613-MN855634,0.625,0.718333333333333,78_0
MN855613-MN855648,0.385,0.541666666666667,78_0
MN855613-MN855845,0.6525,0.73,78_0
MN855613-MN856068,0.75,0.83,78_0
MN855613-MN856076,0.7975,0.855,78_0
MN855613-MN856104,0.374,0.508,78_0
MN855634-MN855648,0.473333333333333,0.626666666666667,78_0
MN855634-MN855845,0.45,0.573333333333333,78_0
MN855634-MN856068,0.7,0.776,78_0
MN855634-MN856076,0.6425,0.7425,78_0
MN855634-MN856104,0.43,0.59,78_0
MN855648-MN855845,0.607,0.707,78_0
MN855648-MN856068,0.446666666666667,0.573333333333333,78_0
MN855648-MN856076,0.3625,0.485,78_0
MN855648-MN856104,0.740909090909091,0.789090909090909,78_0
MN855845-MN856068,0.672,0.75,78_0
MN855845-MN856076,0.6325,0.69,78_0
MN855845-MN856104,0.568,0.676,78_0
MN856068-MN856076,0.83,0.902,78_0
MN856068-MN856104,0.528,0.644,78_0
MN856076-MN856104,0.4375,0.5625,78_0
comp,mean_ident,mean_sim,cluster
contig_1517-contig_1518,0.580172413793103,0.691724137931034,98_0
contig_1517-JAAOBB010000096.1,0.582368421052632,0.681578947368421,98_0
contig_1517-JAAOBB010000098.1,0.511,0.639,98_0
contig_1517-JAAOBB010000099.1,0.5585,0.6855,98_0
contig_1517-MN855822,0.89156862745098,0.91843137254902,98_0
contig_1517-MN856008,0.462272727272727,0.592272727272727,98_0
contig_1517-MN856088,0.505,0.620833333333333,98_0
contig_1518-JAAOBB010000096.1,0.798333333333333,0.868333333333333,98_0
contig_1518-JAAOBB010000098.1,0.688333333333333,0.776666666666667,98_0
contig_1518-JAAOBB010000099.1,0.729333333333333,0.780666666666667,98_0
contig_1518-MN855822,0.552307692307692,0.68,98_0
contig_1518-MN856008,0.531578947368421,0.641578947368421,98_0
contig_1518-MN856088,0.797272727272727,0.85,98_0
JAAOBB010000096.1-MN855822,0.683333333333333,0.773333333333333,98_0
JAAOBB010000096.1-MN856008,0.416,0.543,98_0
JAAOBB010000098.1-JAAOBB010000099.1,0.738,0.817,98_0
JAAOBB010000098.1-MN855822,0.453333333333333,0.591666666666667,98_0
JAAOBB010000098.1-MN856008,0.587,0.691,98_0
JAAOBB010000098.1-MN856088,0.661666666666667,0.745,98_0
JAAOBB010000099.1-MN855822,0.561428571428571,0.684285714285714,98_0
JAAOBB010000099.1-MN856008,0.626,0.748,98_0
JAAOBB010000099.1-MN856088,0.823333333333333,0.865833333333333,98_0
MN855822-MN856008,0.522857142857143,0.644285714285714,98_0
MN855822-MN856088,0.528,0.644,98_0
MN856008-MN856088,0.637777777777778,0.731111111111111,98_0
